From file: CTD 1350 080621;Instrument no.:;1350;;;;;;;;
Ser;Interval (sec);Integration;Air pressure;Salinity;Chart Datum (dbar);;;;;
2;330;0;2,636;0,17;101,51;13,47;0,056;19,14;8-6-2021;12:50:10
2;331;0;2,641;0,19;101,53;13,47;0,059;19,7;8-6-2021;12:50:12
2;332;0;2,643;0,16;101,52;13,47;0,061;20,22;8-6-2021;12:50:14
2;333;0;2,644;0,17;101,51;13,47;0,063;20,64;8-6-2021;12:50:16
2;334;0;2,644;0,16;101,57;13,48;0,067;21,27;8-6-2021;12:50:18
2;335;0;2,64;0,17;101,57;13,48;0,069;21,8;8-6-2021;12:50:20
2;336;0;2,637;0,17;101,44;13,46;0,071;22,21;8-6-2021;12:50:22
2;337;0;2,64;0,17;101,49;13,47;0,073;22,64;8-6-2021;12:50:24
2;338;0;2,638;0,22;101,47;13,47;0,076;23,22;8-6-2021;12:50:26
2;339;0;2,641;0,17;101,35;13,45;0,079;23,72;8-6-2021;12:50:28
2;340;0;2,639;0,18;101,49;13,47;0,081;24,15;8-6-2021;12:50:30
2;341;0;2,642;0,17;101,43;13,46;0,084;24,74;8-6-2021;12:50:32
2;342;0;2,642;0,19;101,34;13,45;0,086;25,24;8-6-2021;12:50:34
2;343;0;2,645;0,18;101,3;13,44;0,089;25,74;8-6-2021;12:50:36
2;344;0;2,64;0,16;101,39;13,46;0,091;26,23;8-6-2021;12:50:38
2;345;0;2,636;0,17;101,38;13,46;0,094;26,76;8-6-2021;12:50:40
2;346;0;2,639;0,17;101,37;13,45;0,096;27,28;8-6-2021;12:50:42
2;347;0;2,635;0,19;101,37;13,46;0,099;27,75;8-6-2021;12:50:44
2;348;0;2,637;0,17;101,33;13,45;0,101;28,19;8-6-2021;12:50:46
2;349;0;2,638;0,17;101,3;13,44;0,104;28,72;8-6-2021;12:50:48
2;350;0;2,643;0,19;101,28;13,44;0,106;29,26;8-6-2021;12:50:50
2;351;0;2,651;0,19;101,27;13,44;0,109;29,82;8-6-2021;12:50:52
2;352;0;2,648;0,2;101,37;13,45;0,112;30,31;8-6-2021;12:50:54
2;353;0;2,648;0,19;101,34;13,45;0,114;30,77;8-6-2021;12:50:56
2;354;0;2,65;0,18;101,23;13,43;0,117;31,28;8-6-2021;12:50:58
2;355;0;2,652;0,18;101,31;13,44;0,119;31,75;8-6-2021;12:51:00
2;356;0;2,655;0,16;101,31;13,44;0,121;32,22;8-6-2021;12:51:02
2;357;0;2,647;0,17;101,32;13,44;0,124;32,66;8-6-2021;12:51:04
2;358;0;2,644;0,16;101,33;13,45;0,126;33,13;8-6-2021;12:51:06
2;359;0;2,645;0,17;101,32;13,44;0,128;33,53;8-6-2021;12:51:08
2;360;0;2,646;0,17;101,34;13,45;0,129;33,78;8-6-2021;12:51:10
2;361;0;2,649;0,16;101,29;13,44;0,131;34,2;8-6-2021;12:51:12
2;362;0;2,651;0,18;101,3;13,44;0,134;34,68;8-6-2021;12:51:14
2;363;0;2,649;0,17;101,25;13,43;0,136;35,25;8-6-2021;12:51:16
2;364;0;2,651;0,16;101,21;13,43;0,138;35,63;8-6-2021;12:51:18
2;365;0;2,649;0,16;101,3;13,44;0,141;36,13;8-6-2021;12:51:20
2;366;0;2,647;0,17;101,24;13,43;0,143;36,51;8-6-2021;12:51:22
2;367;0;2,645;0,17;101,25;13,44;0,145;37,06;8-6-2021;12:51:24
2;368;0;2,647;0,17;101,27;13,44;0,148;37,58;8-6-2021;12:51:26
2;369;0;2,653;0,19;101,19;13,43;0,15;37,95;8-6-2021;12:51:28
2;370;0;2,656;0,17;101,29;13,44;0,153;38,45;8-6-2021;12:51:30
2;371;0;2,66;0,16;101,24;13,43;0,155;38,94;8-6-2021;12:51:32
2;372;0;2,663;0,16;101,23;13,43;0,158;39,45;8-6-2021;12:51:34
2;373;0;2,663;0,18;101,29;13,44;0,16;39,96;8-6-2021;12:51:36
2;374;0;2,662;0,16;101,24;13,43;0,163;40,42;8-6-2021;12:51:38
2;375;0;2,669;0,17;101,3;13,43;0,165;40,87;8-6-2021;12:51:40
2;376;0;2,684;0,16;101,28;13,43;0,167;41,3;8-6-2021;12:51:42
2;377;0;2,691;0,18;101,26;13,42;0,169;41,7;8-6-2021;12:51:44
2;378;0;2,682;0,17;101,35;13,44;0,172;42,23;8-6-2021;12:51:46
2;379;0;2,676;0,17;101,19;13,42;0,174;42,57;8-6-2021;12:51:48
2;380;0;2,67;0,16;101,17;13,42;0,176;43,13;8-6-2021;12:51:50
2;381;0;2,666;0,17;101,21;13,42;0,178;43,59;8-6-2021;12:51:52
2;382;0;2,666;0,17;101,23;13,43;0,18;43,99;8-6-2021;12:51:54
2;383;0;2,672;0,18;101,14;13,41;0,182;44,35;8-6-2021;12:51:56
2;384;0;2,672;0,16;101,2;13,42;0,184;44,73;8-6-2021;12:51:58
2;385;0;2,678;0,17;101,21;13,42;0,187;45,19;8-6-2021;12:52:00
2;386;0;2,688;0,16;101,25;13,42;0,189;45,54;8-6-2021;12:52:02
2;387;0;2,686;0,18;101,24;13,42;0,19;45,93;8-6-2021;12:52:04
2;388;0;2,687;0,17;101,23;13,42;0,193;46,43;8-6-2021;12:52:06
2;389;0;2,691;0,16;101,19;13,41;0,196;46,94;8-6-2021;12:52:08
2;390;0;2,695;0,17;101,21;13,41;0,199;47,55;8-6-2021;12:52:10
2;391;0;2,696;0,17;101,21;13,41;0,2;47,85;8-6-2021;12:52:12
2;392;0;2,703;0,16;101,22;13,41;0,202;48,12;8-6-2021;12:52:14
2;393;0;2,703;0,18;101,23;13,41;0,204;48,59;8-6-2021;12:52:16
2;394;0;2,705;0,18;101,14;13,4;0,205;48,85;8-6-2021;12:52:18
2;395;0;2,711;0,17;101,24;13,41;0,209;49,45;8-6-2021;12:52:20
2;396;0;2,722;0,17;101,23;13,4;0,211;50;8-6-2021;12:52:22
2;397;0;2,749;0,17;101,29;13,4;0,215;50,6;8-6-2021;12:52:24
2;398;0;2,769;0,16;101,34;13,4;0,218;51,18;8-6-2021;12:52:26
2;399;0;2,795;0,17;101,29;13,39;0,222;51,81;8-6-2021;12:52:28
2;400;0;2,788;0,17;101,26;13,38;0,224;52,33;8-6-2021;12:52:30
2;401;0;2,788;0,16;101,36;13,4;0,226;52,72;8-6-2021;12:52:32
2;402;0;2,795;0,17;101,28;13,39;0,228;53,06;8-6-2021;12:52:34
2;403;0;2,803;0,17;101,28;13,38;0,226;52,68;8-6-2021;12:52:36
2;404;0;2,794;0,16;101,24;13,38;0,225;52,39;8-6-2021;12:52:38
2;405;0;2,79;0,17;101,27;13,39;0,224;52,28;8-6-2021;12:52:40
2;406;0;2,794;0,17;101,33;13,39;0,223;52,02;8-6-2021;12:52:42
2;407;0;2,787;0,17;101,17;13,37;0,222;51,8;8-6-2021;12:52:44
2;408;0;2,784;0,17;101,2;13,38;0,222;51,79;8-6-2021;12:52:46
2;409;0;2,789;0,17;101,24;13,38;0,221;51,62;8-6-2021;12:52:48
2;410;0;2,769;0,17;101,27;13,39;0,217;50,98;8-6-2021;12:52:50
2;411;0;2,736;0,18;101,2;13,4;0,213;50,3;8-6-2021;12:52:52
2;412;0;2,722;0,17;101,09;13,39;0,21;49,65;8-6-2021;12:52:54
2;413;0;2,727;0,17;101,15;13,39;0,207;49,08;8-6-2021;12:52:56
2;414;0;2,724;0,17;101,13;13,39;0,206;48,93;8-6-2021;12:52:58
2;415;0;2,709;0,17;101,2;13,41;0,202;48,18;8-6-2021;12:53:00
2;416;0;2,684;0,16;101,11;13,4;0,199;47,63;8-6-2021;12:53:02
2;417;0;2,677;0,18;101,04;13,4;0,195;46,94;8-6-2021;12:53:04
2;418;0;2,66;0,17;101,08;13,41;0,192;46,27;8-6-2021;12:53:06
2;419;0;2,657;0,21;100,99;13,4;0,189;45,67;8-6-2021;12:53:08
2;420;0;2,653;0,19;101,09;13,41;0,185;45,04;8-6-2021;12:53:10
2;421;0;2,652;0,17;101;13,4;0,183;44,6;8-6-2021;12:53:12
2;422;0;2,651;0,17;100,98;13,4;0,181;44,13;8-6-2021;12:53:14
2;423;0;2,662;0,16;101,02;13,4;0,178;43,52;8-6-2021;12:53:16
2;424;0;2,676;0,17;101,03;13,39;0,175;42,94;8-6-2021;12:53:18
2;425;0;2,676;0,16;101,06;13,4;0,173;42,4;8-6-2021;12:53:20
2;426;0;2,678;0,18;101,02;13,39;0,169;41,65;8-6-2021;12:53:22
2;427;0;2,675;0,18;101,08;13,4;0,166;41,09;8-6-2021;12:53:24
2;428;0;2,675;0,19;100,99;13,39;0,163;40,46;8-6-2021;12:53:26
2;429;0;2,675;0,18;101,05;13,4;0,16;39,87;8-6-2021;12:53:28
2;430;0;2,674;0,17;101,08;13,4;0,157;39,35;8-6-2021;12:53:30
2;431;0;2,67;0,17;101,05;13,4;0,155;38,78;8-6-2021;12:53:32
2;432;0;2,662;0,19;100,98;13,39;0,151;38,15;8-6-2021;12:53:34
2;433;0;2,653;0,18;101,02;13,4;0,148;37,56;8-6-2021;12:53:36
2;434;0;2,65;0,17;100,97;13,4;0,145;36,95;8-6-2021;12:53:38
2;435;0;2,64;0,19;100,9;13,39;0,142;36,3;8-6-2021;12:53:40
2;436;0;2,643;0,18;101;13,4;0,139;35,81;8-6-2021;12:53:42
2;437;0;2,618;0,19;100,91;13,4;0,136;35,29;8-6-2021;12:53:44
2;438;0;2,596;0,2;100,78;13,39;0,133;34,68;8-6-2021;12:53:46
2;439;0;2,605;0,18;100,87;13,4;0,13;34,18;8-6-2021;12:53:48
2;440;0;2,595;0,17;100,85;13,4;0,127;33,63;8-6-2021;12:53:50
2;441;0;2,589;0,17;100,78;13,39;0,124;32,98;8-6-2021;12:53:52
2;442;0;2,589;0,17;100,8;13,4;0,121;32,39;8-6-2021;12:53:54
2;443;0;2,6;0,17;100,8;13,39;0,118;31,82;8-6-2021;12:53:56
2;444;0;2,601;0,18;100,77;13,39;0,116;31,39;8-6-2021;12:53:58
2;445;0;2,598;0,17;100,76;13,39;0,114;30,92;8-6-2021;12:54:00
2;446;0;2,594;0,17;100,76;13,39;0,111;30,42;8-6-2021;12:54:02
2;447;0;2,59;0,17;100,81;13,4;0,109;29,97;8-6-2021;12:54:04
2;448;0;2,59;0,17;100,8;13,4;0,106;29,49;8-6-2021;12:54:06
2;449;0;2,59;0,18;100,76;13,39;0,104;28,97;8-6-2021;12:54:08
2;450;0;2,59;0,18;100,8;13,4;0,101;28,39;8-6-2021;12:54:10
2;451;0;2,588;0,17;100,75;13,39;0,099;27,93;8-6-2021;12:54:12
2;452;0;2,587;0,18;100,74;13,39;0,096;27,38;8-6-2021;12:54:14
2;453;0;2,586;0,17;100,77;13,39;0,094;26,91;8-6-2021;12:54:16
2;454;0;2,588;0,18;100,78;13,39;0,091;26,49;8-6-2021;12:54:18
2;455;0;2,592;0,18;100,74;13,39;0,09;26,13;8-6-2021;12:54:20
2;456;0;2,593;0,18;100,72;13,38;0,087;25,65;8-6-2021;12:54:22
2;457;0;2,593;0,17;100,74;13,39;0,085;25,09;8-6-2021;12:54:24
2;458;0;2,591;0,22;100,79;13,39;0,082;24,6;8-6-2021;12:54:26
2;459;0;2,59;0,18;100,68;13,38;0,08;24,1;8-6-2021;12:54:28
2;460;0;2,59;0,17;100,74;13,39;0,077;23,57;8-6-2021;12:54:30
2;461;0;2,591;0,19;100,72;13,39;0,075;23,13;8-6-2021;12:54:32
2;462;0;2,592;0,22;100,77;13,39;0,072;22,59;8-6-2021;12:54:34
2;463;0;2,593;0,18;100,79;13,39;0,07;22,1;8-6-2021;12:54:36
2;464;0;2,59;0,17;100,78;13,39;0,067;21,62;8-6-2021;12:54:38
2;465;0;2,591;0,17;100,68;13,38;0,065;21,15;8-6-2021;12:54:40
2;466;0;2,59;0,18;100,7;13,38;0,062;20,63;8-6-2021;12:54:42
2;467;0;2,592;0,17;100,71;13,38;0,06;20,24;8-6-2021;12:54:44
2;468;0;2,592;0,17;100,71;13,38;0,058;19,72;8-6-2021;12:54:46
2;469;0;2,593;0,18;100,7;13,38;0,055;19,18;8-6-2021;12:54:48
2;470;0;2,593;0,16;100,74;13,39;0,053;18,71;8-6-2021;12:54:50
2;471;0;2,594;0,17;100,78;13,39;0,05;18,22;8-6-2021;12:54:52
2;472;0;2,593;0,18;100,72;13,38;0,047;17,61;8-6-2021;12:54:54
2;473;0;2,593;0,17;100,66;13,38;0,044;17,02;8-6-2021;12:54:56
2;474;0;2,594;0,17;100,76;13,39;0,042;16,52;8-6-2021;12:54:58
2;475;0;2,594;0,17;100,7;13,38;0,039;16,02;8-6-2021;12:55:00
2;476;0;2,596;0,17;100,7;13,38;0,036;15,41;8-6-2021;12:55:02
2;477;0;2,596;0,18;100,67;13,38;0,033;14,83;8-6-2021;12:55:04
2;478;0;2,6;0,18;100,65;13,37;0,031;14,35;8-6-2021;12:55:06
2;479;0;2,603;0,16;100,69;13,38;0,028;13,77;8-6-2021;12:55:08
2;480;0;2,603;0,16;100,72;13,38;0,025;13,19;8-6-2021;12:55:10
2;481;0;2,603;0,16;100,7;13,38;0,023;12,64;8-6-2021;12:55:12
2;482;0;2,603;0,15;100,7;13,38;0,02;12,02;8-6-2021;12:55:14
2;483;0;2,601;0,17;100,64;13,37;0,016;11,35;8-6-2021;12:55:16
2;484;0;2,602;0,14;100,66;13,37;0,013;10,76;8-6-2021;12:55:18
2;485;0;2,604;0,11;100,66;13,37;0,01;10,19;8-6-2021;12:55:20
2;486;0;2,603;0,1;100,72;13,38;0,007;9,53;8-6-2021;12:55:22
2;487;0;2,601;0,09;100,6;13,37;0,004;9,01;8-6-2021;12:55:24
2;488;0;2,601;0,08;100,67;13,37;0,001;8,4;8-6-2021;12:55:26
2;489;0;2,6;0,08;100,69;13,38;-0,001;7,83;8-6-2021;12:55:28
2;490;0;2,602;0,08;100,64;13,37;-0,004;7,24;8-6-2021;12:55:30
2;491;0;2,601;0,06;100,7;13,38;-0,007;6,71;8-6-2021;12:55:32
2;492;0;2,602;0,05;100,64;13,37;-0,01;6,11;8-6-2021;12:55:34
2;493;0;2,601;0,05;100,65;13,37;-0,013;5,59;8-6-2021;12:55:36
2;494;0;2,602;0,05;100,64;13,37;-0,015;5,03;8-6-2021;12:55:38
2;495;0;2,603;0,05;100,64;13,37;-0,018;4,42;8-6-2021;12:55:40
2;496;0;2,601;0,05;100,62;13,37;-0,02;4,02;8-6-2021;12:55:42
2;497;0;2,601;0,05;100,61;13,37;-0,023;3,51;8-6-2021;12:55:44
2;498;0;2,61;0,05;100,68;13,37;-0,026;2,95;8-6-2021;12:55:46
2;499;0;2,654;0,05;100,67;13,36;-0,028;2,34;8-6-2021;12:55:48
2;500;0;2,647;0,04;100,76;13,37;-0,03;1,9;8-6-2021;12:55:50
2;501;0;2,644;0,04;100,71;13,36;-0,033;1,33;8-6-2021;12:55:52
2;502;0;2,658;0,04;100,74;13,36;-0,036;0,72;8-6-2021;12:55:54
2;503;0;2,669;0,04;100,78;13,37;-0,039;0,09;8-6-2021;12:55:56
2;504;0;2,725;0,04;100,8;13,35;-0,038;0;8-6-2021;12:55:58
2;505;0;2,796;2,32;100,16;13,24;-0,036;0;8-6-2021;12:56:00
2;506;0;3,001;0,05;100,74;13,24;-0,033;0;8-6-2021;12:56:02
2;507;0;3,204;0,33;100,27;13,11;-0,03;0;8-6-2021;12:56:04
2;508;0;3,366;0,02;99,75;12,98;-0,028;0;8-6-2021;12:56:06
2;509;0;3,529;0,02;99,95;12,95;-0,027;0;8-6-2021;12:56:08
2;510;0;3,667;0,1;100,2;12,94;-0,026;0;8-6-2021;12:56:10
2;511;0;3,826;0,01;100,18;12,88;-0,025;0;8-6-2021;12:56:12
2;512;0;3,977;0,02;100,17;12,83;-0,025;0;8-6-2021;12:56:14
2;513;0;4,154;0,27;101,17;12,9;-0,025;0;8-6-2021;12:56:16
2;514;0;4,339;0,03;100,36;12,73;-0,026;0;8-6-2021;12:56:18
2;515;0;4,532;0,07;100,76;12,72;-0,027;0;8-6-2021;12:56:20
