From file: CTD 1335 261120;Instrument no.:;1335;;;;;;;;
1;42;0,03;2,378;0,2;97,04;12,75;-0,02;0,23;24-11-2020;10:37:15
1;43;0,02;2,378;0,27;96,83;12,72;-0,029;0,22;24-11-2020;10:37:17
1;44;0,04;2,382;0,2;96,88;12,72;-0,012;0,23;24-11-2020;10:37:19
1;45;0,02;2,378;0,2;96,81;12,72;-0,028;0,24;24-11-2020;10:37:21
1;46;0,03;2,376;0,21;96,78;12,71;-0,021;0,19;24-11-2020;10:37:23
1;47;0,02;2,369;0,23;96,69;12,71;-0,029;0,22;24-11-2020;10:37:25
1;48;0,02;2,365;0,2;96,6;12,69;-0,029;0,23;24-11-2020;10:37:27
1;49;0,03;2,378;0,21;96,64;12,69;-0,02;0,24;24-11-2020;10:37:29
1;50;0,02;2,381;0,22;96,51;12,68;-0,029;0,21;24-11-2020;10:37:31
1;51;0,03;2,381;0,21;96,32;12,65;-0,02;0,22;24-11-2020;10:37:33
1;52;0,02;2,381;0,23;96,24;12,64;-0,028;0,24;24-11-2020;10:37:35
1;53;0,02;2,374;0,29;96,23;12,64;-0,029;0,22;24-11-2020;10:37:37
1;54;0,03;2,366;0,19;96,16;12,64;-0,021;0,22;24-11-2020;10:37:39
1;55;0,02;2,383;0,21;96,14;12,63;-0,028;0,23;24-11-2020;10:37:41
1;56;0,02;2,386;0,21;96,09;12,62;-0,028;0,23;24-11-2020;10:37:43
1;57;0,03;2,388;0,2;96,12;12,62;-0,02;0,21;24-11-2020;10:37:45
1;58;0,02;2,383;0,21;96,03;12,61;-0,029;0,16;24-11-2020;10:37:47
1;59;0,02;2,381;0,2;95,92;12,6;-0,029;0,16;24-11-2020;10:37:49
1;60;0,01;2,383;0,19;95,85;12,59;-0,037;0,15;24-11-2020;10:37:51
1;61;0,01;2,382;0,22;95,87;12,59;-0,037;0,15;24-11-2020;10:37:53
1;62;0,01;2,376;0,2;95,91;12,6;-0,037;0,24;24-11-2020;10:37:55
1;63;0,02;2,376;0,19;95,84;12,59;-0,029;0,21;24-11-2020;10:37:57
1;64;0,01;2,382;0,21;95,79;12,58;-0,037;0,21;24-11-2020;10:37:59
1;65;0,01;2,382;0,2;95,72;12,57;-0,037;0,21;24-11-2020;10:38:01
1;66;0,02;2,379;0,18;95,68;12,57;-0,028;0,24;24-11-2020;10:38:03
1;67;0,02;2,383;0,28;95,64;12,56;-0,028;0,28;24-11-2020;10:38:05
1;68;0,02;2,375;0,19;95,64;12,57;-0,029;0,25;24-11-2020;10:38:07
1;69;0,01;2,376;0,21;95,57;12,56;-0,037;0,25;24-11-2020;10:38:09
1;70;0,02;2,373;0,22;95,51;12,55;-0,028;0,27;24-11-2020;10:38:11
1;71;0,02;2,38;0,2;95,51;12,55;-0,028;0,25;24-11-2020;10:38:13
1;72;0,01;2,383;0,22;95,46;12,54;-0,036;0,28;24-11-2020;10:38:15
1;73;0,01;2,385;0,22;95,46;12,54;-0,036;0,25;24-11-2020;10:38:17
1;74;0,01;2,388;0,21;95,43;12,53;-0,036;0,25;24-11-2020;10:38:19
1;75;0,02;2,387;0,2;95,41;12,53;-0,028;0,25;24-11-2020;10:38:21
1;76;0,02;2,391;0,19;95,39;12,53;-0,028;0,27;24-11-2020;10:38:23
1;77;0,02;2,381;0,21;95,31;12,52;-0,028;0,27;24-11-2020;10:38:25
1;78;0,02;2,373;0,21;95,34;12,53;-0,028;0,27;24-11-2020;10:38:27
1;79;0,02;2,377;0,22;95,36;12,53;-0,028;0,28;24-11-2020;10:38:29
1;80;0,02;2,377;0,21;95,29;12,52;-0,028;0,29;24-11-2020;10:38:31
1;81;0,02;2,395;0,21;95,35;12,52;-0,028;0,27;24-11-2020;10:38:33
1;82;0,03;2,391;0,21;95,29;12,51;-0,019;0,35;24-11-2020;10:38:35
1;83;0,02;2,403;0,23;95,27;12,51;-0,025;0,9;24-11-2020;10:38:37
1;84;0,02;2,403;0,22;95,28;12,51;-0,022;1,4;24-11-2020;10:38:39
1;85;0,03;2,404;0,2;95,23;12,5;-0,012;1,7;24-11-2020;10:38:41
1;86;0,02;2,409;0,21;95,26;12,5;-0,018;2,14;24-11-2020;10:38:43
1;87;0,01;2,419;0,2;95,27;12,5;-0,024;2,55;24-11-2020;10:38:45
1;88;0,02;2,422;0,2;95,35;12,51;-0,013;3,2;24-11-2020;10:38:47
1;89;0,02;2,494;0,22;95,25;12,47;-0,008;3,75;24-11-2020;10:38:49
1;90;0,01;2,533;0,21;95,26;12,46;-0,012;4,35;24-11-2020;10:38:51
1;91;0,02;2,537;0,19;95,31;12,47;-0,001;4,98;24-11-2020;10:38:53
1;92;0,02;2,541;0,2;95,36;12,47;0,003;5,63;24-11-2020;10:38:55
1;93;0,01;2,599;0,23;95,3;12,45;-0,002;6,18;24-11-2020;10:38:57
1;94;0,02;2,637;0,21;95,32;12,43;0,011;6,82;24-11-2020;10:38:59
1;95;0,02;2,679;0,2;95,24;12,41;0,015;7,46;24-11-2020;10:39:01
1;96;0,02;2,686;0,19;95,29;12,41;0,018;8,06;24-11-2020;10:39:03
1;97;0,02;2,687;0,19;95,27;12,41;0,021;8,66;24-11-2020;10:39:05
1;98;0,01;2,689;0,2;95,23;12,41;0,016;9,29;24-11-2020;10:39:07
1;99;0,02;2,692;0,2;95,18;12,4;0,027;9,86;24-11-2020;10:39:09
1;100;0,02;2,691;0,2;95,12;12,39;0,031;10,71;24-11-2020;10:39:11
1;101;0,01;2,69;0,19;95,29;12,41;0,026;11,34;24-11-2020;10:39:13
1;102;0,02;2,693;0,2;95,34;12,42;0,037;11,96;24-11-2020;10:39:15
1;103;0,02;2,696;0,2;95,19;12,4;0,041;12,65;24-11-2020;10:39:17
1;104;0,02;2,698;0,19;95,11;12,39;0,044;13,27;24-11-2020;10:39:19
1;105;0,02;2,701;0,21;95,26;12,41;0,048;14,03;24-11-2020;10:39:21
1;106;0,02;2,701;0,21;95,17;12,39;0,051;14,73;24-11-2020;10:39:23
1;107;0,02;2,702;0,18;95,11;12,39;0,055;15,45;24-11-2020;10:39:25
1;108;0,02;2,714;0,2;95,2;12,39;0,058;16,06;24-11-2020;10:39:27
1;109;0,02;2,727;0,2;95,23;12,39;0,062;16,75;24-11-2020;10:39:29
1;110;0,02;2,736;0,2;95,15;12,38;0,066;17,54;24-11-2020;10:39:31
1;111;0,02;2,741;0,22;95,23;12,39;0,069;18,13;24-11-2020;10:39:33
1;112;0,01;2,746;0,2;95,17;12,38;0,065;18,82;24-11-2020;10:39:35
1;113;0,01;2,75;0,2;95,27;12,39;0,068;19,49;24-11-2020;10:39:37
1;114;0,02;2,761;0,2;95,17;12,37;0,08;20,25;24-11-2020;10:39:39
1;115;0,02;2,786;0,21;95,1;12,36;0,084;20,98;24-11-2020;10:39:41
1;116;0,02;2,796;0,2;95,13;12,36;0,087;21,48;24-11-2020;10:39:43
1;117;0,01;2,803;0,19;95,08;12,35;0,083;22,28;24-11-2020;10:39:45
1;118;0,01;2,808;0,2;95,11;12,35;0,086;22,96;24-11-2020;10:39:47
1;119;0,02;2,812;0,18;95,18;12,36;0,098;23,68;24-11-2020;10:39:49
1;120;0,02;2,816;0,19;95,1;12,35;0,102;24,41;24-11-2020;10:39:51
1;121;0,02;2,819;0,2;95,06;12,34;0,105;25,12;24-11-2020;10:39:53
1;122;0,01;2,823;0,19;95,06;12,34;0,101;25,83;24-11-2020;10:39:55
1;123;0,02;2,825;0,2;95,08;12,34;0,112;26,5;24-11-2020;10:39:57
1;124;0,02;2,826;0,23;95,02;12,33;0,116;27,16;24-11-2020;10:39:59
1;125;0,01;2,826;0,21;95,16;12,35;0,11;27,64;24-11-2020;10:40:01
1;126;0,02;2,827;0,21;95,09;12,34;0,122;28,4;24-11-2020;10:40:03
1;127;0,02;2,829;0,21;95,03;12,33;0,125;28,94;24-11-2020;10:40:05
1;128;0,01;2,835;0,2;95,03;12,33;0,12;29,62;24-11-2020;10:40:07
1;129;0,01;2,84;0,2;94,99;12,32;0,124;30,33;24-11-2020;10:40:09
1;130;0,02;2,843;0,2;94,94;12,32;0,135;30,95;24-11-2020;10:40:11
1;131;0,02;2,845;0,21;94,94;12,32;0,139;31,77;24-11-2020;10:40:13
1;132;0,01;2,846;0,2;94,92;12,31;0,135;32,49;24-11-2020;10:40:15
1;133;0,01;2,848;0,21;94,91;12,31;0,138;33,22;24-11-2020;10:40:17
1;134;0,01;2,85;0,19;94,88;12,31;0,142;33,97;24-11-2020;10:40:19
1;135;0,02;2,853;0,24;94,87;12,3;0,154;34,77;24-11-2020;10:40:21
1;136;0,02;2,857;0,21;94,92;12,31;0,158;35,56;24-11-2020;10:40:23
1;137;0,01;2,863;0,23;94,89;12,3;0,154;36,34;24-11-2020;10:40:25
1;138;0,02;2,87;0,2;94,89;12,3;0,166;37,15;24-11-2020;10:40:27
1;139;0,01;2,875;0,2;94,88;12,3;0,162;37,91;24-11-2020;10:40:29
1;140;0,01;2,879;0,2;94,88;12,3;0,166;38,73;24-11-2020;10:40:31
1;141;0,02;2,881;0,22;94,91;12,3;0,178;39,43;24-11-2020;10:40:33
1;142;0,02;2,883;0,19;94,81;12,29;0,182;40,18;24-11-2020;10:40:35
1;143;0,01;2,883;0,2;94,84;12,29;0,177;40,94;24-11-2020;10:40:37
1;144;0,02;2,885;0,19;94,83;12,29;0,189;41,73;24-11-2020;10:40:39
1;145;0,02;2,886;0,19;94,86;12,29;0,193;42,39;24-11-2020;10:40:41
1;146;0,01;2,889;0,19;94,85;12,29;0,189;43,18;24-11-2020;10:40:43
1;147;0,01;2,892;0,19;94,78;12,28;0,193;44;24-11-2020;10:40:45
1;148;0,01;2,892;0,2;94,8;12,28;0,197;44,79;24-11-2020;10:40:47
1;149;0,02;2,893;0,2;94,79;12,28;0,208;45,47;24-11-2020;10:40:49
1;150;0,02;2,897;0,2;94,82;12,28;0,212;46,25;24-11-2020;10:40:51
1;151;0,01;2,898;0,21;94,8;12,28;0,207;46,89;24-11-2020;10:40:53
1;152;0,02;2,899;0,22;94,75;12,27;0,219;47,63;24-11-2020;10:40:55
1;153;0,02;2,9;0,23;94,74;12,27;0,222;48,25;24-11-2020;10:40:57
1;154;0,01;2,902;0,19;94,81;12,28;0,217;48,81;24-11-2020;10:40:59
1;155;0,01;2,904;0,21;94,79;12,28;0,22;49,45;24-11-2020;10:41:01
1;156;0,01;2,903;0,23;94,78;12,28;0,223;50,12;24-11-2020;10:41:03
1;157;0,02;2,905;0,2;94,74;12,27;0,235;50,77;24-11-2020;10:41:05
1;158;0,01;2,905;0,19;94,72;12,27;0,23;51,47;24-11-2020;10:41:07
1;159;0,03;2,906;0,2;94,72;12,27;0,25;52,16;24-11-2020;10:41:09
1;160;0,02;2,905;0,23;94,7;12,26;0,245;52,78;24-11-2020;10:41:11
1;161;0,01;2,908;0,23;94,68;12,26;0,24;53,45;24-11-2020;10:41:13
1;162;0,01;2,907;0,22;94,67;12,26;0,243;54,13;24-11-2020;10:41:15
1;163;0,02;2,908;0,26;94,68;12,26;0,254;54,72;24-11-2020;10:41:17
1;164;0,02;2,909;0,21;94,68;12,26;0,258;55,34;24-11-2020;10:41:19
1;165;0,02;2,91;0,21;94,71;12,26;0,261;55,95;24-11-2020;10:41:21
1;166;0,01;2,911;0,17;94,71;12,26;0,254;56,26;24-11-2020;10:41:23
1;167;0,02;2,911;0,24;94,72;12,27;0,262;56,21;24-11-2020;10:41:25
1;168;0,02;2,91;0,21;94,69;12,26;0,26;55,89;24-11-2020;10:41:27
1;169;0,02;2,911;0,2;94,69;12,26;0,258;55,4;24-11-2020;10:41:29
1;170;0,01;2,912;0,5;94,65;12,26;0,25;55,36;24-11-2020;10:41:31
1;171;0,02;2,911;0,2;94,68;12,26;0,258;55,37;24-11-2020;10:41:33
1;172;0,01;2,91;0,21;94,75;12,27;0,25;55,36;24-11-2020;10:41:35
1;173;0,01;2,913;0,22;94,72;12,27;0,25;55,37;24-11-2020;10:41:37
1;174;0,02;2,912;0,21;94,76;12,27;0,257;55,31;24-11-2020;10:41:39
1;175;0,02;2,911;0,22;94,86;12,28;0,257;55,29;24-11-2020;10:41:41
1;176;0,03;2,912;0,21;94,81;12,28;0,266;55,31;24-11-2020;10:41:43
1;177;0,02;2,912;0,2;94,67;12,26;0,257;55,3;24-11-2020;10:41:45
1;178;0,01;2,911;0,25;94,68;12,26;0,249;55,3;24-11-2020;10:41:47
1;179;0,02;2,912;0,22;94,67;12,26;0,258;55,34;24-11-2020;10:41:49
1;180;0,03;2,912;0,22;94,64;12,25;0,266;55,32;24-11-2020;10:41:51
1;181;0,02;2,91;0,23;94,67;12,26;0,257;55,19;24-11-2020;10:41:53
1;182;0,02;2,907;0,22;94,65;12,26;0,252;54,28;24-11-2020;10:41:55
1;183;0,02;2,907;0,23;94,66;12,26;0,248;53,48;24-11-2020;10:41:57
1;184;0,03;2,906;0,2;94,68;12,26;0,252;52,71;24-11-2020;10:41:59
1;185;0,02;2,904;0,23;94,68;12,26;0,241;51,97;24-11-2020;10:42:01
1;186;0,04;2,905;0,25;94,59;12,25;0,254;51,29;24-11-2020;10:42:03
1;187;0,03;2,903;0,2;94,58;12,25;0,242;50,58;24-11-2020;10:42:05
1;188;0,03;2,9;0,23;94,62;12,26;0,238;49,84;24-11-2020;10:42:07
1;189;0,05;2,897;0,2;94,64;12,26;0,25;48,98;24-11-2020;10:42:09
1;190;0,04;2,895;0,22;94,6;12,25;0,237;48,09;24-11-2020;10:42:11
1;191;0,03;2,894;0,2;94,58;12,25;0,226;47,35;24-11-2020;10:42:13
1;192;0,04;2,894;0,19;94,54;12,25;0,23;46,6;24-11-2020;10:42:15
1;193;0,05;2,893;0,24;94,62;12,26;0,234;45,82;24-11-2020;10:42:17
1;194;0,04;2,89;0,23;94,56;12,25;0,222;44,97;24-11-2020;10:42:19
1;195;0,05;2,886;0,22;94,62;12,26;0,226;44,13;24-11-2020;10:42:21
1;196;0,05;2,883;0,21;94,63;12,26;0,222;43,39;24-11-2020;10:42:23
1;197;0,05;2,882;0,23;94,59;12,26;0,218;42,65;24-11-2020;10:42:25
1;198;0,06;2,88;0,24;94,58;12,25;0,223;42;24-11-2020;10:42:27
1;199;0,04;2,879;0,24;94,55;12,25;0,203;41,2;24-11-2020;10:42:29
1;200;0,05;2,876;0,28;94,6;12,26;0,207;40,49;24-11-2020;10:42:31
1;201;0,05;2,875;0,25;94,57;12,26;0,204;39,73;24-11-2020;10:42:33
1;202;0,04;2,873;0,2;94,54;12,25;0,192;38,96;24-11-2020;10:42:35
1;203;0,05;2,868;0,22;94,53;12,25;0,195;38,1;24-11-2020;10:42:37
1;204;0,05;2,865;0,22;94,53;12,25;0,192;37,39;24-11-2020;10:42:39
1;205;0,05;2,862;0,2;94,61;12,26;0,188;36,64;24-11-2020;10:42:41
1;206;0,06;2,859;0,24;94,53;12,25;0,193;35,97;24-11-2020;10:42:43
1;207;0,06;2,856;0,27;94,6;12,26;0,189;35,24;24-11-2020;10:42:45
1;208;0,05;2,856;0,19;94,53;12,26;0,177;34,41;24-11-2020;10:42:47
1;209;0,04;2,853;0,28;94,54;12,26;0,165;33,7;24-11-2020;10:42:49
1;210;0,05;2,85;0,34;94,51;12,26;0,169;32,91;24-11-2020;10:42:51
1;211;0,06;2,848;0,21;94,5;12,25;0,173;32,09;24-11-2020;10:42:53
1;212;0,05;2,845;0,22;94,55;12,26;0,161;31,33;24-11-2020;10:42:55
1;213;0,06;2,843;0,23;94,54;12,26;0,165;30,54;24-11-2020;10:42:57
1;214;0,06;2,841;0,2;94,54;12,26;0,162;29,85;24-11-2020;10:42:59
1;215;0,05;2,836;0,22;94,48;12,26;0,15;29,09;24-11-2020;10:43:01
1;216;0,05;2,828;0,23;94,51;12,26;0,146;28,39;24-11-2020;10:43:03
1;217;0,05;2,824;0,22;94,55;12,27;0,143;27,74;24-11-2020;10:43:05
1;218;0,05;2,822;0,21;94,51;12,26;0,14;27,17;24-11-2020;10:43:07
1;219;0,06;2,82;0,27;94,49;12,26;0,144;26,37;24-11-2020;10:43:09
1;220;0,05;2,819;0,19;94,49;12,26;0,132;25,54;24-11-2020;10:43:11
1;221;0,04;2,818;0,25;94,5;12,27;0,12;24,77;24-11-2020;10:43:13
1;222;0,05;2,818;0,21;94,47;12,26;0,124;23,92;24-11-2020;10:43:15
1;223;0,04;2,817;0,21;94,51;12,27;0,112;23,13;24-11-2020;10:43:17
1;224;0,04;2,814;0,25;94,52;12,27;0,108;22,38;24-11-2020;10:43:19
1;225;0,03;2,812;0,19;94,46;12,26;0,096;21,62;24-11-2020;10:43:21
1;226;0,04;2,801;0,23;94,46;12,27;0,1;20,88;24-11-2020;10:43:23
1;227;0,04;2,78;0,19;94,47;12,27;0,096;20,2;24-11-2020;10:43:25
1;228;0,03;2,762;0,21;94,47;12,28;0,084;19,47;24-11-2020;10:43:27
1;229;0,03;2,757;0,19;94,41;12,28;0,08;18,64;24-11-2020;10:43:29
1;230;0,04;2,756;0,2;94,39;12,27;0,084;17,81;24-11-2020;10:43:31
1;231;0,04;2,755;0,23;94,38;12,27;0,079;16,88;24-11-2020;10:43:33
1;232;0,03;2,749;0,25;94,4;12,28;0,067;16,03;24-11-2020;10:43:35
1;233;0,04;2,722;0,22;94,38;12,28;0,07;15,12;24-11-2020;10:43:37
1;234;0,03;2,706;0,21;94,32;12,28;0,057;14,23;24-11-2020;10:43:39
1;235;0,04;2,701;0,2;94,33;12,28;0,061;13,35;24-11-2020;10:43:41
1;236;0,03;2,699;0,27;94,34;12,29;0,049;12,6;24-11-2020;10:43:43
1;237;0,04;2,698;0,21;94,32;12,28;0,053;11,84;24-11-2020;10:43:45
1;238;0,04;2,694;0,21;94,28;12,28;0,049;11,03;24-11-2020;10:43:47
1;239;0,04;2,693;0,2;94,33;12,29;0,046;10,33;24-11-2020;10:43:49
1;240;0,03;2,692;0,23;94,31;12,28;0,034;9,63;24-11-2020;10:43:51
1;241;0,02;2,689;0,24;94,33;12,29;0,022;8,87;24-11-2020;10:43:53
1;242;0,02;2,687;0,25;94,29;12,28;0,018;8,1;24-11-2020;10:43:55
1;243;0,04;2,682;0,23;94,32;12,29;0,03;7,25;24-11-2020;10:43:57
1;244;0,02;2,68;0,22;94,35;12,29;0,01;6,54;24-11-2020;10:43:59
1;245;0,03;2,636;0,19;94,34;12,31;0,013;5,76;24-11-2020;10:44:01
1;246;0,03;2,579;0,21;94,24;12,31;0,008;5;24-11-2020;10:44:03
1;247;0,04;2,455;0,23;94,26;12,36;0,01;4,25;24-11-2020;10:44:05
1;248;0,04;2,418;0,2;94,12;12,35;0,005;3,43;24-11-2020;10:44:07
1;249;0,02;2,412;0,25;94,12;12,35;-0,015;2,7;24-11-2020;10:44:09
1;250;0,03;2,381;0,23;94,16;12,37;-0,012;1,95;24-11-2020;10:44:11
1;251;0,02;2,383;0,19;94,17;12,37;-0,024;1,15;24-11-2020;10:44:13
1;252;0,03;2,383;0,24;94,11;12,36;-0,02;0,35;24-11-2020;10:44:15
1;253;0,02;2,382;0,2;94,17;12,37;-0,029;0,03;24-11-2020;10:44:17
1;254;0,02;2,362;0,19;94,22;12,38;-0,03;0;24-11-2020;10:44:19
1;255;0,05;2,315;0,21;94,19;12,39;-0,007;0;24-11-2020;10:44:21
1;256;0,02;2,213;0,21;94,15;12,42;-0,034;0;24-11-2020;10:44:23
1;257;0,03;2,004;0,23;94,12;12,49;-0,033;0;24-11-2020;10:44:25
1;258;0,04;1,751;0,22;94,12;12,58;-0,033;0;24-11-2020;10:44:27
1;259;0,06;1,514;0,24;94,14;12,66;-0,026;0;24-11-2020;10:44:29
1;260;0,04;1,301;0,19;94,16;12,74;-0,051;0;24-11-2020;10:44:31
1;261;0,02;0,886;0,2;94,16;12,89;-0,088;0;24-11-2020;10:44:33
1;262;0,04;0,425;0,23;94,13;13,05;-0,097;0;24-11-2020;10:44:35
1;263;0,05;0,26;0,23;94,07;13,1;-0,099;0;24-11-2020;10:44:37
1;264;0,05;0,42;1,12;94,14;13,05;-0,089;0;24-11-2020;10:44:39
1;265;0,06;0,259;0,03;94,25;13,12;-0,091;0;24-11-2020;10:44:41
1;266;0,05;-0,019;0,04;94,38;13,25;-0,118;0;24-11-2020;10:44:43
1;267;0,07;-0,285;0,03;96,37;13,63;-0,12;0;24-11-2020;10:44:45
1;268;0,07;-0,415;0,03;96,71;13,73;-0,129;0;24-11-2020;10:44:47
1;269;0,05;-0,5;0,04;97,17;13,83;-0,152;0;24-11-2020;10:44:49
1;270;0,06;-0,536;0,06;97,33;13,86;-0,147;0;24-11-2020;10:44:51
1;271;0,06;-0,57;2,49;98,55;14,05;-0,15;0;24-11-2020;10:44:53
1;272;0,06;-0,612;0,09;99,14;14,15;-0,153;0;24-11-2020;10:44:55
1;273;0,06;-0,672;0,05;99,32;14,2;-0,158;0;24-11-2020;10:44:57
1;274;0,06;-0,694;0,1;99,25;14,2;-0,159;0;24-11-2020;10:44:59
1;275;0,05;-0,697;0,04;99,03;14,17;-0,168;0;24-11-2020;10:45:01
1;276;0,06;-0,668;0,1;98,53;14,09;-0,157;0;24-11-2020;10:45:03
1;277;0,06;-0,663;0,03;98,18;14,04;-0,157;0;24-11-2020;10:45:05
1;278;0,06;-0,696;0,04;98,47;14,09;-0,16;0;24-11-2020;10:45:07
1;279;0,06;-0,745;0,04;97,84;14,02;-0,164;0;24-11-2020;10:45:09
