From file: CTD 1350 200521;Instrument no.:;1350;;;;;;;;;;
Ser;Interval (sec);Integration;Air pressure;Salinity;Chart Datum (dbar);;;;;;;
;;;;;;;;;;;;
1;2;;992,86;;;;;;;;;
Ser;Meas;Sal.;Cond.;Temp;F (?g/l);OpOx %;Opmg/l;Density;S. vel.;Press;Date;Time
1;291;0;0;0,6;0,38;96,49;13,59;-0,075;1405,53;8,83;19-5-2021;09:15:42
1;292;0;0;0,602;0,34;96,4;13,58;-0,078;1405,53;8,25;19-5-2021;09:15:44
1;293;0;0;0,604;0,31;96,51;13,59;-0,08;1405,53;7,89;19-5-2021;09:15:46
1;294;0;0;0,604;0,3;96,49;13,59;-0,082;1405,52;7,34;19-5-2021;09:15:48
1;295;0;0;0,605;0,3;96,41;13,58;-0,085;1405,52;6,83;19-5-2021;09:15:50
1;296;0;0;0,605;0,26;96,53;13,59;-0,088;1405,51;6,18;19-5-2021;09:15:52
1;297;0;0;0,605;0,23;96,42;13,58;-0,092;1405,5;5,49;19-5-2021;09:15:54
1;298;0;0;0,604;0,2;96,44;13,58;-0,096;1405,48;4,66;19-5-2021;09:15:56
1;299;0;0;0,605;0,2;96,51;13,59;-0,1;1405,48;3,97;19-5-2021;09:15:58
1;300;0;0;0,607;0,2;96,4;13,58;-0,103;1405,47;3,28;19-5-2021;09:16:00
1;301;0;0;0,606;0,19;96,47;13,59;-0,106;1405,46;2,62;19-5-2021;09:16:02
1;302;0;0;0,607;0,19;96,47;13,58;-0,109;1405,45;1,98;19-5-2021;09:16:04
1;303;0;0;0,606;0,19;96,45;13,58;-0,113;1405,44;1,29;19-5-2021;09:16:06
1;304;0;0;0,609;0,19;96,46;13,58;-0,115;1405,45;0,9;19-5-2021;09:16:08
1;305;0;0;0,612;0,2;96,47;13,58;-0,117;1405,46;0,53;19-5-2021;09:16:10
1;306;0;0;0,614;0,18;96,45;13,58;-0,117;1405,46;0,39;19-5-2021;09:16:12
1;307;0;0;0,521;2,49;96,38;13,61;-0,124;1405;0;19-5-2021;09:16:14
1;308;0;0;0,553;2,49;95,53;13,47;-0,123;1405,16;0;19-5-2021;09:16:16
1;309;0;0;0,68;1,71;91,19;12,82;-0,115;1405,79;0;19-5-2021;09:16:18
1;310;0;0;0,827;2,49;91,24;12,77;-0,107;1406,51;0;19-5-2021;09:16:20
1;311;0;0;0,965;3,21;83,12;11,59;-0,1;1407,2;0;19-5-2021;09:16:22
1;312;0;0;1,103;0,03;24,88;3,46;-0,093;1407,87;0;19-5-2021;09:16:24
1;313;0;0;1,24;7,49;92,47;12,79;-0,087;1408,55;0;19-5-2021;09:16:26
1;314;0;0;1,34;7,49;93,23;12,86;-0,082;1409,03;0;19-5-2021;09:16:28
1;315;0;0;1,431;7,49;95,77;13,18;-0,079;1409,48;0;19-5-2021;09:16:30
1;316;0;0;1,52;0,21;94,73;13,01;-0,075;1409,91;0;19-5-2021;09:16:32
1;317;0;0;1,641;0,51;94,08;12,87;-0,07;1410,5;0;19-5-2021;09:16:34
1;318;0;0;1,794;0,03;93,58;12,75;-0,064;1411,24;0;19-5-2021;09:16:36
1;319;0;0;1,935;5,92;93,47;12,69;-0,059;1411,92;0;19-5-2021;09:16:38
1;320;0;0;2,078;0,03;93,5;12,64;-0,055;1412,61;0;19-5-2021;09:16:40
1;321;0;0;2,181;0,04;93,46;12,6;-0,051;1413,1;0;19-5-2021;09:16:42
1;322;0;0;2,288;0,5;93,53;12,57;-0,048;1413,61;0;19-5-2021;09:16:44
1;323;0;0;2,38;0,07;93,53;12,54;-0,046;1414,05;0;19-5-2021;09:16:46
1;324;0;0;2,464;0,81;93,67;12,53;-0,044;1414,45;0;19-5-2021;09:16:48
1;325;0;0;2,539;2,04;93,71;12,51;-0,042;1414,81;0;19-5-2021;09:16:50
1;326;0;0;2,605;0,86;93,87;12,51;-0,04;1415,12;0;19-5-2021;09:16:52
