From file: CTD 1350 080221;Instrument no.:;1350;;;;;;;;
Ser;Interval (sec);Integration;Air pressure;Salinity;Chart Datum (dbar);;;;;
1;2;;1016,56;P61764;;;;;;
2;2;;999,59;P61688;;;;;;
Ser;Meas;Cond.;Temp;F (?g/l);OpOx %;Opmg/l;Density;Press;Date;Time
1;354;31,555;3,594;0,02;93,52;9,86;27,527;72,15;1-2-2021;09:27:11
1;355;31,56;3,594;0,02;93,53;9,86;27,529;71,41;1-2-2021;09:27:13
1;356;31,557;3,594;0,02;93,5;9,86;27,521;70,24;1-2-2021;09:27:15
1;357;31,557;3,594;0,02;93,54;9,87;27,517;69,13;1-2-2021;09:27:17
1;358;31,56;3,596;0,02;93,56;9,87;27,515;68,6;1-2-2021;09:27:19
1;359;31,56;3,597;0,02;93,52;9,86;27,512;67,95;1-2-2021;09:27:21
1;360;31,562;3,6;0,02;93,53;9,86;27,505;66,68;1-2-2021;09:27:23
1;361;31,569;3,603;0,02;93,58;9,87;27,508;66,34;1-2-2021;09:27:25
1;362;31,564;3,604;0,02;93,54;9,86;27,5;65,78;1-2-2021;09:27:27
1;363;31,565;3,607;0,02;93,53;9,86;27,492;64,41;1-2-2021;09:27:29
1;364;31,564;3,609;0,02;93,5;9,86;27,486;63,63;1-2-2021;09:27:31
1;365;31,571;3,614;0,02;93,56;9,86;27,485;62,95;1-2-2021;09:27:33
1;366;31,571;3,613;0,02;93,5;9,86;27,483;62,32;1-2-2021;09:27:35
1;367;31,571;3,615;0,02;93,45;9,85;27,478;61,51;1-2-2021;09:27:37
1;368;31,569;3,615;0,02;93,5;9,86;27,473;60,67;1-2-2021;09:27:39
1;369;31,575;3,616;0,02;93,47;9,85;27,476;60,29;1-2-2021;09:27:41
1;370;31,574;3,616;0,02;93,55;9,86;27,472;59,66;1-2-2021;09:27:43
1;371;31,582;3,623;0,02;93,47;9,85;27,469;58,68;1-2-2021;09:27:45
1;372;31,587;3,645;0,02;93,49;9,85;27,451;58,05;1-2-2021;09:27:47
1;373;31,607;3,662;0,02;93,46;9,84;27,451;57,33;1-2-2021;09:27:49
1;374;31,613;3,671;0,02;93,44;9,84;27,446;56,82;1-2-2021;09:27:51
1;375;31,637;3,688;0,02;93,35;9,82;27,452;56,5;1-2-2021;09:27:53
1;376;31,643;3,695;0,02;93,38;9,82;27,445;55,26;1-2-2021;09:27:55
1;377;31,645;3,695;0,02;93,34;9,82;27,444;54,5;1-2-2021;09:27:57
1;378;31,642;3,698;0,02;93,37;9,82;27,436;53,81;1-2-2021;09:27:59
1;379;31,643;3,703;0,02;93,39;9,82;27,428;52,95;1-2-2021;09:28:01
1;380;31,65;3,707;0,02;93,33;9,82;27,43;52,66;1-2-2021;09:28:03
1;381;31,658;3,724;0,02;93,35;9,82;27,418;51,76;1-2-2021;09:28:05
1;382;31,666;3,714;0,02;93,41;9,82;27,43;50,75;1-2-2021;09:28:07
1;383;31,616;3,717;0,02;93,41;9,83;27,377;50,1;1-2-2021;09:28:09
1;384;31,705;3,758;0,02;93,42;9,81;27,42;49,31;1-2-2021;09:28:11
1;385;31,734;3,801;0,02;93,39;9,8;27,405;48,69;1-2-2021;09:28:13
1;386;31,784;3,862;0,02;93,42;9,79;27,391;47,73;1-2-2021;09:28:15
1;387;31,811;3,881;0,02;93,35;9,78;27,395;46,84;1-2-2021;09:28:17
1;388;31,871;3,96;0,02;93,33;9,76;27,374;45,81;1-2-2021;09:28:19
1;389;31,897;3,972;0,02;93,25;9,74;27,385;45,37;1-2-2021;09:28:21
1;390;31,897;3,966;0,02;93,23;9,74;27,391;45,33;1-2-2021;09:28:23
1;391;31,947;4,053;0,02;93,2;9,72;27,352;44,09;1-2-2021;09:28:25
1;392;31,984;4,064;0,02;93,02;9,7;27,373;43,45;1-2-2021;09:28:27
1;393;31,982;4,069;0,02;93,03;9,7;27,366;43,16;1-2-2021;09:28:29
1;394;32,034;4,107;0,02;92,87;9,67;27,376;42,38;1-2-2021;09:28:31
1;395;32,065;4,147;0,02;92,86;9,66;27,366;42;1-2-2021;09:28:33
1;396;32,097;4,184;0,02;92,76;9,64;27,359;41,33;1-2-2021;09:28:35
1;397;32,195;4,3;0,02;92,72;9,61;27,338;40,28;1-2-2021;09:28:37
1;398;32,23;4,32;0,02;92,42;9,57;27,35;39,96;1-2-2021;09:28:39
1;399;32,231;4,323;0,02;92,26;9,56;27,347;39,66;1-2-2021;09:28:41
1;400;32,243;4,323;0,02;92,31;9,56;27,356;39,11;1-2-2021;09:28:43
1;401;32,221;4,237;0,02;92,26;9,57;27,413;38,28;1-2-2021;09:28:45
1;402;32,087;4,166;0,02;92,41;9,61;27,352;37,96;1-2-2021;09:28:47
1;403;32,053;4,153;0,02;92,56;9,63;27,329;37,27;1-2-2021;09:28:49
1;404;31,97;4,036;0,02;92,64;9,66;27,357;36,44;1-2-2021;09:28:51
1;405;31,964;4,022;0,02;92,91;9,69;27,364;36,29;1-2-2021;09:28:53
1;406;31,892;3,956;0,02;92,97;9,72;27,355;35,67;1-2-2021;09:28:55
1;407;31,815;3,936;0,02;93,09;9,74;27,297;34,75;1-2-2021;09:28:57
1;408;31,844;3,956;0,02;93,17;9,74;27,303;34,09;1-2-2021;09:28:59
1;409;31,855;3,949;0,02;93,21;9,75;27,319;33,95;1-2-2021;09:29:01
1;410;31,831;3,932;0,02;93,22;9,75;27,31;33,53;1-2-2021;09:29:03
1;411;31,816;3,921;0,02;93,22;9,75;27,302;32,58;1-2-2021;09:29:05
1;412;31,826;3,917;0,02;93,28;9,76;27,312;31,64;1-2-2021;09:29:07
1;413;31,791;3,897;0,02;93,23;9,76;27,297;31,51;1-2-2021;09:29:09
1;414;31,821;3,926;0,02;93,19;9,75;27,296;31,14;1-2-2021;09:29:11
1;415;31,81;3,915;0,02;93,2;9,75;27,291;29,91;1-2-2021;09:29:13
1;416;31,806;3,912;0,02;93,1;9,74;27,287;29,15;1-2-2021;09:29:15
1;417;31,805;3,899;0,02;93,05;9,74;27,298;29,05;1-2-2021;09:29:17
1;418;31,774;3,888;0,02;93,08;9,75;27,276;28,51;1-2-2021;09:29:19
1;419;31,771;3,891;0,02;93,07;9,75;27,268;27,94;1-2-2021;09:29:21
1;420;31,755;3,862;0,02;93,01;9,75;27,274;26,59;1-2-2021;09:29:23
1;421;31,757;3,863;0,02;92,93;9,74;27,273;25,99;1-2-2021;09:29:25
1;422;31,758;3,865;0,02;92,91;9,74;27,275;26,68;1-2-2021;09:29:27
1;423;31,755;3,864;0,02;92,9;9,74;27,271;26,31;1-2-2021;09:29:29
1;424;31,755;3,865;0,02;92,98;9,74;27,263;24,54;1-2-2021;09:29:31
1;425;31,756;3,865;0,02;92,86;9,73;27,259;23,44;1-2-2021;09:29:33
1;426;31,756;3,865;0,02;92,81;9,73;27,261;23,78;1-2-2021;09:29:35
1;427;31,756;3,865;0,03;92,88;9,73;27,261;23,81;1-2-2021;09:29:37
1;428;31,755;3,863;0,02;92,89;9,73;27,258;22,88;1-2-2021;09:29:39
1;429;31,752;3,863;0,03;92,86;9,73;27,249;21,51;1-2-2021;09:29:41
1;430;31,751;3,862;0,03;92,87;9,73;27,246;20,69;1-2-2021;09:29:43
1;431;31,737;3,849;0,03;92,9;9,74;27,244;20,49;1-2-2021;09:29:45
1;432;31,741;3,854;0,02;92,83;9,73;27,243;20,53;1-2-2021;09:29:47
1;433;31,741;3,855;0,02;92,89;9,74;27,237;19,34;1-2-2021;09:29:49
1;434;31,736;3,854;0,02;92,85;9,73;27,228;18,01;1-2-2021;09:29:51
1;435;31,736;3,852;0,02;92,93;9,74;27,228;17,78;1-2-2021;09:29:53
1;436;31,74;3,841;0,02;92,85;9,73;27,241;17,35;1-2-2021;09:29:55
1;437;31,704;3,819;0,02;92,87;9,74;27,224;16,62;1-2-2021;09:29:57
1;438;31,695;3,81;0,02;92,89;9,75;27,22;15,69;1-2-2021;09:29:59
1;439;31,688;3,804;0,02;92,98;9,76;27,216;15;1-2-2021;09:30:01
1;440;31,666;3,784;0,03;92,92;9,76;27,211;14,39;1-2-2021;09:30:03
1;441;31,707;3,811;0,02;92,9;9,75;27,223;13,88;1-2-2021;09:30:05
1;442;31,703;3,801;0,03;92,87;9,75;27,225;13,21;1-2-2021;09:30:07
1;443;31,598;3,721;0,03;92,91;9,77;27,196;12,33;1-2-2021;09:30:09
1;444;31,591;3,712;0,03;92,9;9,77;27,195;11,53;1-2-2021;09:30:11
1;445;31,609;3,723;0,03;92,97;9,78;27,2;11,02;1-2-2021;09:30:13
1;446;31,624;3,727;0,03;92,92;9,77;27,206;10,14;1-2-2021;09:30:15
1;447;31,612;3,734;0,03;92,92;9,77;27,185;9,26;1-2-2021;09:30:17
1;448;31,634;3,73;0,02;92,89;9,77;27,208;8,88;1-2-2021;09:30:19
1;449;31,607;3,727;0,02;92,98;9,78;27,181;8,06;1-2-2021;09:30:21
1;450;31,606;3,716;0,02;92,98;9,78;27,186;7,04;1-2-2021;09:30:23
1;451;31,581;3,695;0,02;92,88;9,77;27,177;5,79;1-2-2021;09:30:25
1;452;31,569;3,685;0,02;92,97;9,79;27,173;5,49;1-2-2021;09:30:27
1;453;31,574;3,689;0,02;92,97;9,79;27,172;4,86;1-2-2021;09:30:29
1;454;31,569;3,687;0,02;92,95;9,78;27,165;3,96;1-2-2021;09:30:31
1;455;31,548;3,671;0,02;92,94;9,79;27,156;2,92;1-2-2021;09:30:33
1;456;31,543;3,662;0,02;92,87;9,78;27,155;1,95;1-2-2021;09:30:35
1;457;31,56;3,673;0,02;92,95;9,79;27,158;1,32;1-2-2021;09:30:37
1;458;31,545;3,66;0,02;92,96;9,79;27,153;0,65;1-2-2021;09:30:39
1;459;31,547;3,647;0,03;92,95;9,79;27,165;0;1-2-2021;09:30:41
1;460;31,498;3,598;0,02;92,9;9,8;27,164;0;1-2-2021;09:30:43
1;461;31,542;3,642;0,03;92,99;9,8;27,165;0;1-2-2021;09:30:45
1;462;0;2,559;0,03;92,32;12,62;-0,041;0;1-2-2021;09:30:47
1;463;0;1,833;0,03;92,98;12,96;-0,063;0;1-2-2021;09:30:49
1;464;0;1,311;0,02;95,41;13,49;-0,084;0;1-2-2021;09:30:51
1;465;0;0,344;0,03;95,81;13,92;-0,135;0;1-2-2021;09:30:53
1;466;0;-0,116;0,03;94,55;13,92;-0,165;0;1-2-2021;09:30:55
1;467;0;-0,277;0,03;94,65;13,99;-0,177;0;1-2-2021;09:30:57
1;468;0;-0,427;0,03;94,43;14,02;-0,188;0;1-2-2021;09:30:59
1;469;0;-0,573;0,1;93,82;13,99;-0,199;0;1-2-2021;09:31:01
1;470;0;-0,744;0,1;94,72;14,19;-0,213;0;1-2-2021;09:31:03
1;471;0,109;-0,418;0,09;95,41;14,15;-0,109;0;1-2-2021;09:31:05
2;472;0;8,073;0,03;100,06;11,67;-0,154;0;5-2-2021;14:37:02
2;473;0;7,948;0,03;100,07;11,71;-0,146;0;5-2-2021;14:37:04
2;474;0;7,917;0,03;100,05;11,71;-0,144;0;5-2-2021;14:37:06
2;475;0;7,883;0,03;100,09;11,73;-0,142;0;5-2-2021;14:37:08
2;476;0;7,864;0,03;100,06;11,73;-0,141;0;5-2-2021;14:37:10
2;477;0;7,871;0,03;100,11;11,73;-0,141;0;5-2-2021;14:37:12
2;478;0;7,855;0,03;100,08;11,73;-0,14;0;5-2-2021;14:37:14
2;479;0;7,834;0,03;100,11;11,74;-0,139;0;5-2-2021;14:37:16
2;480;0;7,809;0,03;100,1;11,75;-0,138;0;5-2-2021;14:37:18
2;481;0;7,78;0,03;100,13;11,76;-0,136;0;5-2-2021;14:37:20
2;482;0;7,752;0,03;100,17;11,77;-0,135;0;5-2-2021;14:37:22
2;483;0;7,726;0,03;100,15;11,78;-0,133;0;5-2-2021;14:37:24
2;484;0;7,773;0,03;100,17;11,77;-0,136;0;5-2-2021;14:37:26
2;485;0;7,873;0,03;100,24;11,75;-0,142;0;5-2-2021;14:37:28
2;486;0;7,89;0,03;100,47;11,77;-0,142;0,02;5-2-2021;14:37:30
2;487;0;7,865;0,03;100,24;11,75;-0,141;0;5-2-2021;14:37:32
2;488;0;7,837;0,03;100,14;11,75;-0,139;0;5-2-2021;14:37:34
2;489;0;7,807;0,03;100,09;11,75;-0,138;0;5-2-2021;14:37:36
2;490;0;7,774;0,03;100,13;11,76;-0,136;0;5-2-2021;14:37:38
2;491;0;7,741;0,03;100,07;11,77;-0,134;0;5-2-2021;14:37:40
2;492;0;7,706;0,03;100,1;11,78;-0,132;0;5-2-2021;14:37:42
2;493;0;7,671;0,03;100,08;11,79;-0,13;0;5-2-2021;14:37:44
2;494;0;7,637;0,03;100,16;11,81;-0,128;0;5-2-2021;14:37:46
2;495;0;7,602;0,03;100,12;11,81;-0,126;0;5-2-2021;14:37:48
2;496;0;7,568;0,03;100,15;11,82;-0,124;0;5-2-2021;14:37:50
2;497;0;7,535;0,03;100,16;11,84;-0,122;0;5-2-2021;14:37:52
2;498;0;7,501;0,03;100,19;11,85;-0,121;0;5-2-2021;14:37:54
2;499;0;7,469;0,03;100,15;11,85;-0,119;0;5-2-2021;14:37:56
2;500;0;7,436;0,03;100,19;11,87;-0,117;0;5-2-2021;14:37:58
2;501;0;7,403;0,03;100,2;11,88;-0,115;0;5-2-2021;14:38:00
2;502;0;7,372;0,03;100,22;11,89;-0,114;0;5-2-2021;14:38:02
2;503;0;7,341;0,03;100,2;11,9;-0,112;0;5-2-2021;14:38:04
2;504;0;7,31;0,03;100,22;11,91;-0,111;0;5-2-2021;14:38:06
2;505;0;7,28;0,03;100,19;11,91;-0,109;0;5-2-2021;14:38:08
2;506;0;7,251;0,03;100,2;11,92;-0,108;0;5-2-2021;14:38:10
2;507;0;7,223;0,03;100,27;11,94;-0,106;0;5-2-2021;14:38:12
2;508;0;7,194;0,03;100,3;11,95;-0,105;0;5-2-2021;14:38:14
2;509;0;7,167;0,03;100,25;11,95;-0,104;0;5-2-2021;14:38:16
2;510;0;7,141;0,03;100,28;11,97;-0,102;0;5-2-2021;14:38:18
2;511;0;7,115;0,03;100,3;11,98;-0,101;0;5-2-2021;14:38:20
2;512;0;7,089;0,03;100,21;11,97;-0,1;0;5-2-2021;14:38:22
2;513;0;7,063;0,03;100,26;11,99;-0,099;0;5-2-2021;14:38:24
2;514;0;7,039;0,03;100,26;11,99;-0,098;0;5-2-2021;14:38:26
2;515;0;7,015;0,03;100,24;12;-0,096;0;5-2-2021;14:38:28
2;516;0;6,992;0,03;100,25;12,01;-0,095;0;5-2-2021;14:38:30
2;517;0;6,968;0,03;100,26;12,02;-0,094;0;5-2-2021;14:38:32
2;518;0;6,947;0,03;100,29;12,03;-0,093;0;5-2-2021;14:38:34
2;519;0;6,926;0,03;100,25;12,03;-0,092;0;5-2-2021;14:38:36
2;520;0;6,904;0,03;100,29;12,04;-0,091;0;5-2-2021;14:38:38
2;521;0;6,884;0,03;100,26;12,04;-0,09;0;5-2-2021;14:38:40
2;522;0;6,865;0,03;100,29;12,05;-0,09;0;5-2-2021;14:38:42
2;523;0;6,845;0,03;100,28;12,05;-0,089;0;5-2-2021;14:38:44
2;524;0;6,826;0,03;100,27;12,06;-0,088;0;5-2-2021;14:38:46
2;525;0;6,807;0,03;100,33;12,07;-0,087;0;5-2-2021;14:38:48
2;526;0;6,789;0,03;100,32;12,08;-0,086;0;5-2-2021;14:38:50
2;527;0;6,773;0,03;100,29;12,08;-0,086;0,01;5-2-2021;14:38:52
2;528;0;6,756;0,03;100,39;12,09;-0,085;0;5-2-2021;14:38:54
2;529;0;6,739;0,03;100,34;12,09;-0,084;0;5-2-2021;14:38:56
2;530;0;6,723;0,03;100,33;12,1;-0,084;0;5-2-2021;14:38:58
2;531;0;6,707;0,03;100,33;12,1;-0,083;0;5-2-2021;14:39:00
2;532;0;6,692;0,03;100,36;12,11;-0,082;0;5-2-2021;14:39:02
2;533;0;6,677;0,03;100,35;12,11;-0,082;0;5-2-2021;14:39:04
2;534;0;6,662;0,03;100,31;12,11;-0,081;0;5-2-2021;14:39:06
2;535;0;6,649;0,03;100,33;12,12;-0,08;0;5-2-2021;14:39:08
2;536;0;6,636;0,03;100,27;12,12;-0,08;0;5-2-2021;14:39:10
2;537;0;6,622;0,03;100,38;12,13;-0,079;0;5-2-2021;14:39:12
2;538;0;6,609;0,03;100,31;12,13;-0,079;0;5-2-2021;14:39:14
2;539;0;6,596;0,03;100,34;12,14;-0,078;0;5-2-2021;14:39:16
2;540;0;6,585;0,03;100,28;12,13;-0,078;0;5-2-2021;14:39:18
2;541;0;6,571;0,03;100,36;12,15;-0,077;0;5-2-2021;14:39:20
2;542;0;6,561;0,03;100,37;12,15;-0,077;0,01;5-2-2021;14:39:22
2;543;0;6,549;0,03;100,32;12,15;-0,076;0;5-2-2021;14:39:24
2;544;0;6,538;0,03;100,32;12,15;-0,076;0;5-2-2021;14:39:26
2;545;0;6,528;0,03;100,39;12,16;-0,076;0;5-2-2021;14:39:28
2;546;0;6,517;0,03;100,34;12,16;-0,075;0;5-2-2021;14:39:30
2;547;0;6,508;0,03;100,39;12,17;-0,075;0,01;5-2-2021;14:39:32
2;548;0;6,497;0,03;100,38;12,17;-0,074;0;5-2-2021;14:39:34
2;549;0;6,488;0,03;100,3;12,17;-0,074;0;5-2-2021;14:39:36
2;550;0;6,479;0,03;100,36;12,18;-0,074;0,01;5-2-2021;14:39:38
2;551;0;6,47;0,03;100,35;12,18;-0,073;0;5-2-2021;14:39:40
2;552;0;6,46;0,03;100,34;12,18;-0,073;0;5-2-2021;14:39:42
2;553;0;6,452;0,03;100,4;12,19;-0,073;0,02;5-2-2021;14:39:44
2;554;0;6,444;0,03;100,35;12,18;-0,072;0;5-2-2021;14:39:46
2;555;0;6,435;0,03;100,35;12,19;-0,072;0,01;5-2-2021;14:39:48
2;556;0;6,428;0,03;100,35;12,19;-0,072;0;5-2-2021;14:39:50
2;557;0;6,42;0,03;100,34;12,19;-0,071;0;5-2-2021;14:39:52
2;558;0;6,413;0,03;100,37;12,2;-0,071;0;5-2-2021;14:39:54
2;559;0;6,406;0,03;100,35;12,2;-0,071;0;5-2-2021;14:39:56
2;560;0;6,397;0,03;100,42;12,21;-0,071;0;5-2-2021;14:39:58
2;561;0;6,391;0,03;100,38;12,2;-0,07;0;5-2-2021;14:40:00
2;562;0;6,384;0,03;100,31;12,2;-0,07;0,02;5-2-2021;14:40:02
2;563;0;6,378;0,03;100,43;12,21;-0,07;0;5-2-2021;14:40:04
2;564;0;6,371;0,03;100,32;12,2;-0,07;0;5-2-2021;14:40:06
2;565;0;6,364;0,03;100,38;12,21;-0,069;0;5-2-2021;14:40:08
2;566;0;6,359;0,03;100,34;12,21;-0,069;0,01;5-2-2021;14:40:10
2;567;0;6,353;0,03;100,33;12,21;-0,069;0,01;5-2-2021;14:40:12
2;568;0;6,347;0,03;100,33;12,21;-0,069;0;5-2-2021;14:40:14
2;569;0;6,341;0,03;100,38;12,22;-0,069;0;5-2-2021;14:40:16
2;570;0;6,336;0,03;100,39;12,22;-0,068;0;5-2-2021;14:40:18
2;571;0;6,33;0,03;100,34;12,22;-0,068;0;5-2-2021;14:40:20
2;572;0;6,326;0,03;100,33;12,22;-0,068;0;5-2-2021;14:40:22
2;573;0;6,32;0,03;100,34;12,22;-0,068;0,01;5-2-2021;14:40:24
2;574;0;6,315;0,03;100,39;12,23;-0,068;0;5-2-2021;14:40:26
2;575;0;6,31;0,03;100,4;12,23;-0,067;0,01;5-2-2021;14:40:28
2;576;0;6,306;0,03;100,43;12,24;-0,067;0;5-2-2021;14:40:30
2;577;0;6,301;0,03;100,38;12,23;-0,067;0;5-2-2021;14:40:32
2;578;0;6,296;0,03;100,36;12,23;-0,067;0;5-2-2021;14:40:34
2;579;0;6,291;0,03;100,36;12,23;-0,067;0;5-2-2021;14:40:36
2;580;0;6,286;0,03;100,37;12,24;-0,067;0;5-2-2021;14:40:38
2;581;0;6,282;0,03;100,31;12,23;-0,066;0;5-2-2021;14:40:40
2;582;0;6,278;0,03;100,35;12,24;-0,066;0,03;5-2-2021;14:40:42
2;583;0;6,273;0,03;100,38;12,24;-0,066;0,03;5-2-2021;14:40:44
2;584;0;6,272;0,03;100,35;12,24;-0,066;0,03;5-2-2021;14:40:46
2;585;0;6,267;0,03;100,33;12,24;-0,066;0;5-2-2021;14:40:48
2;586;0;6,264;0,03;100,39;12,25;-0,066;0;5-2-2021;14:40:50
2;587;0;6,259;0,03;100,37;12,24;-0,066;0;5-2-2021;14:40:52
2;588;0;6,257;0,03;100,34;12,24;-0,065;0,01;5-2-2021;14:40:54
2;589;0;6,252;0,03;100,38;12,25;-0,065;0;5-2-2021;14:40:56
2;590;0;6,249;0,03;100,37;12,25;-0,065;0;5-2-2021;14:40:58
2;591;0;6,246;0,03;100,34;12,24;-0,065;0,03;5-2-2021;14:41:00
2;592;0;6,243;0,03;100,37;12,25;-0,065;0;5-2-2021;14:41:02
2;593;0;6,239;0,03;100,36;12,25;-0,065;0;5-2-2021;14:41:04
2;594;0;6,237;0,03;100,32;12,24;-0,065;0;5-2-2021;14:41:06
2;595;0;6,234;0,03;100,4;12,26;-0,065;0;5-2-2021;14:41:08
2;596;0;6,231;0,03;100,35;12,25;-0,064;0,02;5-2-2021;14:41:10
2;597;0;6,228;0,03;100,36;12,25;-0,064;0;5-2-2021;14:41:12
2;598;0;6,224;0,03;100,35;12,25;-0,064;0;5-2-2021;14:41:14
2;599;0;6,222;0,03;100,38;12,26;-0,064;0,02;5-2-2021;14:41:16
2;600;0;6,22;0,03;100,36;12,26;-0,064;0,01;5-2-2021;14:41:18
2;601;0;6,217;0,03;100,35;12,25;-0,064;0,01;5-2-2021;14:41:20
2;602;0;6,214;0,03;100,36;12,26;-0,064;0;5-2-2021;14:41:22
2;603;0;6,212;0,03;100,33;12,25;-0,064;0,02;5-2-2021;14:41:24
2;604;0;6,209;0,03;100,33;12,25;-0,064;0;5-2-2021;14:41:26
2;605;0;6,207;0,03;100,35;12,26;-0,064;0,02;5-2-2021;14:41:28
2;606;0;6,205;0,03;100,39;12,26;-0,064;0,03;5-2-2021;14:41:30
2;607;0;6,202;0,03;100,4;12,27;-0,064;0;5-2-2021;14:41:32
2;608;0;6,2;0,03;100,37;12,26;-0,064;0;5-2-2021;14:41:34
2;609;0;6,198;0,03;100,31;12,26;-0,063;0,01;5-2-2021;14:41:36
2;610;0;6,195;0,03;100,39;12,27;-0,063;0,02;5-2-2021;14:41:38
2;611;0;6,194;0,03;100,37;12,26;-0,063;0,01;5-2-2021;14:41:40
2;612;0;6,191;0,03;100,35;12,26;-0,063;0;5-2-2021;14:41:42
2;613;0;6,189;0,03;100,32;12,26;-0,063;0;5-2-2021;14:41:44
2;614;0;6,187;0,03;100,35;12,26;-0,063;0;5-2-2021;14:41:46
2;615;0;6,186;0,03;100,31;12,26;-0,063;0;5-2-2021;14:41:48
2;616;0;6,183;0,03;100,31;12,26;-0,063;0;5-2-2021;14:41:50
2;617;0;6,182;0,03;100,33;12,26;-0,063;0,01;5-2-2021;14:41:52
2;618;0;6,181;0,03;100,36;12,27;-0,063;0;5-2-2021;14:41:54
2;619;0;6,179;0,03;100,38;12,27;-0,063;0,01;5-2-2021;14:41:56
2;620;0;6,177;0,03;100,34;12,27;-0,063;0,02;5-2-2021;14:41:58
2;621;0;6,176;0,03;100,32;12,26;-0,063;0;5-2-2021;14:42:00
2;622;0;6,173;0,03;100,41;12,28;-0,063;0;5-2-2021;14:42:02
2;623;0;6,171;0,03;100,36;12,27;-0,062;0,02;5-2-2021;14:42:04
2;624;0;6,17;0,03;100,38;12,27;-0,063;0;5-2-2021;14:42:06
2;625;0;6,168;0,03;100,32;12,27;-0,062;0;5-2-2021;14:42:08
2;626;0;6,167;0,03;100,3;12,26;-0,062;0,01;5-2-2021;14:42:10
2;627;0;6,166;0,03;100,33;12,27;-0,062;0,01;5-2-2021;14:42:12
2;628;0;6,165;0,03;100,34;12,27;-0,062;0,03;5-2-2021;14:42:14
2;629;0;6,163;0,03;100,31;12,27;-0,062;0;5-2-2021;14:42:16
2;630;0;6,162;0,03;100,28;12,26;-0,062;0,01;5-2-2021;14:42:18
2;631;0;6,16;0,03;100,28;12,26;-0,062;0,01;5-2-2021;14:42:20
2;632;0;6,159;0,03;100,31;12,27;-0,062;0,01;5-2-2021;14:42:22
2;633;0;6,158;0,03;100,28;12,26;-0,062;0;5-2-2021;14:42:24
2;634;0;6,156;0,03;100,31;12,27;-0,062;0,02;5-2-2021;14:42:26
2;635;0;6,155;0,03;100,33;12,27;-0,062;0;5-2-2021;14:42:28
2;636;0;6,154;0,03;100,3;12,27;-0,062;0;5-2-2021;14:42:30
2;637;0;6,153;0,03;100,27;12,26;-0,062;0,02;5-2-2021;14:42:32
2;638;0;6,151;0,03;100,24;12,26;-0,062;0,02;5-2-2021;14:42:34
2;639;0;6,151;0,03;100,33;12,27;-0,062;0;5-2-2021;14:42:36
2;640;0;6,149;0,03;100,35;12,28;-0,062;0,02;5-2-2021;14:42:38
2;641;0;6,148;0,03;100,33;12,27;-0,062;0,01;5-2-2021;14:42:40
2;642;0;6,147;0,03;100,29;12,27;-0,062;0,02;5-2-2021;14:42:42
2;643;0;6,146;0,03;100,33;12,27;-0,062;0,02;5-2-2021;14:42:44
2;644;0;6,145;0,03;100,27;12,27;-0,062;0,03;5-2-2021;14:42:46
2;645;0;6,144;0,03;100,29;12,27;-0,062;0,01;5-2-2021;14:42:48
2;646;0;6,144;0,03;100,31;12,27;-0,062;0,01;5-2-2021;14:42:50
2;647;0;6,142;0,03;100,29;12,27;-0,062;0;5-2-2021;14:42:52
2;648;0;6,142;0,03;100,25;12,27;-0,061;0,03;5-2-2021;14:42:54
2;649;0;6,14;0,03;100,26;12,27;-0,061;0;5-2-2021;14:42:56
2;650;0;6,139;0,03;100,34;12,28;-0,061;0,03;5-2-2021;14:42:58
2;651;0;6,139;0,03;100,26;12,27;-0,061;0,04;5-2-2021;14:43:00
2;652;0;6,139;0,03;100,3;12,27;-0,061;0,01;5-2-2021;14:43:02
2;653;0;6,138;0,03;100,33;12,28;-0,061;0,01;5-2-2021;14:43:04
2;654;0;6,137;0,03;100,23;12,26;-0,061;0;5-2-2021;14:43:06
2;655;0;6,136;0,03;100,28;12,27;-0,061;0,02;5-2-2021;14:43:08
2;656;0;6,135;0,03;100,33;12,28;-0,061;0,03;5-2-2021;14:43:10
2;657;0;6,135;0,03;100,28;12,27;-0,061;0,02;5-2-2021;14:43:12
2;658;0;6,133;0,03;100,37;12,28;-0,061;0;5-2-2021;14:43:14
2;659;0;6,133;0,03;100,23;12,27;-0,061;0,02;5-2-2021;14:43:16
2;660;0;6,132;0,03;100,29;12,27;-0,061;0,02;5-2-2021;14:43:18
2;661;0;6,132;0,03;100,28;12,27;-0,061;0;5-2-2021;14:43:20
2;662;0;6,131;0,03;100,27;12,27;-0,061;0;5-2-2021;14:43:22
2;663;0;6,131;0,03;100,25;12,27;-0,061;0,01;5-2-2021;14:43:24
2;664;0;6,13;0,03;100,24;12,27;-0,061;0,01;5-2-2021;14:43:26
2;665;0;6,129;0,03;100,26;12,27;-0,061;0;5-2-2021;14:43:28
2;666;0;6,129;0,03;100,24;12,27;-0,061;0,01;5-2-2021;14:43:30
2;667;0;6,128;0,03;100,3;12,28;-0,061;0;5-2-2021;14:43:32
2;668;0;6,128;0,03;100,3;12,28;-0,061;0,04;5-2-2021;14:43:34
2;669;0;6,127;0,03;100,29;12,28;-0,061;0;5-2-2021;14:43:36
2;670;0;6,126;0,03;100,19;12,26;-0,061;0,02;5-2-2021;14:43:38
2;671;0;6,125;0,03;100,28;12,27;-0,061;0;5-2-2021;14:43:40
