From file: CTD 1350 080221;Instrument no.:;1350;;;;;;;;
Ser;Interval (sec);Integration;Air pressure;Salinity;Chart Datum (dbar);;;;;
1;2;;1016,56;P61764;;;;;;
2;2;;999,59;P61688;;;;;;
Ser;Meas;Cond.;Temp;F (?g/l);OpOx %;Opmg/l;Density;Press;Date;Time
2;672;0;6,126;0,03;100,3;12,28;-0,061;0,03;5-2-2021;14:43:42
2;673;0;6,125;0,03;100,29;12,28;-0,061;0;5-2-2021;14:43:44
2;674;0;6,124;0,03;100,33;12,28;-0,061;0;5-2-2021;14:43:46
2;675;0;6,124;0,03;100,25;12,27;-0,061;0,01;5-2-2021;14:43:48
2;676;0;6,123;0,03;100,28;12,28;-0,061;0,02;5-2-2021;14:43:50
2;677;0;6,123;0,03;100,24;12,27;-0,061;0;5-2-2021;14:43:52
2;678;0;6,123;0,03;100,29;12,28;-0,061;0,02;5-2-2021;14:43:54
2;679;0;6,122;0,03;100,19;12,26;-0,061;0,02;5-2-2021;14:43:56
2;680;0;6,122;0,03;100,26;12,27;-0,061;0,02;5-2-2021;14:43:58
2;681;0;6,122;0,03;100,21;12,27;-0,061;0,02;5-2-2021;14:44:00
2;682;0;6,122;0,03;100,27;12,27;-0,061;0,01;5-2-2021;14:44:02
2;683;0;6,121;0,03;100,25;12,27;-0,061;0,01;5-2-2021;14:44:04
2;684;0;6,121;0,03;100,22;12,27;-0,061;0,01;5-2-2021;14:44:06
2;685;0;6,12;0,03;100,2;12,27;-0,061;0,02;5-2-2021;14:44:08
2;686;0;6,12;0,03;100,26;12,27;-0,061;0,02;5-2-2021;14:44:10
2;687;0;6,119;0,03;100,21;12,27;-0,061;0;5-2-2021;14:44:12
2;688;0;6,12;0,03;100,25;12,27;-0,061;0,02;5-2-2021;14:44:14
2;689;0;6,119;0,03;100,21;12,27;-0,061;0,03;5-2-2021;14:44:16
2;690;0;6,119;0,03;100,28;12,28;-0,061;0,01;5-2-2021;14:44:18
2;691;0;6,119;0,03;100,26;12,27;-0,061;0;5-2-2021;14:44:20
2;692;0;6,118;0,03;100,23;12,27;-0,061;0;5-2-2021;14:44:22
2;693;0;6,118;0,03;100,24;12,27;-0,061;0,01;5-2-2021;14:44:24
2;694;0;6,117;0,03;100,23;12,27;-0,061;0;5-2-2021;14:44:26
2;695;0;6,117;0,03;100,25;12,27;-0,061;0,02;5-2-2021;14:44:28
2;696;0;6,117;0,03;100,18;12,27;-0,061;0,01;5-2-2021;14:44:30
2;697;0;6,118;0,03;100,22;12,27;-0,061;0,02;5-2-2021;14:44:32
2;698;0;6,116;0,03;100,21;12,27;-0,061;0,03;5-2-2021;14:44:34
2;699;0;6,117;0,03;100,24;12,27;-0,061;0,01;5-2-2021;14:44:36
2;700;0;6,116;0,03;100,22;12,27;-0,061;0,03;5-2-2021;14:44:38
2;701;0;6,115;0,03;100,22;12,27;-0,061;0,02;5-2-2021;14:44:40
2;702;0;6,116;0,03;100,26;12,28;-0,061;0,02;5-2-2021;14:44:42
2;703;0;6,115;0,03;100,24;12,27;-0,061;0,01;5-2-2021;14:44:44
2;704;0;6,116;0,03;100,24;12,27;-0,061;0,03;5-2-2021;14:44:46
2;705;0;6,115;0,03;100,23;12,27;-0,061;0,02;5-2-2021;14:44:48
2;706;0;6,116;0,03;100,21;12,27;-0,061;0,01;5-2-2021;14:44:50
2;707;0;6,114;0,03;100,21;12,27;-0,061;0;5-2-2021;14:44:52
2;708;0;6,114;0,03;100,2;12,27;-0,061;0,02;5-2-2021;14:44:54
2;709;0;6,115;0,03;100,2;12,27;-0,061;0,01;5-2-2021;14:44:56
2;710;0;6,114;0,03;100,18;12,27;-0,061;0,01;5-2-2021;14:44:58
2;711;0;6,114;0,03;100,17;12,26;-0,061;0,01;5-2-2021;14:45:00
2;712;0;6,114;0,03;100,19;12,27;-0,061;0;5-2-2021;14:45:02
2;713;0;6,114;0,03;100,23;12,27;-0,061;0;5-2-2021;14:45:04
2;714;0;6,114;0,03;100,22;12,27;-0,061;0;5-2-2021;14:45:06
2;715;0;6,113;0,03;100,17;12,27;-0,061;0;5-2-2021;14:45:08
2;716;0;6,114;0,03;100,2;12,27;-0,061;0;5-2-2021;14:45:10
2;717;0;6,113;0,03;100,17;12,27;-0,061;0,01;5-2-2021;14:45:12
2;718;0;6,113;0,03;100,19;12,27;-0,061;0,01;5-2-2021;14:45:14
2;719;0;6,116;0,03;100,21;12,27;-0,061;0,01;5-2-2021;14:45:16
2;720;0;6,113;0,03;100,2;12,27;-0,061;0;5-2-2021;14:45:18
2;721;0;6,113;0,03;100,2;12,27;-0,061;0;5-2-2021;14:45:20
2;722;0;6,114;0,03;100,24;12,27;-0,061;0;5-2-2021;14:45:22
2;723;0;6,113;0,03;100,19;12,27;-0,06;0,03;5-2-2021;14:45:24
2;724;0;6,113;0,03;100,16;12,26;-0,061;0,02;5-2-2021;14:45:26
2;725;0;6,113;0,03;100,18;12,27;-0,061;0,01;5-2-2021;14:45:28
2;726;0;6,113;0,03;100,15;12,26;-0,061;0,01;5-2-2021;14:45:30
2;727;0;6,114;0,03;100,21;12,27;-0,061;0,01;5-2-2021;14:45:32
2;728;0;6,112;0,03;100,28;12,28;-0,061;0,01;5-2-2021;14:45:34
2;729;0;6,113;0,03;100,21;12,27;-0,06;0,04;5-2-2021;14:45:36
2;730;0;6,113;0,03;100,19;12,27;-0,061;0,01;5-2-2021;14:45:38
2;731;0;6,112;0,03;100,17;12,27;-0,061;0;5-2-2021;14:45:40
2;732;0;6,108;0,03;100,3;12,28;-0,06;0;5-2-2021;14:45:42
2;733;0;6,108;0,03;100,29;12,28;-0,06;0;5-2-2021;14:45:44
2;734;0;6,106;0,03;100,27;12,28;-0,06;0;5-2-2021;14:45:46
2;735;0;6,102;0,03;100,26;12,28;-0,06;0;5-2-2021;14:45:48
2;736;0;6,098;0,03;100,33;12,29;-0,06;0,04;5-2-2021;14:45:50
2;737;0;6,094;0,03;100,23;12,28;-0,06;0;5-2-2021;14:45:52
2;738;0;6,088;0,03;100,23;12,28;-0,06;0,02;5-2-2021;14:45:54
2;739;0;6,083;0,03;100,2;12,28;-0,06;0,02;5-2-2021;14:45:56
2;740;0;6,076;0,03;100,15;12,27;-0,059;0,02;5-2-2021;14:45:58
2;741;0;6,075;0,03;100,09;12,27;-0,059;0;5-2-2021;14:46:00
2;742;0;6,075;0,03;100,13;12,27;-0,059;0;5-2-2021;14:46:02
2;743;0;6,075;0,03;100,18;12,28;-0,059;0,03;5-2-2021;14:46:04
2;744;0;6,075;0,03;100,13;12,27;-0,059;0;5-2-2021;14:46:06
2;745;0;6,076;0,03;100,16;12,28;-0,059;0,02;5-2-2021;14:46:08
2;746;0;6,077;0,03;100,16;12,28;-0,059;0;5-2-2021;14:46:10
2;747;0;6,077;0,03;100,14;12,27;-0,059;0,02;5-2-2021;14:46:12
2;748;0;6,078;0,03;100,17;12,28;-0,059;0,03;5-2-2021;14:46:14
2;749;0;6,079;0,03;100,19;12,28;-0,059;0,03;5-2-2021;14:46:16
2;750;0;6,08;0,03;100,12;12,27;-0,059;0,01;5-2-2021;14:46:18
2;751;0;6,08;0,03;100,17;12,28;-0,06;0;5-2-2021;14:46:20
2;752;0;6,08;0,03;100,2;12,28;-0,06;0;5-2-2021;14:46:22
2;753;0;6,082;0,03;100,16;12,27;-0,06;0,01;5-2-2021;14:46:24
2;754;0;6,084;0,03;100,19;12,28;-0,06;0;5-2-2021;14:46:26
2;755;0;6,084;0,03;100,17;12,27;-0,06;0;5-2-2021;14:46:28
2;756;0;6,085;0,03;100,19;12,28;-0,06;0,02;5-2-2021;14:46:30
2;757;0;6,086;0,03;100,18;12,27;-0,06;0,04;5-2-2021;14:46:32
2;758;0;6,087;0,03;100,1;12,26;-0,06;0,02;5-2-2021;14:46:34
2;759;0;6,088;0,03;100,12;12,27;-0,06;0,02;5-2-2021;14:46:36
2;760;0;6,088;0,03;100,23;12,28;-0,06;0,02;5-2-2021;14:46:38
2;761;0;6,09;0,03;100,15;12,27;-0,06;0,01;5-2-2021;14:46:40
2;762;0;6,09;0,03;100,19;12,27;-0,06;0;5-2-2021;14:46:42
2;763;0;6,091;0,03;100,14;12,27;-0,06;0;5-2-2021;14:46:44
2;764;0;6,092;0,03;100,2;12,28;-0,06;0,01;5-2-2021;14:46:46
2;765;0;6,093;0,03;100,19;12,27;-0,06;0,02;5-2-2021;14:46:48
2;766;0;6,095;0,03;100,18;12,27;-0,06;0,02;5-2-2021;14:46:50
2;767;0;6,094;0,03;100,12;12,26;-0,06;0;5-2-2021;14:46:52
2;768;0;6,096;0,03;100,13;12,27;-0,06;0,01;5-2-2021;14:46:54
2;769;0;6,097;0,03;100,22;12,28;-0,06;0,02;5-2-2021;14:46:56
2;770;0;6,098;0,03;100,16;12,27;-0,06;0,03;5-2-2021;14:46:58
2;771;0;6,099;0,03;100,16;12,27;-0,06;0,02;5-2-2021;14:47:00
2;772;0;6,101;0,03;100,19;12,27;-0,06;0,01;5-2-2021;14:47:02
2;773;0;6,101;0,03;100,15;12,27;-0,06;0,01;5-2-2021;14:47:04
2;774;0;6,102;0,03;100,21;12,27;-0,06;0;5-2-2021;14:47:06
2;775;0;6,103;0,03;100,18;12,27;-0,06;0,03;5-2-2021;14:47:08
2;776;0;6,104;0,03;100,17;12,27;-0,06;0;5-2-2021;14:47:10
2;777;0;6,105;0,03;100,2;12,27;-0,06;0;5-2-2021;14:47:12
2;778;0;6,105;0,03;100,2;12,27;-0,06;0,02;5-2-2021;14:47:14
2;779;0;6,106;0,03;100,17;12,27;-0,06;0;5-2-2021;14:47:16
2;780;0;6,107;0,03;100,16;12,27;-0,06;0,01;5-2-2021;14:47:18
2;781;0;6,107;0,03;100,15;12,26;-0,06;0,01;5-2-2021;14:47:20
2;782;0;6,107;0,03;100,17;12,27;-0,06;0,02;5-2-2021;14:47:22
2;783;0;6,109;0,03;100,13;12,26;-0,06;0,01;5-2-2021;14:47:24
2;784;0;6,109;0,03;100,18;12,27;-0,06;0,04;5-2-2021;14:47:26
2;785;0;6,111;0,03;100,14;12,26;-0,06;0,02;5-2-2021;14:47:28
2;786;0;6,111;0,03;100,21;12,27;-0,06;0,02;5-2-2021;14:47:30
2;787;0;6,112;0,03;100,16;12,26;-0,06;0,02;5-2-2021;14:47:32
2;788;0;6,114;0,03;100,1;12,26;-0,061;0;5-2-2021;14:47:34
2;789;0;6,113;0,03;100,19;12,27;-0,061;0,01;5-2-2021;14:47:36
2;790;0;6,114;0,03;100,13;12,26;-0,061;0;5-2-2021;14:47:38
2;791;0;6,115;0,03;100,15;12,26;-0,061;0,01;5-2-2021;14:47:40
2;792;0;6,115;0,03;100,15;12,26;-0,061;0,01;5-2-2021;14:47:42
2;793;0;6,115;0,03;100,17;12,26;-0,061;0,03;5-2-2021;14:47:44
2;794;0;6,116;0,03;100,23;12,27;-0,061;0,01;5-2-2021;14:47:46
2;795;0;6,116;0,03;100,16;12,26;-0,061;0,02;5-2-2021;14:47:48
2;796;0;6,115;0,03;100,17;12,26;-0,061;0,01;5-2-2021;14:47:50
2;797;0;6,116;0,03;100,14;12,26;-0,061;0;5-2-2021;14:47:52
2;798;0;6,116;0,03;100,18;12,27;-0,061;0,01;5-2-2021;14:47:54
2;799;0;6,116;0,03;100,12;12,26;-0,061;0,02;5-2-2021;14:47:56
2;800;0;6,117;0,03;100,2;12,27;-0,061;0,02;5-2-2021;14:47:58
2;801;0;6,117;0,03;100,12;12,26;-0,061;0,01;5-2-2021;14:48:00
2;802;0;6,117;0,03;100,19;12,27;-0,061;0,02;5-2-2021;14:48:02
2;803;0;6,118;0,03;100,17;12,26;-0,061;0,01;5-2-2021;14:48:04
2;804;0;6,118;0,03;100,21;12,27;-0,061;0,01;5-2-2021;14:48:06
2;805;0;6,118;0,03;100,17;12,26;-0,061;0;5-2-2021;14:48:08
2;806;0;6,118;0,03;100,13;12,26;-0,061;0,01;5-2-2021;14:48:10
2;807;0;6,118;0,03;100,17;12,26;-0,061;0,01;5-2-2021;14:48:12
2;808;0;6,118;0,03;100,18;12,26;-0,061;0,03;5-2-2021;14:48:14
2;809;0;6,118;0,03;100,14;12,26;-0,061;0;5-2-2021;14:48:16
2;810;0;6,119;0,03;100,17;12,26;-0,061;0,03;5-2-2021;14:48:18
2;811;0;6,119;0,03;100,18;12,26;-0,061;0,01;5-2-2021;14:48:20
2;812;0;6,119;0,03;100,1;12,25;-0,061;0,01;5-2-2021;14:48:22
2;813;0;6,119;0,03;100,14;12,26;-0,061;0,01;5-2-2021;14:48:24
2;814;0;6,12;0,03;100,17;12,26;-0,061;0,02;5-2-2021;14:48:26
2;815;0;6,12;0,03;100,11;12,26;-0,061;0,02;5-2-2021;14:48:28
2;816;0;6,121;0,02;100,23;12,27;-0,061;0,02;5-2-2021;14:48:30
2;817;0;6,121;0,03;100,11;12,26;-0,061;0;5-2-2021;14:48:32
2;818;0;6,121;0,02;100,12;12,26;-0,061;0;5-2-2021;14:48:34
2;819;0;6,121;0,02;100,13;12,26;-0,061;0;5-2-2021;14:48:36
2;820;0;6,122;0,02;100,13;12,26;-0,061;0,04;5-2-2021;14:48:38
2;821;0;6,121;0,02;100,11;12,26;-0,061;0;5-2-2021;14:48:40
2;822;0;6,122;0,02;100,13;12,26;-0,061;0,04;5-2-2021;14:48:42
2;823;0;6,122;0,03;100,15;12,26;-0,061;0;5-2-2021;14:48:44
2;824;0;6,123;0,03;100,16;12,26;-0,061;0,04;5-2-2021;14:48:46
2;825;0;6,123;0,02;100,08;12,25;-0,061;0,02;5-2-2021;14:48:48
2;826;0;6,123;0,02;100,11;12,25;-0,061;0;5-2-2021;14:48:50
2;827;0;6,123;0,02;100,18;12,26;-0,061;0;5-2-2021;14:48:52
2;828;0;6,123;0,02;100,17;12,26;-0,061;0,02;5-2-2021;14:48:54
2;829;0;6,124;0,02;100,15;12,26;-0,061;0;5-2-2021;14:48:56
2;830;0;6,124;0,02;100,17;12,26;-0,061;0,01;5-2-2021;14:48:58
2;831;0;6,124;0,02;100,07;12,25;-0,061;0,01;5-2-2021;14:49:00
2;832;0;6,124;0,02;100,16;12,26;-0,061;0,01;5-2-2021;14:49:02
2;833;0;6,124;0,02;100,17;12,26;-0,061;0,01;5-2-2021;14:49:04
2;834;0;6,124;0,02;100,09;12,25;-0,061;0,01;5-2-2021;14:49:06
2;835;0;6,125;0,02;100,1;12,25;-0,061;0,02;5-2-2021;14:49:08
2;836;0;6,125;0,02;100,1;12,25;-0,061;0,01;5-2-2021;14:49:10
2;837;0;6,125;0,02;100,13;12,26;-0,061;0;5-2-2021;14:49:12
2;838;0;6,126;0,02;100,07;12,25;-0,061;0;5-2-2021;14:49:14
2;839;0;6,126;0,02;100,12;12,25;-0,061;0,01;5-2-2021;14:49:16
2;840;0;6,125;0,02;100,08;12,25;-0,061;0,01;5-2-2021;14:49:18
2;841;0;6,126;0,02;100,14;12,26;-0,061;0,01;5-2-2021;14:49:20
2;842;0;6,126;0,02;100,16;12,26;-0,061;0,01;5-2-2021;14:49:22
2;843;0;6,126;0,02;100,15;12,26;-0,061;0,01;5-2-2021;14:49:24
2;844;0;6,127;0,02;100,07;12,25;-0,061;0,01;5-2-2021;14:49:26
2;845;0;6,126;0,02;100,14;12,26;-0,061;0,01;5-2-2021;14:49:28
2;846;0;6,127;0,02;100,15;12,26;-0,061;0,04;5-2-2021;14:49:30
2;847;0;6,127;0,02;100,18;12,26;-0,061;0,02;5-2-2021;14:49:32
2;848;0;6,127;0,02;100,21;12,27;-0,061;0;5-2-2021;14:49:34
2;849;0;6,127;0,02;100,06;12,25;-0,061;0,02;5-2-2021;14:49:36
2;850;0;6,128;0,02;100,09;12,25;-0,061;0;5-2-2021;14:49:38
2;851;0;6,127;0,02;100,13;12,26;-0,061;0,01;5-2-2021;14:49:40
2;852;0;6,127;0,02;100,16;12,26;-0,061;0;5-2-2021;14:49:42
2;853;0;6,128;0,02;100,07;12,25;-0,061;0,01;5-2-2021;14:49:44
2;854;0;6,128;0,02;100,16;12,26;-0,061;0,03;5-2-2021;14:49:46
2;855;0;6,128;0,02;100,1;12,25;-0,061;0;5-2-2021;14:49:48
2;856;0;6,128;0,02;100,13;12,26;-0,061;0,01;5-2-2021;14:49:50
2;857;0;6,128;0,02;100,14;12,26;-0,061;0,02;5-2-2021;14:49:52
2;858;0;6,128;0,02;100,11;12,25;-0,061;0,02;5-2-2021;14:49:54
2;859;0;6,128;0,02;100,12;12,25;-0,061;0,01;5-2-2021;14:49:56
2;860;0;6,128;0,02;100,14;12,26;-0,061;0,02;5-2-2021;14:49:58
2;861;0;6,128;0,02;100,13;12,26;-0,061;0,02;5-2-2021;14:50:00
2;862;0;6,128;0,02;100,09;12,25;-0,061;0;5-2-2021;14:50:02
2;863;0;6,129;0,02;100,06;12,25;-0,061;0,03;5-2-2021;14:50:04
2;864;0;6,128;0,02;100,13;12,26;-0,061;0,01;5-2-2021;14:50:06
2;865;0;6,129;0,02;100,16;12,26;-0,061;0,02;5-2-2021;14:50:08
2;866;0;6,128;0,02;100,12;12,25;-0,061;0,02;5-2-2021;14:50:10
2;867;0;6,128;0,02;100,16;12,26;-0,061;0,02;5-2-2021;14:50:12
2;868;0;6,129;0,02;100,1;12,25;-0,061;0;5-2-2021;14:50:14
2;869;0;6,128;0,02;100,09;12,25;-0,061;0;5-2-2021;14:50:16
2;870;0;6,128;0,02;100,12;12,25;-0,061;0;5-2-2021;14:50:18
2;871;0;6,129;0,02;100,1;12,25;-0,061;0,04;5-2-2021;14:50:20
2;872;0;6,128;0,02;100,14;12,26;-0,061;0,01;5-2-2021;14:50:22
2;873;0;6,129;0,02;100,13;12,26;-0,061;0,03;5-2-2021;14:50:24
2;874;0;6,129;0,02;100,09;12,25;-0,061;0,02;5-2-2021;14:50:26
2;875;0;6,129;0,02;100,07;12,25;-0,061;0;5-2-2021;14:50:28
2;876;0;6,128;0,02;100,13;12,26;-0,061;0,03;5-2-2021;14:50:30
2;877;0;6,129;0,02;100,12;12,25;-0,061;0,01;5-2-2021;14:50:32
2;878;0;6,129;0,02;100,15;12,26;-0,061;0,01;5-2-2021;14:50:34
2;879;0;6,129;0,02;100,09;12,25;-0,061;0;5-2-2021;14:50:36
2;880;0;6,129;0,02;100,06;12,25;-0,061;0;5-2-2021;14:50:38
2;881;0;6,129;0,02;100,18;12,26;-0,061;0;5-2-2021;14:50:40
2;882;0;6,129;0,02;100,11;12,25;-0,061;0,02;5-2-2021;14:50:42
2;883;0;6,128;0,02;100,05;12,25;-0,061;0;5-2-2021;14:50:44
2;884;0;6,129;0,02;100,13;12,26;-0,061;0,02;5-2-2021;14:50:46
2;885;0;6,129;0,02;100,11;12,25;-0,061;0,02;5-2-2021;14:50:48
2;886;0;6,128;0,02;100,08;12,25;-0,061;0,01;5-2-2021;14:50:50
2;887;0;6,128;0,02;100,1;12,25;-0,061;0,03;5-2-2021;14:50:52
2;888;0;6,128;0,02;100,15;12,26;-0,061;0,03;5-2-2021;14:50:54
2;889;0;6,128;0,02;100,09;12,25;-0,061;0;5-2-2021;14:50:56
2;890;0;6,128;0,02;100,13;12,26;-0,061;0,02;5-2-2021;14:50:58
2;891;0;6,128;0,02;100,14;12,26;-0,061;0,04;5-2-2021;14:51:00
2;892;0;6,128;0,02;100,04;12,24;-0,061;0,03;5-2-2021;14:51:02
2;893;0;6,127;0,02;100,08;12,25;-0,061;0,03;5-2-2021;14:51:04
2;894;0;6,128;0,02;100,11;12,25;-0,061;0,02;5-2-2021;14:51:06
2;895;0;6,127;0,02;100,14;12,26;-0,061;0,02;5-2-2021;14:51:08
2;896;0;6,128;0,02;100,12;12,25;-0,061;0,02;5-2-2021;14:51:10
2;897;0;6,127;0,02;100,09;12,25;-0,061;0,03;5-2-2021;14:51:12
2;898;0;6,127;0,02;100,11;12,25;-0,061;0,01;5-2-2021;14:51:14
2;899;0;6,127;0,02;100,08;12,25;-0,061;0;5-2-2021;14:51:16
2;900;0;6,127;0,02;100,11;12,25;-0,061;0,01;5-2-2021;14:51:18
2;901;0;6,127;0,02;100,12;12,25;-0,061;0,01;5-2-2021;14:51:20
2;902;0;6,127;0,03;100,11;12,25;-0,061;0,02;5-2-2021;14:51:22
2;903;0;6,127;0,02;100,08;12,25;-0,061;0;5-2-2021;14:51:24
2;904;0;6,127;0,02;100,12;12,25;-0,061;0,01;5-2-2021;14:51:26
2;905;0;6,126;0,02;100,12;12,25;-0,061;0;5-2-2021;14:51:28
2;906;0;6,126;0,03;100,11;12,25;-0,061;0;5-2-2021;14:51:30
2;907;0;6,126;0,02;100,14;12,26;-0,061;0,02;5-2-2021;14:51:32
2;908;0;6,126;0,03;100,11;12,25;-0,061;0;5-2-2021;14:51:34
2;909;0;6,125;0,02;100,13;12,26;-0,061;0;5-2-2021;14:51:36
2;910;0;6,125;0,03;100,11;12,25;-0,061;0,02;5-2-2021;14:51:38
2;911;0;6,125;0,03;100,09;12,25;-0,061;0;5-2-2021;14:51:40
2;912;0;6,125;0,03;100,11;12,25;-0,061;0,01;5-2-2021;14:51:42
2;913;0;6,124;0,03;100,09;12,25;-0,061;0,03;5-2-2021;14:51:44
2;914;0;6,124;0,03;100,06;12,25;-0,061;0,01;5-2-2021;14:51:46
2;915;0;6,124;0,03;100,1;12,25;-0,061;0,04;5-2-2021;14:51:48
2;916;0;6,124;0,03;100,07;12,25;-0,061;0,03;5-2-2021;14:51:50
2;917;0;6,124;0,03;100,08;12,25;-0,061;0,02;5-2-2021;14:51:52
2;918;0;6,124;0,03;100,12;12,26;-0,061;0,01;5-2-2021;14:51:54
2;919;0;6,122;0,03;100,13;12,26;-0,061;0,01;5-2-2021;14:51:56
2;920;0;6,122;0,03;100,09;12,25;-0,061;0,01;5-2-2021;14:51:58
2;921;0;6,123;0,03;100,09;12,25;-0,061;0,01;5-2-2021;14:52:00
2;922;0;6,123;0,03;100,09;12,25;-0,061;0;5-2-2021;14:52:02
2;923;0;6,122;0,03;100,04;12,25;-0,061;0,02;5-2-2021;14:52:04
2;924;0;6,123;0,03;100,05;12,25;-0,061;0;5-2-2021;14:52:06
2;925;0;6,121;0,03;100,12;12,26;-0,061;0,01;5-2-2021;14:52:08
2;926;0;6,121;0,03;100,05;12,25;-0,061;0,02;5-2-2021;14:52:10
2;927;0;6,12;0,03;100,07;12,25;-0,061;0,01;5-2-2021;14:52:12
2;928;0;6,12;0,03;100,12;12,26;-0,061;0,02;5-2-2021;14:52:14
2;929;0;6,12;0,03;100,11;12,26;-0,061;0,01;5-2-2021;14:52:16
2;930;0;6,12;0,03;100,1;12,25;-0,061;0,03;5-2-2021;14:52:18
2;931;0;6,12;0,03;100,06;12,25;-0,061;0,02;5-2-2021;14:52:20
2;932;0;6,12;0,03;100,05;12,25;-0,061;0,02;5-2-2021;14:52:22
2;933;0;6,119;0,03;100,01;12,24;-0,061;0,01;5-2-2021;14:52:24
2;934;0;6,12;0,03;100,09;12,25;-0,061;0,01;5-2-2021;14:52:26
2;935;0;6,119;0,03;100,08;12,25;-0,061;0,01;5-2-2021;14:52:28
2;936;0;6,118;0,03;100,09;12,25;-0,061;0,03;5-2-2021;14:52:30
2;937;0;6,118;0,03;100,09;12,25;-0,061;0;5-2-2021;14:52:32
2;938;0;6,118;0,03;100,1;12,25;-0,061;0,01;5-2-2021;14:52:34
2;939;0;6,117;0,03;100,14;12,26;-0,061;0;5-2-2021;14:52:36
2;940;0;6,118;0,03;100,1;12,25;-0,061;0,03;5-2-2021;14:52:38
2;941;0;6,117;0,03;100,07;12,25;-0,061;0,03;5-2-2021;14:52:40
2;942;0;6,116;0,03;100,1;12,26;-0,061;0,02;5-2-2021;14:52:42
2;943;0;6,116;0,03;100,02;12,25;-0,061;0;5-2-2021;14:52:44
2;944;0;6,116;0,03;100,04;12,25;-0,061;0,03;5-2-2021;14:52:46
2;945;0;6,116;0,03;100,07;12,25;-0,061;0,02;5-2-2021;14:52:48
2;946;0;6,116;0,03;100,01;12,24;-0,061;0,01;5-2-2021;14:52:50
2;947;0;6,115;0,03;100,04;12,25;-0,061;0,03;5-2-2021;14:52:52
2;948;0;6,114;0,03;100,07;12,25;-0,061;0,01;5-2-2021;14:52:54
2;949;0;6,114;0,03;100,05;12,25;-0,061;0,01;5-2-2021;14:52:56
2;950;0;6,114;0,03;100,11;12,26;-0,061;0,01;5-2-2021;14:52:58
2;951;0;6,113;0,03;100,07;12,25;-0,061;0,02;5-2-2021;14:53:00
2;952;0;6,113;0,03;100,14;12,26;-0,061;0,02;5-2-2021;14:53:02
2;953;0;6,113;0,03;100,09;12,26;-0,061;0;5-2-2021;14:53:04
2;954;0;6,111;0,03;100,08;12,25;-0,061;0;5-2-2021;14:53:06
2;955;0;6,111;0,03;100,11;12,26;-0,061;0;5-2-2021;14:53:08
2;956;0;6,111;0,03;100,11;12,26;-0,061;0;5-2-2021;14:53:10
2;957;0;6,11;0,03;100,07;12,25;-0,06;0,01;5-2-2021;14:53:12
2;958;0;6,11;0,03;100,07;12,25;-0,06;0,02;5-2-2021;14:53:14
2;959;0;6,11;0,03;100,09;12,26;-0,06;0,01;5-2-2021;14:53:16
2;960;0;6,109;0,03;100,08;12,26;-0,06;0,01;5-2-2021;14:53:18
2;961;0;6,11;0,03;100,09;12,26;-0,06;0;5-2-2021;14:53:20
2;962;0;6,108;0,03;100,12;12,26;-0,06;0;5-2-2021;14:53:22
2;963;0;6,108;0,03;100,09;12,26;-0,06;0,01;5-2-2021;14:53:24
2;964;0;6,107;0,03;100,06;12,25;-0,06;0,03;5-2-2021;14:53:26
2;965;0;6,108;0,03;100,06;12,25;-0,06;0;5-2-2021;14:53:28
2;966;0;6,107;0,03;100,05;12,25;-0,06;0,02;5-2-2021;14:53:30
2;967;0;6,106;0,03;100,06;12,25;-0,06;0;5-2-2021;14:53:32
2;968;0;6,106;0,03;100,07;12,25;-0,06;0,03;5-2-2021;14:53:34
2;969;0;6,105;0,03;100,08;12,26;-0,06;0;5-2-2021;14:53:36
2;970;0;6,105;0,03;100,08;12,26;-0,06;0;5-2-2021;14:53:38
2;971;0;6,105;0,03;100,06;12,25;-0,06;0,02;5-2-2021;14:53:40
2;972;0;6,104;0,03;100,06;12,25;-0,06;0,01;5-2-2021;14:53:42
2;973;0;6,102;0,03;100,04;12,25;-0,06;0;5-2-2021;14:53:44
2;974;0;6,103;0,03;100,04;12,25;-0,06;0;5-2-2021;14:53:46
2;975;0;6,103;0,03;100,02;12,25;-0,06;0,02;5-2-2021;14:53:48
2;976;0;6,102;0,03;100,12;12,26;-0,06;0;5-2-2021;14:53:50
2;977;0;6,102;0,03;100,11;12,26;-0,06;0,02;5-2-2021;14:53:52
2;978;0;6,101;0,03;100;12,25;-0,06;0;5-2-2021;14:53:54
2;979;0;6,1;0,03;100,03;12,25;-0,06;0,02;5-2-2021;14:53:56
2;980;0;6,101;0,03;100;12,25;-0,06;0,01;5-2-2021;14:53:58
2;981;0;6,1;0,03;100,03;12,25;-0,06;0;5-2-2021;14:54:00
2;982;0;6,1;0,03;100,07;12,26;-0,06;0,01;5-2-2021;14:54:02
2;983;0;6,099;0,03;100,07;12,26;-0,06;0;5-2-2021;14:54:04
2;984;0;6,098;0,03;100,08;12,26;-0,06;0;5-2-2021;14:54:06
2;985;0;5,937;0,03;100,11;12,31;-0,055;0,02;5-2-2021;14:54:08
2;986;0;5,583;0,03;100,15;12,43;-0,045;0,01;5-2-2021;14:54:10
2;987;0;4,949;0,03;100,08;12,62;-0,032;0,01;5-2-2021;14:54:12
2;988;0;4,317;0,03;101,08;12,96;-0,026;0;5-2-2021;14:54:14
2;989;0;3,97;0,03;101,77;13,17;-0,025;0;5-2-2021;14:54:16
2;990;0;3,486;0,03;101,5;13,3;-0,027;0;5-2-2021;14:54:18
