SSDA Sea &;Sun Techn;ology's Sta;ndard Data;Acquisiti;on softw;are packa;ge rev 2.18;1.06;0.2015;;;
C:\SST_SDA\;CONFIG\CT;M980.SPJ;;;;;;;;;;
19-4-2021 00:00;16:16:30;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
StandardDat;aAcquisit;ion SDA (C);opyright b;y T. Finge;r 1999-2;15;;;;;;
;;;;;;;;;;;;
001 CTM980;001  P  P;ress  dbar;-51.364.800;0,00E+00;17.754;3000000E-;0002  1.8629;0;0,00E+00;0;0,00E+00;0.00000000000E+0000  0.00000000000E+0000
219;16:07:23;19-4-2021;6.62;0.222;0.0324;101.56;14.72;7.28;0.33;-0.05;0.0251;11.76
220;16:07:23;19-4-2021;6.64;0.221;0.0324;101.59;14.73;7.28;0.31;-0.05;0.0251;11.77
221;16:07:23;19-4-2021;6.73;0.221;0.0324;101.56;14.72;7.28;0.33;-0.05;0.0251;11.77
222;16:07:23;19-4-2021;6.76;0.221;0.0324;101.5;14.72;7.29;0.34;-0.05;0.0251;11.76
223;16:07:24;19-4-2021;6.82;0.221;0.0324;101.51;14.72;7.29;0.35;-0.05;0.0251;11.76
224;16:07:24;19-4-2021;6.92;0.222;0.0324;101.53;14.72;7.29;0.34;-0.05;0.0251;11.76
225;16:07:24;19-4-2021;6.94;0.221;0.0324;101.53;14.72;7.29;0.33;-0.05;0.0251;11.76
226;16:07:24;19-4-2021;6.98;0.221;0.0324;101.52;14.72;7.29;0.34;-0.05;0.0251;11.77
227;16:07:24;19-4-2021;7.05;0.221;0.0324;101.51;14.72;7.29;0.34;-0.05;0.0251;11.77
228;16:07:24;19-4-2021;7.01;0.221;0.0324;101.5;14.72;7.29;0.35;-0.05;0.0251;11.77
229;16:07:24;19-4-2021;7.07;0.223;0.0324;101.55;14.72;7.29;0.35;-0.05;0.0251;11.76
230;16:07:25;19-4-2021;7.07;0.222;0.0324;101.56;14.72;7.29;0.34;-0.05;0.0251;11.76
231;16:07:25;19-4-2021;7.08;0.221;0.0324;101.52;14.72;7.29;0.37;-0.05;0.0251;11.76
232;16:07:25;19-4-2021;7.14;0.221;0.0324;101.56;14.72;7.29;0.36;-0.05;0.0251;11.77
233;16:07:25;19-4-2021;7.23;0.22;0.0324;101.59;14.73;7.29;0.35;-0.05;0.0251;11.77
234;16:07:25;19-4-2021;7.26;0.22;0.0324;101.6;14.73;7.29;0.34;-0.05;0.0251;11.77
235;16:07:25;19-4-2021;7.3;0.22;0.0324;101.6;14.73;7.29;0.34;-0.05;0.0251;11.76
236;16:07:25;19-4-2021;7.4;0.22;0.0324;101.59;14.73;7.29;0.33;-0.05;0.0251;11.76
237;16:07:26;19-4-2021;7.49;0.22;0.0324;101.59;14.73;7.29;0.35;-0.05;0.0251;11.76
238;16:07:26;19-4-2021;7.49;0.22;0.0323;101.54;14.72;7.29;0.36;-0.05;0.025;11.77
239;16:07:26;19-4-2021;7.51;0.22;0.0324;101.54;14.72;7.29;0.36;-0.05;0.0251;11.77
240;16:07:26;19-4-2021;7.64;0.22;0.0324;101.53;14.72;7.29;0.34;-0.05;0.0251;11.76
241;16:07:26;19-4-2021;7.72;0.22;0.0324;101.53;14.72;7.29;0.34;-0.05;0.0251;11.76
242;16:07:26;19-4-2021;7.76;0.221;0.0324;101.59;14.73;7.29;0.37;-0.05;0.0251;11.77
243;16:07:27;19-4-2021;7.85;0.22;0.0324;101.58;14.73;7.29;0.38;-0.05;0.0251;11.77
244;16:07:27;19-4-2021;7.92;0.22;0.0324;101.54;14.72;7.3;0.35;-0.05;0.0251;11.77
245;16:07:27;19-4-2021;7.99;0.221;0.0324;101.51;14.72;7.3;0.35;-0.05;0.0251;11.77
246;16:07:27;19-4-2021;8.03;0.221;0.0324;101.54;14.72;7.3;0.33;-0.05;0.0251;11.77
247;16:07:27;19-4-2021;8.06;0.221;0.0324;101.56;14.72;7.3;0.32;-0.05;0.0251;11.77
248;16:07:27;19-4-2021;8.1;0.221;0.0324;101.55;14.72;7.3;0.31;-0.05;0.0251;11.77
249;16:07:27;19-4-2021;8.13;0.221;0.0324;101.58;14.73;7.3;0.3;-0.05;0.0251;11.77
250;16:07:28;19-4-2021;8.17;0.221;0.0324;101.57;14.73;7.3;0.32;-0.05;0.0251;11.76
251;16:07:28;19-4-2021;8.2;0.221;0.0324;101.52;14.72;7.3;0.32;-0.05;0.0251;11.76
252;16:07:28;19-4-2021;8.22;0.221;0.0324;101.48;14.71;7.3;0.33;-0.05;0.0251;11.76
253;16:07:28;19-4-2021;8.31;0.221;0.0324;101.55;14.72;7.3;0.36;-0.05;0.0251;11.77
254;16:07:28;19-4-2021;8.4;0.221;0.0323;101.55;14.72;7.3;0.36;-0.05;0.025;11.76
255;16:07:28;19-4-2021;8.49;0.221;0.0324;101.54;14.72;7.3;0.34;-0.05;0.0251;11.77
256;16:07:29;19-4-2021;8.56;0.221;0.0324;101.53;14.72;7.3;0.31;-0.05;0.0251;11.77
257;16:07:29;19-4-2021;8.59;0.22;0.0324;101.51;14.72;7.3;0.3;-0.05;0.0251;11.76
258;16:07:29;19-4-2021;8.7;0.221;0.0323;101.51;14.72;7.3;0.31;-0.05;0.025;11.76
259;16:07:29;19-4-2021;8.77;0.221;0.0323;101.53;14.72;7.3;0.31;-0.05;0.025;11.76
260;16:07:29;19-4-2021;8.77;0.221;0.0323;101.53;14.72;7.3;0.31;-0.05;0.025;11.76
261;16:07:29;19-4-2021;8.86;0.221;0.0324;101.53;14.72;7.3;0.32;-0.05;0.0251;11.76
262;16:07:29;19-4-2021;8.86;0.221;0.0324;101.48;14.71;7.3;0.36;-0.05;0.0251;11.77
263;16:07:30;19-4-2021;8.95;0.221;0.0324;101.51;14.72;7.3;0.34;-0.05;0.0251;11.77
264;16:07:30;19-4-2021;9.02;0.22;0.0324;101.51;14.72;7.3;0.34;-0.05;0.0251;11.76
265;16:07:30;19-4-2021;9.07;0.22;0.0324;101.48;14.71;7.3;0.33;-0.05;0.0251;11.77
266;16:07:30;19-4-2021;9.15;0.22;0.0323;101.52;14.72;7.3;0.33;-0.05;0.025;11.76
267;16:07:30;19-4-2021;9.16;0.22;0.0324;101.46;14.71;7.31;0.36;-0.05;0.0251;11.76
268;16:07:30;19-4-2021;9.22;0.221;0.0324;101.46;14.71;7.31;0.36;-0.05;0.0251;11.76
269;16:07:30;19-4-2021;9.25;0.22;0.0324;101.43;14.71;7.31;0.36;-0.05;0.0251;11.76
270;16:07:31;19-4-2021;9.32;0.22;0.0324;101.49;14.71;7.31;0.35;-0.05;0.0251;11.76
271;16:07:31;19-4-2021;9.34;0.22;0.0323;101.51;14.72;7.31;0.35;-0.05;0.025;11.76
272;16:07:31;19-4-2021;9.34;0.221;0.0324;101.49;14.71;7.31;0.37;-0.05;0.0251;11.77
273;16:07:31;19-4-2021;9.41;0.22;0.0324;101.52;14.72;7.31;0.36;-0.05;0.0251;11.77
274;16:07:31;19-4-2021;9.47;0.22;0.0324;101.48;14.71;7.31;0.36;-0.05;0.0251;11.77
275;16:07:31;19-4-2021;9.52;0.22;0.0324;101.41;14.7;7.31;0.34;-0.05;0.0251;11.76
276;16:07:32;19-4-2021;9.59;0.22;0.0324;101.45;14.71;7.31;0.36;-0.05;0.0251;11.76
277;16:07:32;19-4-2021;9.64;0.219;0.0324;101.47;14.71;7.31;0.38;-0.05;0.0251;11.77
278;16:07:32;19-4-2021;9.75;0.22;0.0324;101.46;14.71;7.31;0.35;-0.05;0.0251;11.77
279;16:07:32;19-4-2021;9.82;0.221;0.0324;101.45;14.71;7.31;0.34;-0.05;0.0251;11.77
280;16:07:32;19-4-2021;9.91;0.22;0.0323;101.45;14.71;7.31;0.33;-0.05;0.025;11.77
281;16:07:32;19-4-2021;9.93;0.223;0.0323;101.53;14.72;7.31;0.36;-0.05;0.025;11.76
282;16:07:32;19-4-2021;10.03;0.226;0.0323;101.53;14.72;7.31;0.33;-0.05;0.025;11.76
283;16:07:33;19-4-2021;10.12;0.228;0.0323;101.5;14.71;7.31;0.28;-0.05;0.025;11.76
284;16:07:33;19-4-2021;10.14;0.23;0.0323;101.49;14.71;7.31;0.26;-0.05;0.025;11.77
285;16:07:33;19-4-2021;10.19;0.23;0.0323;101.41;14.7;7.31;0.26;-0.05;0.025;11.77
286;16:07:33;19-4-2021;10.27;0.231;0.0323;101.42;14.7;7.31;0.32;-0.05;0.025;11.77
287;16:07:33;19-4-2021;10.32;0.23;0.0323;101.51;14.71;7.31;0.31;-0.05;0.025;11.76
288;16:07:33;19-4-2021;10.37;0.23;0.0323;101.53;14.72;7.31;0.3;-0.05;0.025;11.76
289;16:07:33;19-4-2021;10.46;0.23;0.0323;101.52;14.71;7.31;0.31;-0.05;0.025;11.77
290;16:07:34;19-4-2021;10.46;0.231;0.0323;101.54;14.72;7.31;0.28;-0.05;0.025;11.77
291;16:07:34;19-4-2021;10.5;0.231;0.0323;101.5;14.71;7.31;0.26;-0.05;0.025;11.76
292;16:07:34;19-4-2021;10.53;0.231;0.0323;101.51;14.71;7.31;0.27;-0.06;0.025;11.76
293;16:07:34;19-4-2021;10.57;0.232;0.0323;101.51;14.71;7.31;0.26;-0.05;0.025;11.76
294;16:07:34;19-4-2021;10.6;0.232;0.0323;101.49;14.71;7.31;0.23;-0.05;0.025;11.77
295;16:07:34;19-4-2021;10.64;0.232;0.0323;101.5;14.71;7.31;0.21;-0.05;0.025;11.77
296;16:07:35;19-4-2021;10.73;0.233;0.0323;101.49;14.71;7.31;0.19;-0.05;0.025;11.77
297;16:07:35;19-4-2021;10.82;0.234;0.0323;101.48;14.71;7.31;0.2;-0.05;0.025;11.76
298;16:07:35;19-4-2021;10.89;0.234;0.0323;101.37;14.69;7.32;0.2;-0.05;0.025;11.77
299;16:07:35;19-4-2021;10.98;0.234;0.0323;101.34;14.69;7.32;0.19;-0.05;0.025;11.76
300;16:07:35;19-4-2021;10.98;0.236;0.0323;101.33;14.69;7.32;0.17;-0.05;0.025;11.77
301;16:07:35;19-4-2021;11.05;0.236;0.0323;101.35;14.69;7.32;0.2;-0.05;0.025;11.76
302;16:07:35;19-4-2021;11.12;0.237;0.0323;101.31;14.68;7.32;0.22;-0.05;0.025;11.76
303;16:07:36;19-4-2021;11.15;0.238;0.0323;101.32;14.68;7.32;0.21;-0.06;0.025;11.76
304;16:07:36;19-4-2021;11.14;0.238;0.0323;101.33;14.68;7.32;0.2;-0.05;0.025;11.76
305;16:07:36;19-4-2021;11.19;0.237;0.0323;101.29;14.68;7.32;0.19;-0.05;0.025;11.77
306;16:07:36;19-4-2021;11.24;0.238;0.0323;101.25;14.67;7.32;0.17;-0.04;0.025;11.77
307;16:07:36;19-4-2021;11.35;0.238;0.0323;101.25;14.67;7.32;0.17;-0.05;0.025;11.76
308;16:07:36;19-4-2021;11.38;0.237;0.0323;101.24;14.67;7.32;0.18;-0.05;0.025;11.76
309;16:07:37;19-4-2021;11.38;0.239;0.0323;101.19;14.66;7.32;0.2;-0.05;0.025;11.76
310;16:07:37;19-4-2021;11.4;0.237;0.0323;101.12;14.65;7.32;0.19;-0.05;0.025;11.77
311;16:07:37;19-4-2021;11.49;0.238;0.0323;101.18;14.66;7.32;0.19;-0.05;0.025;11.77
312;16:07:37;19-4-2021;11.54;0.237;0.0323;101.17;14.66;7.32;0.2;-0.05;0.025;11.77
313;16:07:37;19-4-2021;11.58;0.238;0.0323;101.12;14.65;7.32;0.19;-0.05;0.025;11.76
314;16:07:37;19-4-2021;11.65;0.237;0.0323;101.05;14.64;7.32;0.18;-0.05;0.025;11.76
315;16:07:37;19-4-2021;11.7;0.237;0.0323;101.05;14.64;7.32;0.17;-0.05;0.025;11.76
316;16:07:38;19-4-2021;11.79;0.238;0.0323;101.06;14.65;7.32;0.17;-0.05;0.025;11.76
317;16:07:38;19-4-2021;11.88;0.239;0.0323;101.08;14.65;7.32;0.18;-0.05;0.025;11.77
318;16:07:38;19-4-2021;11.97;0.239;0.0323;101;14.64;7.32;0.19;-0.05;0.025;11.77
319;16:07:38;19-4-2021;12.02;0.239;0.0323;100.95;14.63;7.32;0.18;-0.05;0.025;11.76
320;16:07:38;19-4-2021;12.08;0.239;0.0323;100.94;14.63;7.32;0.18;-0.05;0.025;11.76
321;16:07:38;19-4-2021;12.13;0.239;0.0323;100.93;14.63;7.32;0.18;-0.05;0.025;11.77
322;16:07:38;19-4-2021;12.18;0.239;0.0323;100.87;14.62;7.32;0.18;-0.05;0.025;11.77
323;16:07:39;19-4-2021;12.18;0.24;0.0323;100.92;14.62;7.32;0.18;-0.05;0.025;11.77
324;16:07:39;19-4-2021;12.29;0.239;0.0323;100.88;14.62;7.32;0.18;-0.05;0.025;11.76
325;16:07:39;19-4-2021;12.34;0.24;0.0323;100.84;14.61;7.32;0.2;-0.05;0.025;11.76
326;16:07:39;19-4-2021;12.38;0.24;0.0324;100.8;14.61;7.32;0.2;-0.05;0.025;11.76
327;16:07:39;19-4-2021;12.47;0.24;0.0324;100.82;14.61;7.32;0.2;-0.05;0.0251;11.76
328;16:07:39;19-4-2021;12.54;0.241;0.0324;100.78;14.6;7.32;0.18;-0.05;0.025;11.77
329;16:07:40;19-4-2021;12.61;0.24;0.0324;100.75;14.6;7.32;0.19;-0.05;0.025;11.76
330;16:07:40;19-4-2021;12.66;0.24;0.0324;100.71;14.59;7.32;0.19;-0.05;0.0251;11.76
331;16:07:40;19-4-2021;12.73;0.24;0.0324;100.68;14.59;7.32;0.2;-0.05;0.0251;11.77
332;16:07:40;19-4-2021;12.72;0.241;0.0324;100.71;14.59;7.32;0.2;-0.05;0.025;11.76
333;16:07:40;19-4-2021;12.73;0.241;0.0324;100.7;14.59;7.32;0.18;-0.05;0.0251;11.76
334;16:07:40;19-4-2021;12.84;0.241;0.0324;100.68;14.59;7.32;0.19;-0.05;0.025;11.76
335;16:07:40;19-4-2021;12.88;0.241;0.0324;100.63;14.58;7.32;0.19;-0.06;0.025;11.76
336;16:07:41;19-4-2021;12.98;0.242;0.0324;100.66;14.59;7.32;0.21;-0.05;0.025;11.76
337;16:07:41;19-4-2021;13.14;0.242;0.0324;100.6;14.58;7.32;0.2;-0.05;0.0251;11.77
338;16:07:41;19-4-2021;13.18;0.243;0.0324;100.62;14.58;7.32;0.19;-0.05;0.025;11.77
339;16:07:41;19-4-2021;13.21;0.243;0.0324;100.57;14.57;7.32;0.19;-0.05;0.025;11.77
340;16:07:41;19-4-2021;13.32;0.243;0.0324;100.65;14.58;7.32;0.19;-0.05;0.025;11.76
341;16:07:41;19-4-2021;13.34;0.244;0.0324;100.63;14.58;7.32;0.19;-0.05;0.0251;11.76
342;16:07:42;19-4-2021;13.39;0.244;0.0324;100.6;14.58;7.32;0.2;-0.05;0.0251;11.76
343;16:07:42;19-4-2021;13.46;0.245;0.0324;100.64;14.58;7.32;0.19;-0.05;0.0251;11.77
344;16:07:42;19-4-2021;13.52;0.246;0.0324;100.71;14.59;7.32;0.19;-0.05;0.0251;11.76
345;16:07:42;19-4-2021;13.55;0.246;0.0324;100.71;14.59;7.32;0.21;-0.05;0.0251;11.76
346;16:07:42;19-4-2021;13.61;0.248;0.0324;100.64;14.58;7.32;0.2;-0.05;0.0251;11.76
347;16:07:42;19-4-2021;13.66;0.249;0.0324;100.64;14.58;7.32;0.21;-0.05;0.025;11.77
348;16:07:42;19-4-2021;13.75;0.25;0.0324;100.65;14.58;7.32;0.22;-0.05;0.0251;11.77
349;16:07:43;19-4-2021;13.75;0.251;0.0324;100.74;14.59;7.32;0.17;-0.05;0.0251;11.77
350;16:07:43;19-4-2021;13.82;0.252;0.0324;100.75;14.59;7.32;0.16;-0.05;0.0251;11.76
351;16:07:43;19-4-2021;13.87;0.252;0.0324;100.7;14.59;7.32;0.16;-0.05;0.0251;11.77
352;16:07:43;19-4-2021;13.93;0.253;0.0324;100.72;14.59;7.32;0.16;-0.05;0.0251;11.77
353;16:07:43;19-4-2021;13.98;0.253;0.0324;100.73;14.59;7.32;0.17;-0.05;0.025;11.76
354;16:07:43;19-4-2021;14.09;0.254;0.0324;100.72;14.59;7.32;0.19;-0.05;0.0251;11.76
355;16:07:43;19-4-2021;14.16;0.254;0.0324;100.76;14.6;7.32;0.19;-0.06;0.025;11.76
356;16:07:44;19-4-2021;14.26;0.255;0.0324;100.72;14.59;7.33;0.18;-0.06;0.025;11.76
357;16:07:44;19-4-2021;14.33;0.255;0.0323;100.68;14.58;7.33;0.17;-0.06;0.025;11.76
358;16:07:44;19-4-2021;14.39;0.256;0.0323;100.7;14.58;7.33;0.17;-0.05;0.025;11.77
359;16:07:44;19-4-2021;14.42;0.256;0.0323;100.66;14.58;7.33;0.16;-0.05;0.025;11.76
360;16:07:44;19-4-2021;14.51;0.257;0.0323;100.67;14.58;7.33;0.17;-0.05;0.025;11.76
361;16:07:44;19-4-2021;14.56;0.258;0.0323;100.65;14.58;7.33;0.18;-0.05;0.025;11.76
362;16:07:45;19-4-2021;14.62;0.258;0.0323;100.71;14.59;7.33;0.16;-0.05;0.025;11.76
363;16:07:45;19-4-2021;14.71;0.258;0.0323;100.66;14.58;7.33;0.15;-0.05;0.025;11.76
364;16:07:45;19-4-2021;14.71;0.259;0.0323;100.7;14.58;7.33;0.15;-0.05;0.025;11.76
365;16:07:45;19-4-2021;14.78;0.259;0.0323;100.68;14.58;7.33;0.15;-0.05;0.025;11.76
366;16:07:45;19-4-2021;14.88;0.258;0.0323;100.71;14.59;7.33;0.16;-0.05;0.025;11.76
367;16:07:45;19-4-2021;14.92;0.26;0.0323;100.75;14.59;7.33;0.17;-0.06;0.025;11.76
368;16:07:45;19-4-2021;14.97;0.26;0.0323;100.76;14.59;7.33;0.16;-0.05;0.025;11.76
369;16:07:46;19-4-2021;14.97;0.261;0.0323;100.71;14.58;7.33;0.16;-0.06;0.025;11.76
370;16:07:46;19-4-2021;15.04;0.262;0.0323;100.67;14.58;7.33;0.15;-0.05;0.025;11.77
371;16:07:46;19-4-2021;15.1;0.262;0.0323;100.66;14.58;7.33;0.14;-0.05;0.025;11.77
372;16:07:46;19-4-2021;15.24;0.262;0.0323;100.65;14.58;7.33;0.14;-0.05;0.025;11.76
373;16:07:46;19-4-2021;15.29;0.262;0.0323;100.65;14.58;7.33;0.14;-0.05;0.025;11.76
374;16:07:46;19-4-2021;15.35;0.263;0.0323;100.65;14.58;7.33;0.16;-0.05;0.025;11.76
375;16:07:47;19-4-2021;15.4;0.264;0.0323;100.53;14.56;7.33;0.15;-0.05;0.025;11.76
376;16:07:47;19-4-2021;15.52;0.264;0.0323;100.52;14.56;7.33;0.15;-0.05;0.025;11.76
377;16:07:47;19-4-2021;15.58;0.264;0.0323;100.52;14.56;7.33;0.16;-0.05;0.025;11.77
378;16:07:47;19-4-2021;15.61;0.266;0.0322;100.5;14.55;7.33;0.15;-0.05;0.0249;11.76
379;16:07:47;19-4-2021;15.67;0.267;0.0323;100.47;14.55;7.33;0.15;-0.05;0.025;11.76
380;16:07:47;19-4-2021;15.7;0.267;0.0322;100.4;14.54;7.33;0.16;-0.05;0.0249;11.76
381;16:07:47;19-4-2021;15.77;0.267;0.0322;100.42;14.54;7.33;0.18;-0.05;0.0249;11.77
382;16:07:48;19-4-2021;15.79;0.268;0.0322;100.45;14.54;7.33;0.17;-0.05;0.0249;11.77
383;16:07:48;19-4-2021;15.84;0.269;0.0322;100.4;14.54;7.33;0.16;-0.05;0.0249;11.77
384;16:07:48;19-4-2021;15.86;0.269;0.0323;100.35;14.53;7.33;0.16;-0.05;0.0249;11.76
385;16:07:48;19-4-2021;15.92;0.269;0.0322;100.29;14.52;7.33;0.17;-0.05;0.0249;11.76
386;16:07:48;19-4-2021;15.93;0.27;0.0323;100.31;14.52;7.33;0.16;-0.05;0.0249;11.77
387;16:07:48;19-4-2021;15.99;0.269;0.0322;100.35;14.53;7.33;0.15;-0.05;0.0249;11.76
388;16:07:48;19-4-2021;16.06;0.27;0.0322;100.37;14.53;7.33;0.15;-0.05;0.0249;11.76
389;16:07:49;19-4-2021;16.11;0.269;0.0322;100.32;14.52;7.33;0.14;-0.05;0.0249;11.76
390;16:07:49;19-4-2021;16.2;0.27;0.0322;100.33;14.53;7.33;0.14;-0.05;0.0249;11.76
391;16:07:49;19-4-2021;16.25;0.271;0.0322;100.29;14.52;7.33;0.14;-0.05;0.0249;11.76
392;16:07:49;19-4-2021;16.38;0.273;0.0322;100.21;14.51;7.33;0.14;-0.05;0.0249;11.77
393;16:07:49;19-4-2021;16.45;0.273;0.0322;100.23;14.51;7.33;0.15;-0.05;0.0249;11.77
394;16:07:49;19-4-2021;16.47;0.273;0.0322;100.16;14.5;7.33;0.15;-0.05;0.0249;11.76
395;16:07:50;19-4-2021;16.52;0.274;0.0322;100.12;14.49;7.33;0.15;-0.05;0.0249;11.76
396;16:07:50;19-4-2021;16.55;0.275;0.0322;100.11;14.49;7.33;0.16;-0.05;0.0249;11.76
397;16:07:50;19-4-2021;16.61;0.275;0.0322;100.1;14.49;7.33;0.15;-0.05;0.0249;11.76
398;16:07:50;19-4-2021;16.66;0.276;0.0322;100.12;14.49;7.33;0.15;-0.05;0.0249;11.76
399;16:07:50;19-4-2021;16.7;0.277;0.0322;100.18;14.5;7.33;0.17;-0.05;0.0249;11.76
400;16:07:50;19-4-2021;16.75;0.277;0.0322;100.16;14.5;7.33;0.17;-0.05;0.0249;11.76
401;16:07:50;19-4-2021;16.79;0.278;0.0322;100.14;14.5;7.33;0.16;-0.05;0.0249;11.76
402;16:07:51;19-4-2021;16.86;0.279;0.0322;100.1;14.49;7.33;0.14;-0.05;0.0249;11.77
403;16:07:51;19-4-2021;16.95;0.277;0.0322;100.06;14.48;7.33;0.14;-0.05;0.0249;11.77
404;16:07:51;19-4-2021;16.98;0.279;0.0322;99.99;14.47;7.33;0.13;-0.05;0.0249;11.76
405;16:07:51;19-4-2021;17.05;0.279;0.0322;99.99;14.47;7.33;0.13;-0.05;0.0249;11.76
406;16:07:51;19-4-2021;17.07;0.28;0.0322;100.01;14.48;7.33;0.13;-0.04;0.0249;11.76
407;16:07:51;19-4-2021;17.12;0.28;0.0322;99.97;14.47;7.33;0.14;-0.05;0.0249;11.76
408;16:07:52;19-4-2021;17.19;0.28;0.0322;99.96;14.47;7.33;0.14;-0.05;0.0249;11.77
409;16:07:52;19-4-2021;17.21;0.282;0.0322;99.89;14.46;7.33;0.14;-0.05;0.0249;11.76
410;16:07:52;19-4-2021;17.35;0.283;0.0322;99.95;14.47;7.33;0.14;-0.05;0.0249;11.76
411;16:07:52;19-4-2021;17.37;0.283;0.0322;99.94;14.46;7.33;0.15;-0.05;0.0249;11.76
412;16:07:52;19-4-2021;17.41;0.283;0.0322;99.9;14.46;7.33;0.15;-0.05;0.0249;11.77
413;16:07:52;19-4-2021;17.51;0.283;0.0322;99.85;14.45;7.33;0.15;-0.05;0.0249;11.76
414;16:07:52;19-4-2021;17.57;0.285;0.0322;99.82;14.45;7.33;0.14;-0.05;0.0249;11.76
415;16:07:53;19-4-2021;17.69;0.285;0.0322;99.8;14.44;7.33;0.15;-0.05;0.0249;11.76
416;16:07:53;19-4-2021;17.75;0.285;0.0322;99.85;14.45;7.33;0.15;-0.05;0.0249;11.76
417;16:07:53;19-4-2021;17.76;0.286;0.0322;99.85;14.45;7.33;0.15;-0.05;0.0249;11.76
418;16:07:53;19-4-2021;17.83;0.287;0.0322;99.87;14.45;7.33;0.14;-0.05;0.0249;11.77
419;16:07:53;19-4-2021;17.89;0.287;0.0322;99.88;14.45;7.33;0.15;-0.05;0.0249;11.76
420;16:07:53;19-4-2021;17.91;0.287;0.0322;99.87;14.45;7.33;0.15;-0.05;0.0249;11.76
421;16:07:53;19-4-2021;17.98;0.288;0.0322;99.89;14.46;7.33;0.15;-0.05;0.0249;11.76
422;16:07:54;19-4-2021;18.01;0.288;0.0322;99.87;14.45;7.33;0.15;-0.05;0.0249;11.76
423;16:07:54;19-4-2021;18.1;0.288;0.0322;99.84;14.45;7.33;0.15;-0.05;0.0249;11.76
424;16:07:54;19-4-2021;18.23;0.289;0.0322;99.78;14.44;7.33;0.14;-0.05;0.0249;11.76
425;16:07:54;19-4-2021;18.35;0.289;0.0322;99.77;14.44;7.33;0.14;-0.05;0.0249;11.77
426;16:07:54;19-4-2021;18.39;0.289;0.0322;99.8;14.44;7.33;0.16;-0.05;0.0249;11.76
427;16:07:54;19-4-2021;18.44;0.29;0.0323;99.76;14.44;7.33;0.15;-0.05;0.0249;11.76
428;16:07:55;19-4-2021;18.46;0.289;0.0323;99.74;14.43;7.33;0.16;-0.05;0.025;11.76
429;16:07:55;19-4-2021;18.49;0.291;0.0323;99.74;14.43;7.33;0.15;-0.05;0.025;11.76
430;16:07:55;19-4-2021;18.54;0.291;0.0323;99.7;14.43;7.33;0.14;-0.05;0.025;11.76
431;16:07:55;19-4-2021;18.62;0.292;0.0323;99.66;14.42;7.33;0.14;-0.05;0.025;11.76
432;16:07:55;19-4-2021;18.7;0.293;0.0323;99.67;14.42;7.33;0.14;-0.05;0.025;11.77
433;16:07:55;19-4-2021;18.78;0.294;0.0323;99.66;14.42;7.33;0.14;-0.04;0.025;11.76
434;16:07:55;19-4-2021;18.83;0.295;0.0323;99.61;14.41;7.33;0.15;-0.04;0.025;11.77
435;16:07:56;19-4-2021;18.88;0.295;0.0323;99.57;14.41;7.33;0.14;-0.05;0.025;11.77
436;16:07:56;19-4-2021;18.94;0.295;0.0323;99.64;14.42;7.33;0.14;-0.05;0.025;11.77
437;16:07:56;19-4-2021;18.97;0.296;0.0323;99.62;14.41;7.33;0.13;-0.05;0.025;11.76
438;16:07:56;19-4-2021;19.1;0.296;0.0323;99.59;14.41;7.33;0.14;-0.05;0.025;11.76
439;16:07:56;19-4-2021;19.17;0.297;0.0323;99.58;14.41;7.33;0.14;-0.05;0.025;11.76
440;16:07:56;19-4-2021;19.22;0.297;0.0323;99.58;14.41;7.33;0.15;-0.05;0.025;11.76
441;16:07:56;19-4-2021;19.22;0.299;0.0323;99.58;14.41;7.33;0.15;-0.05;0.025;11.76
442;16:07:57;19-4-2021;19.29;0.3;0.0323;99.65;14.42;7.33;0.15;-0.05;0.025;11.76
443;16:07:57;19-4-2021;19.34;0.3;0.0323;99.66;14.42;7.33;0.16;-0.05;0.0249;11.76
444;16:07:57;19-4-2021;19.36;0.301;0.0323;99.63;14.41;7.33;0.16;-0.05;0.025;11.76
445;16:07:57;19-4-2021;19.45;0.302;0.0323;99.59;14.41;7.33;0.14;-0.05;0.0249;11.76
446;16:07:57;19-4-2021;19.56;0.303;0.0323;99.57;14.4;7.33;0.14;-0.05;0.0249;11.76
447;16:07:57;19-4-2021;19.58;0.305;0.0323;99.59;14.4;7.33;0.14;-0.05;0.0249;11.76
448;16:07:58;19-4-2021;19.65;0.305;0.0323;99.6;14.41;7.33;0.15;-0.05;0.0249;11.76
449;16:07:58;19-4-2021;19.74;0.306;0.0322;99.52;14.39;7.33;0.16;-0.04;0.0249;11.76
450;16:07:58;19-4-2021;19.79;0.305;0.0322;99.52;14.4;7.33;0.17;-0.05;0.0249;11.76
451;16:07:58;19-4-2021;19.84;0.307;0.0322;99.54;14.4;7.33;0.16;-0.05;0.0249;11.76
452;16:07:58;19-4-2021;19.9;0.308;0.0322;99.59;14.4;7.33;0.15;-0.05;0.0249;11.76
453;16:07:58;19-4-2021;19.98;0.309;0.0322;99.58;14.4;7.33;0.15;-0.05;0.0249;11.77
