From file: CTD 1335 291020;Instrument no.:;1335;;;;;;;;;;
Ser;Interval (sec);Integration;Air pressure;Salinity;Chart Datum (dbar);;;;;;;
1;42;0,02;0,03;5,380;0,23;95,49;11,59;-0,024;1427,89;0,11;27-10-2020;09:35:02
1;43;0,03;0,04;5,378;0,17;95,36;11,58;-0,015;1427,89;0,17;27-10-2020;09:35:04
1;44;0,03;0,04;5,383;0,17;95,31;11,57;-0,016;1427,91;0,03;27-10-2020;09:35:06
1;45;0,03;0,04;5,385;0,42;95,29;11,56;-0,016;1427,92;0,11;27-10-2020;09:35:08
1;46;0,04;0,05;5,385;0,18;95,20;11,55;-0,008;1427,93;0,05;27-10-2020;09:35:10
1;47;0,03;0,04;5,386;2,14;95,20;11,55;-0,016;1427,93;0,13;27-10-2020;09:35:12
1;48;0,02;0,03;5,390;0,17;95,19;11,55;-0,024;1427,93;0,04;27-10-2020;09:35:14
1;49;0,02;0,03;5,390;0,19;95,17;11,55;-0,024;1427,93;0,08;27-10-2020;09:35:16
1;50;0,03;0,04;5,389;0,22;95,12;11,54;-0,016;1427,94;0,10;27-10-2020;09:35:18
1;51;0,02;0,03;5,391;0,23;95,09;11,54;-0,024;1427,93;0,14;27-10-2020;09:35:20
1;52;0,04;0,05;5,392;0,17;95,01;11,53;-0,007;1427,97;0,33;27-10-2020;09:35:22
1;53;0,02;0,03;5,392;0,25;95,07;11,54;-0,022;1427,95;0,56;27-10-2020;09:35:24
1;54;0,03;0,04;5,395;0,21;95,00;11,53;-0,012;1427,98;0,91;27-10-2020;09:35:26
1;55;0,03;0,04;5,395;0,22;95,04;11,53;-0,011;1427,98;1,23;27-10-2020;09:35:28
1;56;0,03;0,04;5,399;0,24;94,97;11,52;-0,009;1428,01;1,53;27-10-2020;09:35:30
1;57;0,03;0,04;5,402;0,26;95,00;11,52;-0,008;1428,02;1,86;27-10-2020;09:35:32
1;58;0,02;0,03;5,399;0,24;94,91;11,52;-0,014;1428,00;2,21;27-10-2020;09:35:34
1;59;0,02;0,03;5,398;0,28;94,94;11,52;-0,013;1428,00;2,47;27-10-2020;09:35:36
1;60;0,04;0,05;5,402;0,26;94,92;11,51;0,005;1428,05;2,78;27-10-2020;09:35:38
1;61;0,04;0,05;5,400;0,23;94,89;11,51;0,007;1428,05;3,17;27-10-2020;09:35:40
1;62;0,03;0,04;5,403;0,26;94,94;11,52;0,000;1428,05;3,49;27-10-2020;09:35:42
1;63;0,03;0,04;5,399;0,24;94,86;11,51;0,002;1428,04;3,85;27-10-2020;09:35:44
1;64;0,03;0,04;5,400;0,24;94,79;11,50;0,004;1428,05;4,25;27-10-2020;09:35:46
1;65;0,02;0,03;5,399;0,25;94,82;11,50;-0,003;1428,04;4,51;27-10-2020;09:35:48
1;66;0,03;0,04;5,402;0,23;94,85;11,51;0,007;1428,07;4,86;27-10-2020;09:35:50
1;67;0,04;0,05;5,402;0,25;94,81;11,50;0,016;1428,09;5,10;27-10-2020;09:35:52
1;68;0,03;0,04;5,399;0,26;94,72;11,49;0,010;1428,07;5,41;27-10-2020;09:35:54
1;69;0,04;0,05;5,403;0,24;94,69;11,49;0,019;1428,10;5,68;27-10-2020;09:35:56
1;70;0,04;0,05;5,402;0,24;94,68;11,48;0,020;1428,10;5,94;27-10-2020;09:35:58
1;71;0,02;0,03;5,404;0,28;94,62;11,48;0,006;1428,09;6,26;27-10-2020;09:36:00
1;72;0,03;0,04;5,402;0,25;94,58;11,47;0,016;1428,10;6,71;27-10-2020;09:36:02
1;73;0,03;0,04;5,404;0,25;94,59;11,47;0,018;1428,11;7,10;27-10-2020;09:36:04
1;74;0,03;0,04;5,404;0,27;94,61;11,48;0,020;1428,12;7,44;27-10-2020;09:36:06
1;75;0,02;0,03;5,404;0,37;94,52;11,47;0,013;1428,11;7,83;27-10-2020;09:36:08
1;76;0,03;0,04;5,403;0,27;94,51;11,46;0,023;1428,13;8,18;27-10-2020;09:36:10
1;77;0,04;0,05;5,400;0,28;94,52;11,47;0,033;1428,13;8,58;27-10-2020;09:36:12
1;78;0,03;0,04;5,401;0,28;94,76;11,50;0,027;1428,13;8,98;27-10-2020;09:36:14
1;79;0,03;0,04;5,404;0,28;95,01;11,52;0,029;1428,15;9,30;27-10-2020;09:36:16
1;80;0,03;0,04;5,407;0,26;95,00;11,52;0,031;1428,17;9,75;27-10-2020;09:36:18
1;81;0,03;0,04;5,408;0,29;94,93;11,51;0,033;1428,18;10,19;27-10-2020;09:36:20
1;82;0,04;0,05;5,411;0,36;94,71;11,49;0,043;1428,21;10,64;27-10-2020;09:36:22
1;83;0,03;0,04;5,415;0,26;94,82;11,50;0,037;1428,23;11,06;27-10-2020;09:36:24
1;84;0,03;0,04;5,409;0,22;94,72;11,49;0,039;1428,21;11,46;27-10-2020;09:36:26
1;85;0,04;0,05;5,411;0,28;94,50;11,46;0,049;1428,23;11,91;27-10-2020;09:36:28
1;86;0,03;0,04;5,413;0,26;94,43;11,45;0,043;1428,24;12,29;27-10-2020;09:36:30
1;87;0,03;0,04;5,415;0,25;94,35;11,44;0,046;1428,25;12,81;27-10-2020;09:36:32
1;88;0,03;0,04;5,415;0,27;94,31;11,44;0,048;1428,26;13,29;27-10-2020;09:36:34
1;89;0,03;0,04;5,413;0,26;94,32;11,44;0,050;1428,26;13,59;27-10-2020;09:36:36
1;90;0,03;0,04;5,415;0,28;94,31;11,44;0,052;1428,27;14,04;27-10-2020;09:36:38
1;91;0,02;0,03;5,415;0,24;94,58;11,47;0,046;1428,27;14,46;27-10-2020;09:36:40
1;92;0,03;0,04;5,416;0,28;94,88;11,51;0,056;1428,29;14,97;27-10-2020;09:36:42
1;93;0,03;0,04;5,415;0,24;95,04;11,53;0,058;1428,29;15,32;27-10-2020;09:36:44
1;94;0,03;0,04;5,415;0,27;94,87;11,50;0,060;1428,30;15,75;27-10-2020;09:36:46
1;95;0,03;0,04;5,414;0,35;94,73;11,49;0,062;1428,30;16,19;27-10-2020;09:36:48
1;96;0,03;0,04;5,414;0,28;94,77;11,49;0,064;1428,31;16,61;27-10-2020;09:36:50
1;97;0,04;0,05;5,412;0,28;94,83;11,50;0,074;1428,32;17,00;27-10-2020;09:36:52
1;98;0,03;0,04;5,409;0,30;94,91;11,51;0,068;1428,30;17,41;27-10-2020;09:36:54
1;99;0,03;0,04;5,408;0,28;94,85;11,50;0,071;1428,30;17,88;27-10-2020;09:36:56
1;100;0,03;0,04;5,410;0,24;94,79;11,50;0,072;1428,32;18,21;27-10-2020;09:36:58
1;101;0,03;0,04;5,409;0,26;94,53;11,47;0,075;1428,32;18,67;27-10-2020;09:37:00
1;102;0,03;0,04;5,410;0,25;94,30;11,44;0,076;1428,33;19,04;27-10-2020;09:37:02
1;103;0,03;0,04;5,412;0,26;94,33;11,44;0,078;1428,34;19,41;27-10-2020;09:37:04
1;104;0,03;0,04;5,411;0,29;94,33;11,44;0,080;1428,34;19,72;27-10-2020;09:37:06
1;105;0,03;0,04;5,412;0,25;94,62;11,48;0,082;1428,36;20,14;27-10-2020;09:37:08
1;106;0,04;0,05;5,413;0,24;94,72;11,49;0,091;1428,38;20,47;27-10-2020;09:37:10
1;107;0,03;0,04;5,412;0,32;94,58;11,47;0,086;1428,37;21,02;27-10-2020;09:37:12
1;108;0,02;0,03;5,411;0,27;94,32;11,44;0,081;1428,36;21,61;27-10-2020;09:37:14
1;109;0,03;0,04;5,409;0,31;94,17;11,42;0,092;1428,37;22,17;27-10-2020;09:37:16
1;110;0,03;0,04;5,409;0,28;94,13;11,42;0,095;1428,38;22,76;27-10-2020;09:37:18
1;111;0,03;0,04;5,410;0,27;94,07;11,41;0,097;1428,40;23,34;27-10-2020;09:37:20
1;112;0,03;0,04;5,411;0,27;94,08;11,41;0,100;1428,41;23,83;27-10-2020;09:37:22
1;113;0,03;0,04;5,410;0,33;94,05;11,41;0,102;1428,41;24,27;27-10-2020;09:37:24
1;114;0,03;0,04;5,412;0,30;94,08;11,41;0,105;1428,43;24,83;27-10-2020;09:37:26
1;115;0,04;0,05;5,412;0,28;94,05;11,41;0,115;1428,45;25,35;27-10-2020;09:37:28
1;116;0,03;0,04;5,412;0,26;94,03;11,40;0,110;1428,45;25,88;27-10-2020;09:37:30
1;117;0,04;0,05;5,413;0,26;94,05;11,41;0,120;1428,47;26,38;27-10-2020;09:37:32
1;118;0,03;0,04;5,410;0,33;94,10;11,41;0,115;1428,45;26,87;27-10-2020;09:37:34
1;119;0,03;0,04;5,410;0,35;94,14;11,42;0,117;1428,46;27,39;27-10-2020;09:37:36
1;120;0,03;0,04;5,410;0,32;94,05;11,41;0,120;1428,47;27,90;27-10-2020;09:37:38
1;121;0,02;0,03;5,410;0,28;94,02;11,40;0,114;1428,46;28,33;27-10-2020;09:37:40
1;122;0,02;0,03;5,409;0,32;93,99;11,40;0,117;1428,47;28,90;27-10-2020;09:37:42
1;123;0,03;0,04;5,410;0,29;94,00;11,40;0,128;1428,49;29,50;27-10-2020;09:37:44
1;124;0,03;0,04;5,410;0,32;94,03;11,40;0,130;1428,50;30,07;27-10-2020;09:37:46
1;125;0,03;0,04;5,410;0,31;93,95;11,39;0,133;1428,51;30,56;27-10-2020;09:37:48
1;126;0,03;0,04;5,410;0,29;93,95;11,39;0,135;1428,52;31,11;27-10-2020;09:37:50
1;127;0,03;0,04;5,411;0,26;93,95;11,39;0,137;1428,53;31,51;27-10-2020;09:37:52
1;128;0,03;0,04;5,411;0,27;93,98;11,40;0,140;1428,54;32,00;27-10-2020;09:37:54
1;129;0,04;0,05;5,411;0,27;93,88;11,39;0,150;1428,56;32,44;27-10-2020;09:37:56
1;130;0,03;0,04;5,412;0,31;94,00;11,40;0,144;1428,56;32,94;27-10-2020;09:37:58
1;131;0,03;0,04;5,413;0,35;93,98;11,40;0,147;1428,57;33,43;27-10-2020;09:38:00
1;132;0,03;0,04;5,411;0,30;94,01;11,40;0,149;1428,57;33,84;27-10-2020;09:38:02
1;133;0,03;0,04;5,413;0,28;93,95;11,39;0,151;1428,58;34,35;27-10-2020;09:38:04
1;134;0,03;0,04;5,414;0,28;93,96;11,39;0,154;1428,60;34,88;27-10-2020;09:38:06
1;135;0,03;0,04;5,413;0,30;93,96;11,39;0,156;1428,60;35,23;27-10-2020;09:38:08
1;136;0,04;0,05;5,414;0,28;93,92;11,39;0,166;1428,62;35,69;27-10-2020;09:38:10
1;137;0,02;0,03;5,413;0,27;93,94;11,39;0,152;1428,60;36,10;27-10-2020;09:38:12
1;138;0,04;0,05;5,413;0,32;93,89;11,39;0,170;1428,63;36,62;27-10-2020;09:38:14
1;139;0,04;0,05;5,415;0,25;93,94;11,39;0,173;1428,65;37,06;27-10-2020;09:38:16
1;140;0,04;0,05;5,413;0,40;93,95;11,39;0,175;1428,65;37,55;27-10-2020;09:38:18
1;141;0,04;0,05;5,411;0,29;93,91;11,39;0,177;1428,64;37,92;27-10-2020;09:38:20
1;142;0,02;0,03;5,412;0,29;93,92;11,39;0,164;1428,63;38,49;27-10-2020;09:38:22
1;143;0,04;0,05;5,412;0,31;93,90;11,39;0,182;1428,66;39,00;27-10-2020;09:38:24
1;144;0,03;0,04;5,414;0,28;93,88;11,38;0,176;1428,67;39,49;27-10-2020;09:38:26
1;145;0,03;0,04;5,415;0,26;93,94;11,39;0,178;1428,68;39,90;27-10-2020;09:38:28
1;146;0,03;0,04;5,416;0,35;93,84;11,38;0,181;1428,69;40,46;27-10-2020;09:38:30
1;147;0,04;0,05;5,415;0,25;93,82;11,38;0,191;1428,71;40,92;27-10-2020;09:38:32
1;148;0,03;0,04;5,412;0,30;93,85;11,38;0,186;1428,69;41,33;27-10-2020;09:38:34
1;149;0,04;0,05;5,416;0,32;93,86;11,38;0,196;1428,73;41,83;27-10-2020;09:38:36
1;150;0,03;0,04;5,416;0,26;93,82;11,38;0,190;1428,72;42,23;27-10-2020;09:38:38
1;151;0,04;0,05;5,413;0,28;93,85;11,38;0,200;1428,73;42,74;27-10-2020;09:38:40
1;152;0,03;0,04;5,413;0,26;93,85;11,38;0,195;1428,72;43,20;27-10-2020;09:38:42
1;153;0,04;0,05;5,413;0,31;93,85;11,38;0,205;1428,74;43,69;27-10-2020;09:38:44
1;154;0,04;0,05;5,413;0,27;93,81;11,38;0,208;1428,75;44,19;27-10-2020;09:38:46
1;155;0,04;0,05;5,413;0,28;93,89;11,39;0,210;1428,76;44,62;27-10-2020;09:38:48
1;156;0,04;0,05;5,415;0,28;93,81;11,38;0,212;1428,77;45,02;27-10-2020;09:38:50
1;157;0,04;0,05;5,417;0,26;93,83;11,38;0,214;1428,79;45,49;27-10-2020;09:38:52
1;158;0,03;0,04;5,416;0,26;93,83;11,38;0,208;1428,78;46,00;27-10-2020;09:38:54
1;159;0,02;0,03;5,417;0,25;93,76;11,37;0,202;1428,78;46,42;27-10-2020;09:38:56
1;160;0,03;0,04;5,418;0,28;93,80;11,37;0,213;1428,80;46,87;27-10-2020;09:38:58
1;161;0,02;0,03;5,417;0,30;93,76;11,37;0,207;1428,79;47,45;27-10-2020;09:39:00
1;162;0,03;0,04;5,415;0,28;93,76;11,37;0,218;1428,81;47,97;27-10-2020;09:39:02
1;163;0,03;0,04;5,417;0,30;93,78;11,37;0,221;1428,82;48,50;27-10-2020;09:39:04
1;164;0,04;0,05;5,417;0,28;93,74;11,37;0,231;1428,85;49,06;27-10-2020;09:39:06
1;165;0,03;0,04;5,418;0,25;93,78;11,37;0,226;1428,85;49,59;27-10-2020;09:39:08
1;166;0,02;0,03;5,417;0,29;93,75;11,37;0,220;1428,83;50,04;27-10-2020;09:39:10
1;167;0,03;0,04;5,416;0,26;93,74;11,37;0,230;1428,85;50,45;27-10-2020;09:39:12
1;168;0,04;0,05;5,419;0,27;93,74;11,37;0,241;1428,88;50,95;27-10-2020;09:39:14
1;169;0,03;0,04;5,418;0,28;93,74;11,37;0,235;1428,88;51,51;27-10-2020;09:39:16
1;170;0,03;0,04;5,416;0,28;93,71;11,36;0,238;1428,88;52,07;27-10-2020;09:39:18
1;171;0,04;0,05;5,416;0,28;93,70;11,36;0,249;1428,90;52,66;27-10-2020;09:39:20
1;172;0,02;0,03;5,417;0,39;93,70;11,36;0,235;1428,88;53,18;27-10-2020;09:39:22
1;173;0,02;0,03;5,416;0,27;93,70;11,36;0,238;1428,89;53,70;27-10-2020;09:39:24
1;174;0,04;0,05;5,417;0,29;93,72;11,36;0,257;1428,93;54,21;27-10-2020;09:39:26
1;175;0,02;0,03;5,417;0,28;93,71;11,36;0,243;1428,91;54,66;27-10-2020;09:39:28
1;176;0,01;0,01;5,417;0,30;93,74;11,37;0,237;1428,90;55,16;27-10-2020;09:39:30
1;177;0,02;0,03;5,418;0,28;93,65;11,36;0,248;1428,93;55,72;27-10-2020;09:39:32
1;178;0,03;0,04;5,419;0,32;93,67;11,36;0,259;1428,96;56,34;27-10-2020;09:39:34
1;179;0,01;0,01;5,418;0,27;93,66;11,36;0,246;1428,93;56,91;27-10-2020;09:39:36
1;180;0,03;0,04;5,417;0,33;93,64;11,35;0,265;1428,96;57,48;27-10-2020;09:39:38
1;181;0,03;0,04;5,417;0,54;93,67;11,36;0,267;1428,97;57,96;27-10-2020;09:39:40
1;182;0,03;0,04;5,417;0,28;93,67;11,36;0,270;1428,98;58,50;27-10-2020;09:39:42
1;183;0,01;0,01;5,415;0,35;93,64;11,36;0,257;1428,96;59,17;27-10-2020;09:39:44
1;184;0,02;0,03;5,413;0,27;93,68;11,36;0,267;1428,97;59,60;27-10-2020;09:39:46
1;185;0,03;0,04;5,414;0,26;93,68;11,36;0,277;1428,99;60,03;27-10-2020;09:39:48
1;186;0,02;0,03;5,412;0,31;93,61;11,35;0,272;1428,98;60,56;27-10-2020;09:39:50
1;187;0,02;0,03;5,412;0,30;93,62;11,35;0,273;1428,98;60,92;27-10-2020;09:39:52
1;188;0,02;0,03;5,413;0,28;93,65;11,36;0,276;1429,00;61,40;27-10-2020;09:39:54
1;189;0,02;0,03;5,412;0,27;93,65;11,36;0,278;1429,00;61,83;27-10-2020;09:39:56
1;190;0,02;0,03;5,414;0,33;93,65;11,36;0,280;1429,01;62,29;27-10-2020;09:39:58
1;191;0,03;0,04;5,416;0,30;93,63;11,35;0,290;1429,04;62,75;27-10-2020;09:40:00
1;192;0,03;0,04;5,415;0,26;93,61;11,35;0,293;1429,05;63,20;27-10-2020;09:40:02
1;193;0,03;0,04;5,414;0,29;93,63;11,35;0,295;1429,05;63,74;27-10-2020;09:40:04
1;194;0,02;0,03;5,413;0,29;93,61;11,35;0,290;1429,04;64,28;27-10-2020;09:40:06
1;195;0,02;0,03;5,414;0,29;93,59;11,35;0,293;1429,06;64,93;27-10-2020;09:40:08
1;196;0,04;0,05;5,412;0,27;93,58;11,35;0,312;1429,08;65,52;27-10-2020;09:40:10
1;197;0,03;0,04;5,411;0,28;93,62;11,35;0,307;1429,07;66,05;27-10-2020;09:40:12
1;198;0,02;0,03;5,413;0,28;93,58;11,35;0,302;1429,08;66,72;27-10-2020;09:40:14
1;199;0,02;0,03;5,410;0,34;93,57;11,35;0,305;1429,08;67,34;27-10-2020;09:40:16
1;200;0,03;0,04;5,412;0,43;93,60;11,35;0,315;1429,10;67,79;27-10-2020;09:40:18
1;201;0,02;0,03;5,411;0,28;93,60;11,35;0,310;1429,10;68,42;27-10-2020;09:40:20
1;202;0,03;0,04;5,413;0,29;93,56;11,35;0,321;1429,13;69,02;27-10-2020;09:40:22
1;203;0,02;0,03;5,412;0,33;93,58;11,35;0,316;1429,12;69,57;27-10-2020;09:40:24
1;204;0,01;0,01;5,412;0,27;93,56;11,35;0,310;1429,12;70,12;27-10-2020;09:40:26
1;205;0,02;0,03;5,411;0,31;93,57;11,35;0,321;1429,13;70,62;27-10-2020;09:40:28
1;206;0,02;0,03;5,411;0,28;93,59;11,35;0,323;1429,14;71,02;27-10-2020;09:40:30
1;207;0,03;0,04;5,412;0,29;93,49;11,34;0,333;1429,16;71,45;27-10-2020;09:40:32
1;208;0,01;0,01;5,413;0,26;93,53;11,34;0,318;1429,14;71,70;27-10-2020;09:40:34
1;209;0,01;0,01;5,412;0,28;90,82;11,02;0,319;1429,14;71,76;27-10-2020;09:40:36
1;210;0,02;0,03;5,411;0,31;87,34;10,59;0,326;1429,15;71,70;27-10-2020;09:40:38
1;211;0,02;0,03;5,410;0,29;91,18;11,06;0,325;1429,14;71,39;27-10-2020;09:40:40
1;212;0,04;0,05;5,411;0,29;92,12;11,17;0,341;1429,17;71,38;27-10-2020;09:40:42
1;213;0,02;0,03;5,411;0,29;92,58;11,23;0,324;1429,14;71,25;27-10-2020;09:40:44
1;214;0,03;0,04;5,413;0,28;93,17;11,30;0,333;1429,17;71,35;27-10-2020;09:40:46
1;215;0,03;0,04;5,414;0,30;93,41;11,33;0,332;1429,17;71,34;27-10-2020;09:40:48
1;216;0,02;0,03;5,414;0,29;93,44;11,33;0,324;1429,16;71,30;27-10-2020;09:40:50
1;217;0,01;0,01;5,415;0,26;93,45;11,33;0,316;1429,15;71,27;27-10-2020;09:40:52
1;218;0,02;0,03;5,415;0,32;93,51;11,34;0,324;1429,16;71,33;27-10-2020;09:40:54
1;219;0,02;0,03;5,416;0,30;93,55;11,35;0,324;1429,17;71,34;27-10-2020;09:40:56
1;220;0,02;0,03;5,411;0,29;93,48;11,34;0,323;1429,14;70,97;27-10-2020;09:40:58
1;221;0,03;0,04;5,409;0,28;93,50;11,34;0,327;1429,13;70,27;27-10-2020;09:41:00
1;222;0,04;0,05;5,409;0,26;93,57;11,35;0,332;1429,13;69,64;27-10-2020;09:41:02
1;223;0,03;0,04;5,407;0,37;93,51;11,34;0,320;1429,10;68,84;27-10-2020;09:41:04
1;224;0,04;0,05;5,408;0,29;93,49;11,34;0,325;1429,11;68,18;27-10-2020;09:41:06
1;225;0,04;0,05;5,409;0,27;93,51;11,34;0,321;1429,10;67,40;27-10-2020;09:41:08
1;226;0,03;0,04;5,409;0,32;93,49;11,34;0,310;1429,08;66,75;27-10-2020;09:41:10
1;227;0,04;0,05;5,409;0,29;93,53;11,34;0,314;1429,08;65,99;27-10-2020;09:41:12
1;228;0,04;0,05;5,410;0,30;93,51;11,34;0,311;1429,07;65,22;27-10-2020;09:41:14
1;229;0,04;0,05;5,409;0,31;93,51;11,34;0,307;1429,05;64,53;27-10-2020;09:41:16
1;230;0,03;0,04;5,409;0,27;93,53;11,34;0,296;1429,03;63,92;27-10-2020;09:41:18
1;231;0,05;0,07;5,411;0,28;93,51;11,34;0,313;1429,07;64,01;27-10-2020;09:41:20
1;232;0,04;0,05;5,410;0,25;93,53;11,34;0,302;1429,04;63,41;27-10-2020;09:41:22
1;233;0,04;0,05;5,410;0,27;93,55;11,35;0,298;1429,03;62,65;27-10-2020;09:41:24
1;234;0,04;0,05;5,410;0,28;93,50;11,34;0,295;1429,02;61,97;27-10-2020;09:41:26
1;235;0,04;0,05;5,409;0,28;93,51;11,34;0,292;1429,01;61,50;27-10-2020;09:41:28
1;236;0,04;0,05;5,409;0,29;93,48;11,34;0,289;1428,99;60,81;27-10-2020;09:41:30
1;237;0,05;0,07;5,409;0,26;93,52;11,34;0,294;1429,00;60,21;27-10-2020;09:41:32
1;238;0,04;0,05;5,410;0,30;93,50;11,34;0,283;1428,98;59,66;27-10-2020;09:41:34
1;239;0,04;0,05;5,411;0,27;93,54;11,34;0,281;1428,98;59,11;27-10-2020;09:41:36
1;240;0,04;0,05;5,411;0,25;93,53;11,34;0,278;1428,97;58,58;27-10-2020;09:41:38
1;241;0,05;0,07;5,411;0,35;93,56;11,35;0,283;1428,97;58,02;27-10-2020;09:41:40
1;242;0,05;0,07;5,410;0,26;93,55;11,34;0,280;1428,96;57,40;27-10-2020;09:41:42
1;243;0,04;0,05;5,411;0,30;93,54;11,34;0,270;1428,94;56,86;27-10-2020;09:41:44
1;244;0,04;0,05;5,411;0,29;93,50;11,34;0,267;1428,93;56,32;27-10-2020;09:41:46
1;245;0,04;0,05;5,412;0,29;93,52;11,34;0,264;1428,93;55,79;27-10-2020;09:41:48
1;246;0,05;0,07;5,411;0,29;93,51;11,34;0,271;1428,93;55,47;27-10-2020;09:41:50
1;247;0,05;0,07;5,412;0,30;93,47;11,33;0,268;1428,93;54,93;27-10-2020;09:41:52
1;248;0,05;0,07;5,412;0,30;93,51;11,34;0,265;1428,92;54,35;27-10-2020;09:41:54
1;249;0,05;0,07;5,412;0,28;93,55;11,34;0,263;1428,91;53,84;27-10-2020;09:41:56
1;250;0,04;0,05;5,413;0,34;93,60;11,35;0,252;1428,89;53,28;27-10-2020;09:41:58
1;251;0,05;0,07;5,412;0,32;93,56;11,35;0,257;1428,89;52,69;27-10-2020;09:42:00
1;252;0,05;0,07;5,412;0,30;93,53;11,34;0,255;1428,88;52,14;27-10-2020;09:42:02
1;253;0,05;0,07;5,412;0,28;93,54;11,34;0,252;1428,88;51,55;27-10-2020;09:42:04
