Date;Zone;Quantum;divided.10000
8-3-2021 08:24;WATER;6270;0,627
8-3-2021 08:24;WATER;6071;0,6071
8-3-2021 08:38;WATER;6252;0,6252
8-3-2021 08:38;WATER;6324;0,6324
8-3-2021 08:38;WATER;6432;0,6432
8-3-2021 08:52;WATER;6864;0,6864
8-3-2021 08:52;WATER;7260;0,726
8-3-2021 08:52;WATER;7567;0,7567
8-3-2021 09:07;WATER;7657;0,7657
8-3-2021 09:07;WATER;7891;0,7891
8-3-2021 09:07;WATER;9746;0,9746
8-3-2021 09:21;WATER;10143;1,0143
8-3-2021 09:21;WATER;10899;1,0899
8-3-2021 09:21;WATER;9512;0,9512
8-3-2021 09:36;WATER;9332;0,9332
8-3-2021 09:36;WATER;9980;0,998
8-3-2021 09:36;WATER;9512;0,9512
8-3-2021 09:50;WATER;10737;1,0737
8-3-2021 09:50;WATER;12484;1,2484
8-3-2021 10:04;WATER;12773;1,2773
8-3-2021 10:04;WATER;12917;1,2917
8-3-2021 10:04;WATER;11295;1,1295
8-3-2021 10:19;WATER;11440;1,144
8-3-2021 10:19;WATER;10503;1,0503
8-3-2021 10:19;WATER;13223;1,3223
8-3-2021 10:33;WATER;14718;1,4718
8-3-2021 10:33;WATER;16610;1,661
8-3-2021 10:33;WATER;18465;1,8465
8-3-2021 10:48;WATER;18861;1,8861
8-3-2021 10:48;WATER;19168;1,9168
8-3-2021 10:48;WATER;18753;1,8753
8-3-2021 11:02;WATER;19564;1,9564
8-3-2021 11:02;WATER;19762;1,9762
8-3-2021 11:02;WATER;19474;1,9474
8-3-2021 11:16;WATER;20248;2,0248
8-3-2021 11:16;WATER;21149;2,1149
8-3-2021 11:16;WATER;22068;2,2068
8-3-2021 11:31;WATER;22482;2,2482
8-3-2021 11:31;WATER;22915;2,2915
8-3-2021 11:31;WATER;22644;2,2644
8-3-2021 11:45;WATER;21329;2,1329
8-3-2021 11:45;WATER;19816;1,9816
8-3-2021 12:00;WATER;19690;1,969
8-3-2021 12:00;WATER;18213;1,8213
8-3-2021 12:00;WATER;17871;1,7871
8-3-2021 12:14;WATER;16700;1,67
8-3-2021 12:14;WATER;18789;1,8789
8-3-2021 12:14;WATER;20266;2,0266
8-3-2021 12:28;WATER;22752;2,2752
8-3-2021 12:28;WATER;22302;2,2302
8-3-2021 12:28;WATER;20465;2,0465
8-3-2021 12:43;WATER;19942;1,9942
8-3-2021 12:43;WATER;19330;1,933
8-3-2021 12:43;WATER;18519;1,8519
8-3-2021 12:57;WATER;15223;1,5223
8-3-2021 12:57;WATER;14700;1,47
8-3-2021 12:57;WATER;15331;1,5331
8-3-2021 13:12;WATER;15132;1,5132
8-3-2021 13:12;WATER;13980;1,398
8-3-2021 13:12;WATER;12665;1,2665
8-3-2021 13:26;WATER;12340;1,234
8-3-2021 13:26;WATER;10989;1,0989
8-3-2021 13:26;WATER;10089;1,0089
8-3-2021 13:40;WATER;9368;0,9368
8-3-2021 13:40;WATER;9980;0,998
8-3-2021 13:55;WATER;9422;0,9422
8-3-2021 13:55;WATER;9368;0,9368
8-3-2021 13:55;WATER;10215;1,0215
8-3-2021 14:09;WATER;8990;0,899
8-3-2021 14:09;WATER;8846;0,8846
8-3-2021 14:09;WATER;9494;0,9494
8-3-2021 14:24;WATER;7188;0,7188
8-3-2021 14:24;WATER;7675;0,7675
8-3-2021 14:24;WATER;8575;0,8575
8-3-2021 14:38;WATER;7278;0,7278
8-3-2021 14:38;WATER;7477;0,7477
8-3-2021 14:38;WATER;7134;0,7134
8-3-2021 14:52;WATER;7296;0,7296
8-3-2021 14:52;WATER;7386;0,7386
8-3-2021 14:52;WATER;7206;0,7206
8-3-2021 15:07;WATER;6396;0,6396
8-3-2021 15:07;WATER;6216;0,6216
8-3-2021 15:07;WATER;6306;0,6306
8-3-2021 15:21;WATER;5603;0,5603
8-3-2021 15:21;WATER;5783;0,5783
8-3-2021 15:21;WATER;5315;0,5315
8-3-2021 15:36;WATER;5621;0,5621
8-3-2021 15:36;WATER;5477;0,5477
8-3-2021 15:36;WATER;5801;0,5801
8-3-2021 15:50;WATER;5405;0,5405
8-3-2021 15:50;WATER;5567;0,5567
8-3-2021 16:04;WATER;5747;0,5747
8-3-2021 16:04;WATER;5639;0,5639
8-3-2021 16:04;WATER;4882;0,4882
8-3-2021 16:19;WATER;4270;0,427
8-3-2021 16:19;WATER;4522;0,4522
8-3-2021 16:19;WATER;4991;0,4991
8-3-2021 16:33;WATER;4955;0,4955
8-3-2021 16:33;WATER;4792;0,4792
8-3-2021 16:33;WATER;4270;0,427
8-3-2021 16:48;WATER;4342;0,4342
8-3-2021 16:48;WATER;4198;0,4198
8-3-2021 16:48;WATER;4180;0,418
8-3-2021 17:02;WATER;4432;0,4432
8-3-2021 17:02;WATER;4036;0,4036
8-3-2021 17:02;WATER;3820;0,382
8-3-2021 17:16;WATER;3171;0,3171
8-3-2021 17:16;WATER;3135;0,3135
8-3-2021 17:16;WATER;3658;0,3658
8-3-2021 17:31;WATER;3838;0,3838
8-3-2021 17:31;WATER;3297;0,3297
8-3-2021 17:31;WATER;3748;0,3748
8-3-2021 17:45;WATER;3603;0,3603
8-3-2021 17:45;WATER;3585;0,3585
8-3-2021 18:00;WATER;3045;0,3045
8-3-2021 18:00;WATER;3279;0,3279
8-3-2021 18:00;WATER;3063;0,3063
8-3-2021 18:14;WATER;3225;0,3225
8-3-2021 18:14;WATER;2811;0,2811
8-3-2021 18:14;WATER;4144;0,4144
8-3-2021 18:28;WATER;2865;0,2865
8-3-2021 18:28;WATER;3387;0,3387
8-3-2021 18:28;WATER;2955;0,2955
8-3-2021 18:43;WATER;3189;0,3189
8-3-2021 18:43;WATER;2955;0,2955
8-3-2021 18:43;WATER;3621;0,3621
8-3-2021 18:57;WATER;3405;0,3405
8-3-2021 18:57;WATER;3495;0,3495
8-3-2021 18:57;WATER;3459;0,3459
8-3-2021 19:12;WATER;3549;0,3549
8-3-2021 19:12;WATER;3567;0,3567
8-3-2021 19:12;WATER;3513;0,3513
8-3-2021 19:26;WATER;4000;0,4
8-3-2021 19:26;WATER;3910;0,391
8-3-2021 19:26;WATER;3207;0,3207
8-3-2021 19:40;WATER;3477;0,3477
8-3-2021 19:40;WATER;3495;0,3495
8-3-2021 19:55;WATER;3009;0,3009
8-3-2021 19:55;WATER;3153;0,3153
8-3-2021 19:55;WATER;3531;0,3531
8-3-2021 20:09;WATER;3730;0,373
8-3-2021 20:09;WATER;3207;0,3207
8-3-2021 20:09;WATER;2883;0,2883
8-3-2021 20:24;WATER;3766;0,3766
8-3-2021 20:24;WATER;3946;0,3946
8-3-2021 20:24;WATER;3027;0,3027
8-3-2021 20:38;WATER;2342;0,2342
8-3-2021 20:38;WATER;3009;0,3009
8-3-2021 20:38;WATER;3928;0,3928
8-3-2021 20:52;WATER;2180;0,218
8-3-2021 20:52;WATER;3171;0,3171
8-3-2021 20:52;WATER;3135;0,3135
8-3-2021 21:07;WATER;3261;0,3261
8-3-2021 21:07;WATER;3099;0,3099
8-3-2021 21:07;WATER;3585;0,3585
8-3-2021 21:21;WATER;3369;0,3369
8-3-2021 21:21;WATER;3207;0,3207
8-3-2021 21:21;WATER;3423;0,3423
8-3-2021 21:36;WATER;3585;0,3585
8-3-2021 21:36;WATER;2667;0,2667
8-3-2021 21:36;WATER;4090;0,409
8-3-2021 21:50;WATER;3513;0,3513
8-3-2021 21:50;WATER;3784;0,3784
8-3-2021 22:04;WATER;3640;0,364
8-3-2021 22:04;WATER;4036;0,4036
8-3-2021 22:04;WATER;3712;0,3712
8-3-2021 22:19;WATER;3207;0,3207
8-3-2021 22:19;WATER;3405;0,3405
8-3-2021 22:19;WATER;3748;0,3748
8-3-2021 22:33;WATER;3910;0,391
8-3-2021 22:33;WATER;3441;0,3441
8-3-2021 22:33;WATER;3333;0,3333
8-3-2021 22:48;WATER;3531;0,3531
8-3-2021 22:48;WATER;3441;0,3441
8-3-2021 22:48;WATER;3243;0,3243
8-3-2021 23:02;WATER;3495;0,3495
8-3-2021 23:02;WATER;3315;0,3315
8-3-2021 23:02;WATER;4216;0,4216
8-3-2021 23:16;WATER;3495;0,3495
8-3-2021 23:16;WATER;3982;0,3982
8-3-2021 23:16;WATER;3982;0,3982
8-3-2021 23:31;WATER;3748;0,3748
8-3-2021 23:31;WATER;3549;0,3549
8-3-2021 23:31;WATER;2973;0,2973
8-3-2021 23:45;WATER;3297;0,3297
8-3-2021 23:45;WATER;3243;0,3243
9-3-2021 00:00;WATER;3820;0,382
9-3-2021 00:00;WATER;3441;0,3441
9-3-2021 00:00;WATER;3567;0,3567
9-3-2021 00:14;WATER;3766;0,3766
9-3-2021 00:14;WATER;3892;0,3892
9-3-2021 00:14;WATER;3027;0,3027
9-3-2021 00:28;WATER;2919;0,2919
9-3-2021 00:28;WATER;3459;0,3459
9-3-2021 00:28;WATER;3099;0,3099
9-3-2021 00:43;WATER;3207;0,3207
9-3-2021 00:43;WATER;3676;0,3676
9-3-2021 00:43;WATER;2973;0,2973
9-3-2021 00:57;WATER;3640;0,364
9-3-2021 00:57;WATER;3748;0,3748
9-3-2021 00:57;WATER;3946;0,3946
9-3-2021 01:12;WATER;3567;0,3567
9-3-2021 01:12;WATER;3694;0,3694
9-3-2021 01:12;WATER;2883;0,2883
9-3-2021 01:26;WATER;3279;0,3279
9-3-2021 01:26;WATER;3207;0,3207
9-3-2021 01:26;WATER;3495;0,3495
9-3-2021 01:40;WATER;3405;0,3405
9-3-2021 01:40;WATER;3351;0,3351
9-3-2021 01:55;WATER;3766;0,3766
9-3-2021 01:55;WATER;3387;0,3387
9-3-2021 01:55;WATER;3243;0,3243
9-3-2021 02:09;WATER;3333;0,3333
9-3-2021 02:09;WATER;4414;0,4414
9-3-2021 02:09;WATER;3153;0,3153
9-3-2021 02:24;WATER;3369;0,3369
9-3-2021 02:24;WATER;3351;0,3351
9-3-2021 02:24;WATER;3261;0,3261
9-3-2021 02:38;WATER;3315;0,3315
9-3-2021 02:38;WATER;3189;0,3189
9-3-2021 02:38;WATER;3585;0,3585
9-3-2021 02:52;WATER;3027;0,3027
9-3-2021 02:52;WATER;3261;0,3261
9-3-2021 02:52;WATER;3117;0,3117
9-3-2021 03:07;WATER;3243;0,3243
9-3-2021 03:07;WATER;3225;0,3225
9-3-2021 03:07;WATER;3766;0,3766
9-3-2021 03:21;WATER;3676;0,3676
9-3-2021 03:21;WATER;3225;0,3225
9-3-2021 03:21;WATER;3387;0,3387
9-3-2021 03:36;WATER;3261;0,3261
9-3-2021 03:36;WATER;3892;0,3892
9-3-2021 03:36;WATER;3207;0,3207
9-3-2021 03:50;WATER;3567;0,3567
9-3-2021 03:50;WATER;3135;0,3135
9-3-2021 04:04;WATER;3459;0,3459
9-3-2021 04:04;WATER;3748;0,3748
9-3-2021 04:04;WATER;3189;0,3189
9-3-2021 04:19;WATER;3117;0,3117
9-3-2021 04:19;WATER;3495;0,3495
9-3-2021 04:19;WATER;3477;0,3477
9-3-2021 04:33;WATER;3712;0,3712
9-3-2021 04:33;WATER;3603;0,3603
9-3-2021 04:33;WATER;4090;0,409
9-3-2021 04:48;WATER;3585;0,3585
9-3-2021 04:48;WATER;3874;0,3874
9-3-2021 04:48;WATER;3297;0,3297
9-3-2021 05:02;WATER;3928;0,3928
9-3-2021 05:02;WATER;3621;0,3621
9-3-2021 05:02;WATER;3802;0,3802
9-3-2021 05:16;WATER;3351;0,3351
9-3-2021 05:16;WATER;3676;0,3676
9-3-2021 05:16;WATER;3730;0,373
9-3-2021 05:31;WATER;3387;0,3387
9-3-2021 05:31;WATER;3099;0,3099
9-3-2021 05:31;WATER;3081;0,3081
9-3-2021 05:45;WATER;3027;0,3027
9-3-2021 05:45;WATER;2937;0,2937
9-3-2021 06:00;WATER;3405;0,3405
9-3-2021 06:00;WATER;3009;0,3009
9-3-2021 06:00;WATER;3387;0,3387
9-3-2021 06:14;WATER;3207;0,3207
9-3-2021 06:14;WATER;3549;0,3549
9-3-2021 06:14;WATER;3441;0,3441
9-3-2021 06:28;WATER;3712;0,3712
9-3-2021 06:28;WATER;4270;0,427
9-3-2021 06:28;WATER;3477;0,3477
9-3-2021 06:43;WATER;4036;0,4036
9-3-2021 06:43;WATER;3748;0,3748
9-3-2021 06:43;WATER;4072;0,4072
9-3-2021 06:57;WATER;3928;0,3928
9-3-2021 06:57;WATER;4684;0,4684
9-3-2021 06:57;WATER;3892;0,3892
9-3-2021 07:12;WATER;4432;0,4432
9-3-2021 07:12;WATER;5387;0,5387
9-3-2021 07:12;WATER;5027;0,5027
9-3-2021 07:26;WATER;4720;0,472
9-3-2021 07:26;WATER;5189;0,5189
9-3-2021 07:26;WATER;5477;0,5477
9-3-2021 07:40;WATER;5837;0,5837
9-3-2021 07:40;WATER;5657;0,5657
9-3-2021 07:55;WATER;6089;0,6089
9-3-2021 07:55;WATER;6143;0,6143
9-3-2021 07:55;WATER;6288;0,6288
9-3-2021 08:09;WATER;6017;0,6017
9-3-2021 08:09;WATER;6306;0,6306
9-3-2021 08:09;WATER;6378;0,6378
9-3-2021 08:24;WATER;7855;0,7855
9-3-2021 08:24;WATER;7603;0,7603
9-3-2021 08:24;WATER;8864;0,8864
9-3-2021 08:38;WATER;8701;0,8701
9-3-2021 08:38;WATER;9224;0,9224
9-3-2021 08:38;WATER;10539;1,0539
9-3-2021 08:52;WATER;10683;1,0683
9-3-2021 08:52;WATER;11313;1,1313
9-3-2021 08:52;WATER;12412;1,2412
9-3-2021 09:07;WATER;13007;1,3007
9-3-2021 09:07;WATER;13259;1,3259
9-3-2021 09:07;WATER;13944;1,3944
9-3-2021 09:21;WATER;15511;1,5511
9-3-2021 09:21;WATER;17222;1,7222
9-3-2021 09:21;WATER;16862;1,6862
9-3-2021 09:36;WATER;19528;1,9528
9-3-2021 09:36;WATER;20645;2,0645
9-3-2021 09:36;WATER;19528;1,9528
9-3-2021 09:50;WATER;19564;1,9564
9-3-2021 09:50;WATER;21437;2,1437
9-3-2021 10:04;WATER;21023;2,1023
9-3-2021 10:04;WATER;20591;2,0591
9-3-2021 10:04;WATER;20825;2,0825
9-3-2021 10:19;WATER;20789;2,0789
9-3-2021 10:19;WATER;21527;2,1527
9-3-2021 10:19;WATER;21636;2,1636
9-3-2021 10:33;WATER;22861;2,2861
9-3-2021 10:33;WATER;23275;2,3275
9-3-2021 10:33;WATER;23311;2,3311
9-3-2021 10:48;WATER;23005;2,3005
9-3-2021 10:48;WATER;24031;2,4031
9-3-2021 10:48;WATER;22572;2,2572
9-3-2021 11:02;WATER;23491;2,3491
9-3-2021 11:02;WATER;23689;2,3689
9-3-2021 11:02;WATER;24067;2,4067
9-3-2021 11:16;WATER;24049;2,4049
9-3-2021 11:16;WATER;24716;2,4716
9-3-2021 11:16;WATER;24049;2,4049
9-3-2021 11:31;WATER;24662;2,4662
9-3-2021 11:31;WATER;25238;2,5238
9-3-2021 11:31;WATER;25491;2,5491
9-3-2021 11:45;WATER;25707;2,5707
9-3-2021 11:45;WATER;26067;2,6067
9-3-2021 12:00;WATER;26265;2,6265
9-3-2021 12:00;WATER;26229;2,6229
9-3-2021 12:00;WATER;26139;2,6139
9-3-2021 12:14;WATER;25545;2,5545
9-3-2021 12:14;WATER;25473;2,5473
9-3-2021 12:14;WATER;26661;2,6661
9-3-2021 12:28;WATER;26427;2,6427
9-3-2021 12:28;WATER;27526;2,7526
9-3-2021 12:28;WATER;27652;2,7652
9-3-2021 12:43;WATER;26986;2,6986
9-3-2021 12:43;WATER;27832;2,7832
9-3-2021 12:43;WATER;27796;2,7796
9-3-2021 12:57;WATER;26788;2,6788
9-3-2021 12:57;WATER;27454;2,7454
9-3-2021 12:57;WATER;26121;2,6121
9-3-2021 13:12;WATER;24698;2,4698
9-3-2021 13:12;WATER;25599;2,5599
9-3-2021 13:12;WATER;24590;2,459
9-3-2021 13:26;WATER;23473;2,3473
9-3-2021 13:26;WATER;23887;2,3887
9-3-2021 13:26;WATER;23545;2,3545
9-3-2021 13:40;WATER;23185;2,3185
9-3-2021 13:40;WATER;22284;2,2284
9-3-2021 13:55;WATER;22320;2,232
9-3-2021 13:55;WATER;22230;2,223
9-3-2021 13:55;WATER;22194;2,2194
9-3-2021 14:09;WATER;21996;2,1996
9-3-2021 14:09;WATER;21329;2,1329
9-3-2021 14:09;WATER;20645;2,0645
9-3-2021 14:24;WATER;20789;2,0789
9-3-2021 14:24;WATER;20771;2,0771
9-3-2021 14:24;WATER;19834;1,9834
9-3-2021 14:38;WATER;18465;1,8465
9-3-2021 14:38;WATER;18717;1,8717
9-3-2021 14:38;WATER;17727;1,7727
9-3-2021 14:52;WATER;17492;1,7492
9-3-2021 14:52;WATER;16934;1,6934
9-3-2021 14:52;WATER;14574;1,4574
9-3-2021 15:07;WATER;14736;1,4736
9-3-2021 15:07;WATER;14106;1,4106
9-3-2021 15:07;WATER;12304;1,2304
9-3-2021 15:21;WATER;12484;1,2484
9-3-2021 15:21;WATER;10287;1,0287
9-3-2021 15:21;WATER;10737;1,0737
9-3-2021 15:36;WATER;10016;1,0016
9-3-2021 15:36;WATER;6360;0,636
9-3-2021 15:36;WATER;6360;0,636
9-3-2021 15:50;WATER;6107;0,6107
9-3-2021 15:50;WATER;6071;0,6071
9-3-2021 16:04;WATER;6252;0,6252
9-3-2021 16:04;WATER;5819;0,5819
9-3-2021 16:04;WATER;4810;0,481
9-3-2021 16:19;WATER;5495;0,5495
9-3-2021 16:19;WATER;5189;0,5189
9-3-2021 16:19;WATER;5495;0,5495
9-3-2021 16:33;WATER;5099;0,5099
9-3-2021 16:33;WATER;5297;0,5297
9-3-2021 16:33;WATER;4468;0,4468
9-3-2021 16:48;WATER;5099;0,5099
9-3-2021 16:48;WATER;5009;0,5009
9-3-2021 16:48;WATER;4648;0,4648
9-3-2021 17:02;WATER;4558;0,4558
9-3-2021 17:02;WATER;3658;0,3658
9-3-2021 17:02;WATER;4216;0,4216
9-3-2021 17:16;WATER;3802;0,3802
9-3-2021 17:16;WATER;4450;0,445
9-3-2021 17:16;WATER;2703;0,2703
9-3-2021 17:31;WATER;4036;0,4036
9-3-2021 17:31;WATER;3567;0,3567
9-3-2021 17:31;WATER;3441;0,3441
9-3-2021 17:45;WATER;3640;0,364
9-3-2021 17:45;WATER;3117;0,3117
9-3-2021 18:00;WATER;2775;0,2775
9-3-2021 18:00;WATER;3910;0,391
9-3-2021 18:00;WATER;3459;0,3459
9-3-2021 18:14;WATER;3603;0,3603
9-3-2021 18:14;WATER;2721;0,2721
9-3-2021 18:14;WATER;3531;0,3531
9-3-2021 18:28;WATER;3225;0,3225
9-3-2021 18:28;WATER;3549;0,3549
9-3-2021 18:28;WATER;4144;0,4144
9-3-2021 18:43;WATER;3549;0,3549
9-3-2021 18:43;WATER;3063;0,3063
9-3-2021 18:43;WATER;3243;0,3243
9-3-2021 18:57;WATER;3261;0,3261
9-3-2021 18:57;WATER;4090;0,409
9-3-2021 18:57;WATER;3694;0,3694
9-3-2021 19:12;WATER;3640;0,364
9-3-2021 19:12;WATER;3856;0,3856
9-3-2021 19:12;WATER;3279;0,3279
9-3-2021 19:26;WATER;2541;0,2541
9-3-2021 19:26;WATER;2991;0,2991
9-3-2021 19:26;WATER;3351;0,3351
9-3-2021 19:40;WATER;3585;0,3585
9-3-2021 19:40;WATER;3567;0,3567
9-3-2021 19:55;WATER;4162;0,4162
9-3-2021 19:55;WATER;3567;0,3567
9-3-2021 19:55;WATER;3477;0,3477
9-3-2021 20:09;WATER;3243;0,3243
9-3-2021 20:09;WATER;3730;0,373
9-3-2021 20:09;WATER;3171;0,3171
9-3-2021 20:24;WATER;2973;0,2973
9-3-2021 20:24;WATER;2379;0,2379
9-3-2021 20:24;WATER;3892;0,3892
9-3-2021 20:38;WATER;3946;0,3946
9-3-2021 20:38;WATER;3549;0,3549
9-3-2021 20:38;WATER;3838;0,3838
9-3-2021 20:52;WATER;3766;0,3766
9-3-2021 20:52;WATER;3099;0,3099
9-3-2021 20:52;WATER;3333;0,3333
9-3-2021 21:07;WATER;3117;0,3117
9-3-2021 21:07;WATER;3640;0,364
9-3-2021 21:07;WATER;4000;0,4
9-3-2021 21:21;WATER;3531;0,3531
9-3-2021 21:21;WATER;3189;0,3189
9-3-2021 21:21;WATER;3117;0,3117
9-3-2021 21:36;WATER;3892;0,3892
9-3-2021 21:36;WATER;3225;0,3225
9-3-2021 21:36;WATER;3297;0,3297
9-3-2021 21:50;WATER;3297;0,3297
9-3-2021 21:50;WATER;3730;0,373
9-3-2021 22:04;WATER;3766;0,3766
9-3-2021 22:04;WATER;3495;0,3495
9-3-2021 22:04;WATER;3802;0,3802
9-3-2021 22:19;WATER;3225;0,3225
9-3-2021 22:19;WATER;3063;0,3063
9-3-2021 22:19;WATER;3964;0,3964
9-3-2021 22:33;WATER;3405;0,3405
9-3-2021 22:33;WATER;2973;0,2973
9-3-2021 22:33;WATER;3495;0,3495
9-3-2021 22:48;WATER;3658;0,3658
9-3-2021 22:48;WATER;3261;0,3261
9-3-2021 22:48;WATER;2865;0,2865
9-3-2021 23:02;WATER;3531;0,3531
9-3-2021 23:02;WATER;3712;0,3712
9-3-2021 23:02;WATER;3279;0,3279
9-3-2021 23:16;WATER;3658;0,3658
9-3-2021 23:16;WATER;3694;0,3694
9-3-2021 23:16;WATER;3621;0,3621
9-3-2021 23:31;WATER;3351;0,3351
9-3-2021 23:31;WATER;3640;0,364
9-3-2021 23:31;WATER;3712;0,3712
9-3-2021 23:45;WATER;3351;0,3351
9-3-2021 23:45;WATER;3621;0,3621
10-3-2021 00:00;WATER;3585;0,3585
10-3-2021 00:00;WATER;3946;0,3946
10-3-2021 00:00;WATER;3405;0,3405
10-3-2021 00:14;WATER;3784;0,3784
10-3-2021 00:14;WATER;3171;0,3171
10-3-2021 00:14;WATER;3640;0,364
10-3-2021 00:28;WATER;3585;0,3585
10-3-2021 00:28;WATER;3369;0,3369
10-3-2021 00:28;WATER;3603;0,3603
10-3-2021 00:43;WATER;3802;0,3802
10-3-2021 00:43;WATER;3261;0,3261
10-3-2021 00:43;WATER;3117;0,3117
10-3-2021 00:57;WATER;4054;0,4054
10-3-2021 00:57;WATER;3369;0,3369
10-3-2021 00:57;WATER;3189;0,3189
10-3-2021 01:12;WATER;3585;0,3585
10-3-2021 01:12;WATER;3621;0,3621
10-3-2021 01:12;WATER;2883;0,2883
10-3-2021 01:26;WATER;3423;0,3423
10-3-2021 01:26;WATER;3694;0,3694
10-3-2021 01:26;WATER;4216;0,4216
10-3-2021 01:40;WATER;3135;0,3135
10-3-2021 01:40;WATER;3712;0,3712
10-3-2021 01:55;WATER;3928;0,3928
10-3-2021 01:55;WATER;3261;0,3261
10-3-2021 01:55;WATER;3315;0,3315
10-3-2021 02:09;WATER;4144;0,4144
10-3-2021 02:09;WATER;3892;0,3892
10-3-2021 02:09;WATER;3369;0,3369
10-3-2021 02:24;WATER;3495;0,3495
10-3-2021 02:24;WATER;4072;0,4072
10-3-2021 02:24;WATER;3153;0,3153
10-3-2021 02:38;WATER;3207;0,3207
10-3-2021 02:38;WATER;2811;0,2811
10-3-2021 02:38;WATER;3513;0,3513
10-3-2021 02:52;WATER;3549;0,3549
10-3-2021 02:52;WATER;3802;0,3802
10-3-2021 02:52;WATER;2721;0,2721
10-3-2021 03:07;WATER;3441;0,3441
10-3-2021 03:07;WATER;3279;0,3279
10-3-2021 03:07;WATER;4180;0,418
10-3-2021 03:21;WATER;3207;0,3207
10-3-2021 03:21;WATER;3910;0,391
10-3-2021 03:21;WATER;3658;0,3658
10-3-2021 03:36;WATER;3910;0,391
10-3-2021 03:36;WATER;3459;0,3459
10-3-2021 03:36;WATER;3802;0,3802
10-3-2021 03:50;WATER;3585;0,3585
10-3-2021 03:50;WATER;3549;0,3549
10-3-2021 04:04;WATER;4090;0,409
10-3-2021 04:04;WATER;3315;0,3315
10-3-2021 04:04;WATER;3405;0,3405
10-3-2021 04:19;WATER;3369;0,3369
10-3-2021 04:19;WATER;3567;0,3567
10-3-2021 04:19;WATER;3261;0,3261
10-3-2021 04:33;WATER;3513;0,3513
10-3-2021 04:33;WATER;3730;0,373
10-3-2021 04:33;WATER;3225;0,3225
10-3-2021 04:48;WATER;3676;0,3676
10-3-2021 04:48;WATER;3748;0,3748
10-3-2021 04:48;WATER;4486;0,4486
10-3-2021 05:02;WATER;3874;0,3874
10-3-2021 05:02;WATER;3477;0,3477
10-3-2021 05:02;WATER;3495;0,3495
10-3-2021 05:16;WATER;3856;0,3856
10-3-2021 05:16;WATER;3225;0,3225
10-3-2021 05:16;WATER;4162;0,4162
10-3-2021 05:31;WATER;4054;0,4054
10-3-2021 05:31;WATER;3928;0,3928
10-3-2021 05:31;WATER;3621;0,3621
10-3-2021 05:45;WATER;3910;0,391
10-3-2021 05:45;WATER;3441;0,3441
10-3-2021 06:00;WATER;2613;0,2613
10-3-2021 06:00;WATER;3351;0,3351
10-3-2021 06:00;WATER;3459;0,3459
10-3-2021 06:14;WATER;3766;0,3766
10-3-2021 06:14;WATER;3531;0,3531
10-3-2021 06:14;WATER;3730;0,373
10-3-2021 06:28;WATER;4144;0,4144
10-3-2021 06:28;WATER;3856;0,3856
10-3-2021 06:28;WATER;3802;0,3802
10-3-2021 06:43;WATER;4162;0,4162
10-3-2021 06:43;WATER;4342;0,4342
10-3-2021 06:43;WATER;4414;0,4414
10-3-2021 06:57;WATER;5063;0,5063
10-3-2021 06:57;WATER;4919;0,4919
10-3-2021 06:57;WATER;5243;0,5243
10-3-2021 07:12;WATER;5207;0,5207
10-3-2021 07:12;WATER;5585;0,5585
10-3-2021 07:12;WATER;5747;0,5747
10-3-2021 07:26;WATER;6161;0,6161
10-3-2021 07:26;WATER;6720;0,672
10-3-2021 07:26;WATER;5819;0,5819
10-3-2021 07:40;WATER;5981;0,5981
10-3-2021 07:40;WATER;6702;0,6702
10-3-2021 07:55;WATER;7513;0,7513
10-3-2021 07:55;WATER;6648;0,6648
10-3-2021 07:55;WATER;7062;0,7062
10-3-2021 08:09;WATER;7404;0,7404
10-3-2021 08:09;WATER;9566;0,9566
10-3-2021 08:09;WATER;9584;0,9584
10-3-2021 08:24;WATER;12034;1,2034
10-3-2021 08:24;WATER;14682;1,4682
10-3-2021 08:24;WATER;12971;1,2971
10-3-2021 08:38;WATER;15871;1,5871
10-3-2021 08:38;WATER;18519;1,8519
10-3-2021 08:38;WATER;18933;1,8933
10-3-2021 08:52;WATER;18573;1,8573
10-3-2021 08:52;WATER;18411;1,8411
10-3-2021 08:52;WATER;17925;1,7925
10-3-2021 09:07;WATER;18105;1,8105
10-3-2021 09:07;WATER;19348;1,9348
10-3-2021 09:07;WATER;19402;1,9402
10-3-2021 09:21;WATER;20176;2,0176
10-3-2021 09:21;WATER;20915;2,0915
10-3-2021 09:21;WATER;21852;2,1852
10-3-2021 09:36;WATER;22879;2,2879
10-3-2021 09:36;WATER;22482;2,2482
10-3-2021 09:36;WATER;21690;2,169
10-3-2021 09:50;WATER;21077;2,1077
10-3-2021 09:50;WATER;22843;2,2843
10-3-2021 10:04;WATER;22806;2,2806
10-3-2021 10:04;WATER;22122;2,2122
10-3-2021 10:04;WATER;22933;2,2933
10-3-2021 10:19;WATER;23689;2,3689
10-3-2021 10:19;WATER;27112;2,7112
10-3-2021 10:19;WATER;27814;2,7814
10-3-2021 10:33;WATER;30517;3,0517
10-3-2021 10:33;WATER;31201;3,1201
10-3-2021 10:33;WATER;32444;3,2444
10-3-2021 10:48;WATER;33002;3,3002
10-3-2021 10:48;WATER;33633;3,3633
10-3-2021 10:48;WATER;33345;3,3345
10-3-2021 11:02;WATER;33201;3,3201
10-3-2021 11:02;WATER;34173;3,4173
10-3-2021 11:02;WATER;32462;3,2462
