Date;Zone;Quantum;divided.10000
29-3-2021 08:38;WATER;42874;4,2874
29-3-2021 08:38;WATER;42856;4,2856
29-3-2021 08:38;WATER;69157;6,9157
29-3-2021 08:52;WATER;56006;5,6006
29-3-2021 08:52;WATER;72165;7,2165
29-3-2021 08:52;WATER;92053;9,2053
29-3-2021 09:07;WATER;97277;9,7277
29-3-2021 09:07;WATER;109400;10,94
29-3-2021 09:07;WATER;99114;9,9114
29-3-2021 09:21;WATER;66292;6,6292
29-3-2021 09:21;WATER;57700;5,77
29-3-2021 09:21;WATER;58654;5,8654
29-3-2021 09:36;WATER;62311;6,2311
29-3-2021 09:36;WATER;93980;9,398
29-3-2021 09:36;WATER;81785;8,1785
29-3-2021 09:50;WATER;78182;7,8182
29-3-2021 09:50;WATER;75750;7,575
29-3-2021 10:04;WATER;115975;11,5975
29-3-2021 10:04;WATER;78524;7,8524
29-3-2021 10:04;WATER;66689;6,6689
29-3-2021 10:19;WATER;78848;7,8848
29-3-2021 10:19;WATER;75191;7,5191
29-3-2021 10:19;WATER;62816;6,2816
29-3-2021 10:33;WATER;63915;6,3915
29-3-2021 10:33;WATER;73750;7,375
29-3-2021 10:33;WATER;73048;7,3048
29-3-2021 10:48;WATER;76398;7,6398
29-3-2021 10:48;WATER;77659;7,7659
29-3-2021 10:48;WATER;79155;7,9155
29-3-2021 11:02;WATER;63933;6,3933
29-3-2021 11:02;WATER;67752;6,7752
29-3-2021 11:02;WATER;72075;7,2075
29-3-2021 11:16;WATER;60348;6,0348
29-3-2021 11:16;WATER;66977;6,6977
29-3-2021 11:16;WATER;75390;7,539
29-3-2021 11:31;WATER;79317;7,9317
29-3-2021 11:31;WATER;79983;7,9983
29-3-2021 11:31;WATER;81334;8,1334
29-3-2021 11:45;WATER;80055;8,0055
29-3-2021 11:45;WATER;79929;7,9929
29-3-2021 12:00;WATER;103239;10,3239
29-3-2021 12:00;WATER;109598;10,9598
29-3-2021 12:00;WATER;98538;9,8538
29-3-2021 12:14;WATER;96880;9,688
29-3-2021 12:14;WATER;79605;7,9605
29-3-2021 12:14;WATER;73372;7,3372
29-3-2021 12:28;WATER;94430;9,443
29-3-2021 12:28;WATER;122370;12,237
29-3-2021 12:28;WATER;108139;10,8139
29-3-2021 12:43;WATER;94917;9,4917
29-3-2021 12:43;WATER;122046;12,2046
29-3-2021 12:43;WATER;124136;12,4136
29-3-2021 12:57;WATER;113651;11,3651
29-3-2021 12:57;WATER;98231;9,8231
29-3-2021 12:57;WATER;79875;7,9875
29-3-2021 13:12;WATER;72850;7,285
29-3-2021 13:12;WATER;77767;7,7767
29-3-2021 13:12;WATER;79569;7,9569
29-3-2021 13:26;WATER;84018;8,4018
29-3-2021 13:26;WATER;100393;10,0393
29-3-2021 13:26;WATER;108589;10,8589
29-3-2021 13:40;WATER;113507;11,3507
29-3-2021 13:40;WATER;100609;10,0609
29-3-2021 13:55;WATER;78506;7,8506
29-3-2021 13:55;WATER;79425;7,9425
29-3-2021 13:55;WATER;80235;8,0235
29-3-2021 14:09;WATER;78812;7,8812
29-3-2021 14:09;WATER;70940;7,094
29-3-2021 14:09;WATER;59717;5,9717
29-3-2021 14:24;WATER;54259;5,4259
29-3-2021 14:24;WATER;51791;5,1791
29-3-2021 14:24;WATER;51251;5,1251
29-3-2021 14:38;WATER;55322;5,5322
29-3-2021 14:38;WATER;62419;6,2419
29-3-2021 14:38;WATER;71733;7,1733
29-3-2021 14:52;WATER;103095;10,3095
29-3-2021 14:52;WATER;106338;10,6338
29-3-2021 14:52;WATER;95619;9,5619
29-3-2021 15:07;WATER;77821;7,7821
29-3-2021 15:07;WATER;70274;7,0274
29-3-2021 15:07;WATER;67824;6,7824
29-3-2021 15:21;WATER;57033;5,7033
29-3-2021 15:21;WATER;57285;5,7285
29-3-2021 15:21;WATER;43162;4,3162
29-3-2021 15:36;WATER;50836;5,0836
29-3-2021 15:36;WATER;53575;5,3575
29-3-2021 15:36;WATER;48765;4,8765
29-3-2021 15:50;WATER;46225;4,6225
29-3-2021 15:50;WATER;42514;4,2514
29-3-2021 16:04;WATER;42676;4,2676
29-3-2021 16:04;WATER;42676;4,2676
29-3-2021 16:04;WATER;42352;4,2352
29-3-2021 16:19;WATER;39127;3,9127
29-3-2021 16:19;WATER;35867;3,5867
29-3-2021 16:19;WATER;26680;2,668
29-3-2021 16:33;WATER;24031;2,4031
29-3-2021 16:33;WATER;20753;2,0753
29-3-2021 16:33;WATER;21041;2,1041
29-3-2021 16:48;WATER;23167;2,3167
29-3-2021 16:48;WATER;28535;2,8535
29-3-2021 16:48;WATER;25437;2,5437
29-3-2021 17:02;WATER;24590;2,459
29-3-2021 17:02;WATER;19870;1,987
29-3-2021 17:02;WATER;20176;2,0176
29-3-2021 17:16;WATER;18177;1,8177
29-3-2021 17:16;WATER;18465;1,8465
29-3-2021 17:16;WATER;16393;1,6393
29-3-2021 17:31;WATER;12683;1,2683
29-3-2021 17:31;WATER;10143;1,0143
29-3-2021 17:31;WATER;8828;0,8828
29-3-2021 17:45;WATER;8053;0,8053
29-3-2021 17:45;WATER;5981;0,5981
29-3-2021 18:00;WATER;6143;0,6143
29-3-2021 18:00;WATER;5459;0,5459
29-3-2021 18:00;WATER;5621;0,5621
29-3-2021 18:14;WATER;5477;0,5477
29-3-2021 18:14;WATER;5315;0,5315
29-3-2021 18:14;WATER;5315;0,5315
29-3-2021 18:28;WATER;4738;0,4738
29-3-2021 18:28;WATER;4558;0,4558
29-3-2021 18:28;WATER;4162;0,4162
29-3-2021 18:43;WATER;3964;0,3964
29-3-2021 18:43;WATER;3856;0,3856
29-3-2021 18:43;WATER;3874;0,3874
29-3-2021 18:57;WATER;3405;0,3405
29-3-2021 18:57;WATER;4018;0,4018
29-3-2021 18:57;WATER;3189;0,3189
29-3-2021 19:12;WATER;3261;0,3261
29-3-2021 19:12;WATER;3621;0,3621
29-3-2021 19:12;WATER;3063;0,3063
29-3-2021 19:26;WATER;4090;0,409
29-3-2021 19:26;WATER;3207;0,3207
29-3-2021 19:26;WATER;3117;0,3117
29-3-2021 19:40;WATER;3712;0,3712
29-3-2021 19:40;WATER;2559;0,2559
29-3-2021 19:55;WATER;3441;0,3441
29-3-2021 19:55;WATER;3351;0,3351
29-3-2021 19:55;WATER;3459;0,3459
29-3-2021 20:09;WATER;3982;0,3982
29-3-2021 20:09;WATER;3153;0,3153
29-3-2021 20:09;WATER;3549;0,3549
29-3-2021 20:24;WATER;3531;0,3531
29-3-2021 20:24;WATER;3225;0,3225
29-3-2021 20:24;WATER;3928;0,3928
29-3-2021 20:38;WATER;3279;0,3279
29-3-2021 20:38;WATER;3171;0,3171
29-3-2021 20:38;WATER;2523;0,2523
29-3-2021 20:52;WATER;3549;0,3549
29-3-2021 20:52;WATER;3730;0,373
29-3-2021 20:52;WATER;3531;0,3531
29-3-2021 21:07;WATER;2090;0,209
29-3-2021 21:07;WATER;3153;0,3153
29-3-2021 21:07;WATER;2595;0,2595
29-3-2021 21:21;WATER;4036;0,4036
29-3-2021 21:21;WATER;3964;0,3964
29-3-2021 21:21;WATER;2667;0,2667
29-3-2021 21:36;WATER;3784;0,3784
29-3-2021 21:36;WATER;3549;0,3549
29-3-2021 21:36;WATER;3171;0,3171
29-3-2021 21:50;WATER;3513;0,3513
29-3-2021 21:50;WATER;3405;0,3405
29-3-2021 22:04;WATER;3748;0,3748
29-3-2021 22:04;WATER;3658;0,3658
29-3-2021 22:04;WATER;3549;0,3549
29-3-2021 22:19;WATER;2505;0,2505
29-3-2021 22:19;WATER;3694;0,3694
29-3-2021 22:19;WATER;3135;0,3135
29-3-2021 22:33;WATER;3459;0,3459
29-3-2021 22:33;WATER;3279;0,3279
29-3-2021 22:33;WATER;3640;0,364
29-3-2021 22:48;WATER;3874;0,3874
29-3-2021 22:48;WATER;3081;0,3081
29-3-2021 22:48;WATER;2991;0,2991
29-3-2021 23:02;WATER;3333;0,3333
29-3-2021 23:02;WATER;3045;0,3045
29-3-2021 23:02;WATER;2847;0,2847
29-3-2021 23:16;WATER;3423;0,3423
29-3-2021 23:16;WATER;3225;0,3225
29-3-2021 23:16;WATER;2721;0,2721
29-3-2021 23:31;WATER;3135;0,3135
29-3-2021 23:31;WATER;2649;0,2649
29-3-2021 23:31;WATER;3387;0,3387
29-3-2021 23:45;WATER;3477;0,3477
29-3-2021 23:45;WATER;3712;0,3712
30-3-2021 00:00;WATER;3369;0,3369
30-3-2021 00:00;WATER;3892;0,3892
30-3-2021 00:00;WATER;3477;0,3477
30-3-2021 00:14;WATER;3549;0,3549
30-3-2021 00:14;WATER;3802;0,3802
30-3-2021 00:14;WATER;3730;0,373
30-3-2021 00:28;WATER;3658;0,3658
30-3-2021 00:28;WATER;3585;0,3585
30-3-2021 00:28;WATER;2883;0,2883
30-3-2021 00:43;WATER;3549;0,3549
30-3-2021 00:43;WATER;2955;0,2955
30-3-2021 00:43;WATER;2991;0,2991
30-3-2021 00:57;WATER;3459;0,3459
30-3-2021 00:57;WATER;3513;0,3513
30-3-2021 00:57;WATER;3261;0,3261
30-3-2021 01:12;WATER;2865;0,2865
30-3-2021 01:12;WATER;3405;0,3405
30-3-2021 01:12;WATER;3910;0,391
30-3-2021 01:26;WATER;3640;0,364
30-3-2021 01:26;WATER;3099;0,3099
30-3-2021 01:26;WATER;3603;0,3603
30-3-2021 01:40;WATER;3081;0,3081
30-3-2021 01:40;WATER;3333;0,3333
30-3-2021 01:55;WATER;3495;0,3495
30-3-2021 01:55;WATER;3063;0,3063
30-3-2021 01:55;WATER;3838;0,3838
30-3-2021 02:09;WATER;3153;0,3153
30-3-2021 02:09;WATER;3603;0,3603
30-3-2021 02:09;WATER;3081;0,3081
30-3-2021 02:24;WATER;3369;0,3369
30-3-2021 02:24;WATER;3261;0,3261
30-3-2021 02:24;WATER;3549;0,3549
30-3-2021 02:38;WATER;3838;0,3838
30-3-2021 02:38;WATER;3459;0,3459
30-3-2021 02:38;WATER;2919;0,2919
30-3-2021 02:52;WATER;4144;0,4144
30-3-2021 02:52;WATER;3549;0,3549
30-3-2021 02:52;WATER;3658;0,3658
30-3-2021 03:07;WATER;2991;0,2991
30-3-2021 03:07;WATER;2991;0,2991
30-3-2021 03:07;WATER;4144;0,4144
30-3-2021 03:21;WATER;3261;0,3261
30-3-2021 03:21;WATER;3117;0,3117
30-3-2021 03:21;WATER;3387;0,3387
30-3-2021 03:36;WATER;3892;0,3892
30-3-2021 03:36;WATER;2559;0,2559
30-3-2021 03:36;WATER;2415;0,2415
30-3-2021 03:50;WATER;3027;0,3027
30-3-2021 03:50;WATER;3640;0,364
30-3-2021 04:04;WATER;3838;0,3838
30-3-2021 04:04;WATER;3153;0,3153
30-3-2021 04:04;WATER;3549;0,3549
30-3-2021 04:19;WATER;3549;0,3549
30-3-2021 04:19;WATER;3784;0,3784
30-3-2021 04:19;WATER;3676;0,3676
30-3-2021 04:33;WATER;3640;0,364
30-3-2021 04:33;WATER;3477;0,3477
30-3-2021 04:33;WATER;3351;0,3351
30-3-2021 04:48;WATER;4072;0,4072
30-3-2021 04:48;WATER;4234;0,4234
30-3-2021 04:48;WATER;3748;0,3748
30-3-2021 05:02;WATER;4162;0,4162
30-3-2021 05:02;WATER;4919;0,4919
30-3-2021 05:02;WATER;4738;0,4738
30-3-2021 05:16;WATER;4774;0,4774
30-3-2021 05:16;WATER;4919;0,4919
30-3-2021 05:16;WATER;4792;0,4792
30-3-2021 05:31;WATER;5495;0,5495
30-3-2021 05:31;WATER;5045;0,5045
30-3-2021 05:31;WATER;5423;0,5423
30-3-2021 05:45;WATER;5801;0,5801
30-3-2021 05:45;WATER;6684;0,6684
30-3-2021 06:00;WATER;6468;0,6468
30-3-2021 06:00;WATER;6053;0,6053
30-3-2021 06:00;WATER;6252;0,6252
30-3-2021 06:14;WATER;6702;0,6702
30-3-2021 06:14;WATER;6918;0,6918
30-3-2021 06:14;WATER;8323;0,8323
30-3-2021 06:28;WATER;8539;0,8539
30-3-2021 06:28;WATER;8774;0,8774
30-3-2021 06:28;WATER;12466;1,2466
30-3-2021 06:43;WATER;14556;1,4556
30-3-2021 06:43;WATER;20104;2,0104
30-3-2021 06:43;WATER;20555;2,0555
30-3-2021 06:57;WATER;21672;2,1672
30-3-2021 06:57;WATER;21131;2,1131
30-3-2021 06:57;WATER;23293;2,3293
30-3-2021 07:12;WATER;23059;2,3059
30-3-2021 07:12;WATER;22590;2,259
30-3-2021 07:12;WATER;23815;2,3815
30-3-2021 07:26;WATER;25923;2,5923
30-3-2021 07:26;WATER;24176;2,4176
30-3-2021 07:26;WATER;24374;2,4374
30-3-2021 07:40;WATER;23995;2,3995
30-3-2021 07:40;WATER;23545;2,3545
30-3-2021 07:55;WATER;25923;2,5923
30-3-2021 07:55;WATER;31561;3,1561
30-3-2021 07:55;WATER;39524;3,9524
30-3-2021 08:09;WATER;38929;3,8929
30-3-2021 08:09;WATER;32300;3,23
30-3-2021 08:09;WATER;32048;3,2048
30-3-2021 08:24;WATER;30877;3,0877
30-3-2021 08:24;WATER;31435;3,1435
30-3-2021 08:24;WATER;38803;3,8803
30-3-2021 08:38;WATER;40172;4,0172
30-3-2021 08:38;WATER;35849;3,5849
30-3-2021 08:38;WATER;36839;3,6839
30-3-2021 08:52;WATER;39289;3,9289
30-3-2021 08:52;WATER;38965;3,8965
30-3-2021 08:52;WATER;34065;3,4065
30-3-2021 09:07;WATER;41973;4,1973
30-3-2021 09:07;WATER;41217;4,1217
30-3-2021 09:07;WATER;35614;3,5614
30-3-2021 09:21;WATER;30336;3,0336
30-3-2021 09:21;WATER;40929;4,0929
30-3-2021 09:21;WATER;40821;4,0821
30-3-2021 09:36;WATER;46279;4,6279
30-3-2021 09:36;WATER;60924;6,0924
30-3-2021 09:36;WATER;48891;4,8891
30-3-2021 09:50;WATER;42784;4,2784
30-3-2021 09:50;WATER;43325;4,3325
30-3-2021 10:04;WATER;44459;4,4459
30-3-2021 10:04;WATER;57448;5,7448
30-3-2021 10:04;WATER;61339;6,1339
30-3-2021 10:19;WATER;49053;4,9053
30-3-2021 10:19;WATER;43198;4,3198
30-3-2021 10:19;WATER;42928;4,2928
30-3-2021 10:33;WATER;42784;4,2784
30-3-2021 10:33;WATER;43072;4,3072
30-3-2021 10:33;WATER;45937;4,5937
30-3-2021 10:48;WATER;46999;4,6999
30-3-2021 10:48;WATER;49557;4,9557
30-3-2021 10:48;WATER;43252;4,3252
30-3-2021 11:02;WATER;52169;5,2169
30-3-2021 11:02;WATER;44243;4,4243
30-3-2021 11:02;WATER;46819;4,6819
30-3-2021 11:16;WATER;61987;6,1987
30-3-2021 11:16;WATER;58799;5,8799
30-3-2021 11:16;WATER;56601;5,6601
30-3-2021 11:31;WATER;69031;6,9031
30-3-2021 11:31;WATER;67716;6,7716
30-3-2021 11:31;WATER;71012;7,1012
30-3-2021 11:45;WATER;79155;7,9155
30-3-2021 11:45;WATER;75624;7,5624
30-3-2021 12:00;WATER;74039;7,4039
30-3-2021 12:00;WATER;70886;7,0886
30-3-2021 12:00;WATER;68382;6,8382
30-3-2021 12:14;WATER;68220;6,822
30-3-2021 12:14;WATER;63374;6,3374
30-3-2021 12:14;WATER;71174;7,1174
30-3-2021 12:28;WATER;78380;7,838
30-3-2021 12:28;WATER;72778;7,2778
30-3-2021 12:28;WATER;66653;6,6653
30-3-2021 12:43;WATER;64635;6,4635
30-3-2021 12:43;WATER;63879;6,3879
30-3-2021 12:43;WATER;66112;6,6112
30-3-2021 12:57;WATER;77930;7,793
30-3-2021 12:57;WATER;81082;8,1082
30-3-2021 12:57;WATER;72723;7,2723
30-3-2021 13:12;WATER;72615;7,2615
30-3-2021 13:12;WATER;66437;6,6437
30-3-2021 13:12;WATER;71877;7,1877
30-3-2021 13:26;WATER;71156;7,1156
30-3-2021 13:26;WATER;78614;7,8614
30-3-2021 13:26;WATER;80055;8,0055
30-3-2021 13:40;WATER;83082;8,3082
30-3-2021 13:40;WATER;95151;9,5151
30-3-2021 13:55;WATER;95331;9,5331
30-3-2021 13:55;WATER;72057;7,2057
30-3-2021 13:55;WATER;65356;6,5356
30-3-2021 14:09;WATER;68724;6,8724
30-3-2021 14:09;WATER;94358;9,4358
30-3-2021 14:09;WATER;79479;7,9479
30-3-2021 14:24;WATER;71264;7,1264
30-3-2021 14:24;WATER;65320;6,532
30-3-2021 14:24;WATER;46927;4,6927
30-3-2021 14:38;WATER;55322;5,5322
30-3-2021 14:38;WATER;86955;8,6955
30-3-2021 14:38;WATER;101834;10,1834
30-3-2021 14:52;WATER;115723;11,5723
30-3-2021 14:52;WATER;116155;11,6155
30-3-2021 14:52;WATER;78902;7,8902
30-3-2021 15:07;WATER;72669;7,2669
30-3-2021 15:07;WATER;84234;8,4234
30-3-2021 15:07;WATER;111580;11,158
30-3-2021 15:21;WATER;81262;8,1262
30-3-2021 15:21;WATER;99655;9,9655
30-3-2021 15:21;WATER;114534;11,4534
30-3-2021 15:36;WATER;117326;11,7326
30-3-2021 15:36;WATER;111147;11,1147
30-3-2021 15:36;WATER;90990;9,099
30-3-2021 15:50;WATER;89008;8,9008
30-3-2021 15:50;WATER;76056;7,6056
30-3-2021 16:04;WATER;80019;8,0019
30-3-2021 16:04;WATER;63554;6,3554
30-3-2021 16:04;WATER;45216;4,5216
30-3-2021 16:19;WATER;33435;3,3435
30-3-2021 16:19;WATER;24392;2,4392
30-3-2021 16:19;WATER;26680;2,668
30-3-2021 16:33;WATER;27400;2,74
30-3-2021 16:33;WATER;28139;2,8139
30-3-2021 16:33;WATER;26878;2,6878
30-3-2021 16:48;WATER;24788;2,4788
30-3-2021 16:48;WATER;23491;2,3491
30-3-2021 16:48;WATER;23383;2,3383
30-3-2021 17:02;WATER;21834;2,1834
30-3-2021 17:02;WATER;20303;2,0303
30-3-2021 17:02;WATER;18771;1,8771
30-3-2021 17:16;WATER;17438;1,7438
30-3-2021 17:16;WATER;12160;1,216
30-3-2021 17:16;WATER;14772;1,4772
30-3-2021 17:31;WATER;14088;1,4088
30-3-2021 17:31;WATER;8539;0,8539
30-3-2021 17:31;WATER;6576;0,6576
30-3-2021 17:45;WATER;6270;0,627
30-3-2021 17:45;WATER;6198;0,6198
30-3-2021 18:00;WATER;7386;0,7386
30-3-2021 18:00;WATER;6324;0,6324
30-3-2021 18:00;WATER;5099;0,5099
30-3-2021 18:14;WATER;5675;0,5675
30-3-2021 18:14;WATER;4756;0,4756
30-3-2021 18:14;WATER;5225;0,5225
30-3-2021 18:28;WATER;4738;0,4738
30-3-2021 18:28;WATER;3946;0,3946
30-3-2021 18:28;WATER;4342;0,4342
30-3-2021 18:43;WATER;4522;0,4522
30-3-2021 18:43;WATER;4036;0,4036
30-3-2021 18:43;WATER;4414;0,4414
30-3-2021 18:57;WATER;3910;0,391
30-3-2021 18:57;WATER;3549;0,3549
30-3-2021 18:57;WATER;3621;0,3621
30-3-2021 19:12;WATER;3495;0,3495
30-3-2021 19:12;WATER;3279;0,3279
30-3-2021 19:12;WATER;3189;0,3189
30-3-2021 19:26;WATER;3874;0,3874
30-3-2021 19:26;WATER;3585;0,3585
30-3-2021 19:26;WATER;2505;0,2505
30-3-2021 19:40;WATER;3351;0,3351
30-3-2021 19:40;WATER;4306;0,4306
30-3-2021 19:55;WATER;3063;0,3063
30-3-2021 19:55;WATER;3045;0,3045
30-3-2021 19:55;WATER;4144;0,4144
30-3-2021 20:09;WATER;3477;0,3477
30-3-2021 20:09;WATER;2523;0,2523
30-3-2021 20:09;WATER;3892;0,3892
30-3-2021 20:24;WATER;3856;0,3856
30-3-2021 20:24;WATER;2865;0,2865
30-3-2021 20:24;WATER;2901;0,2901
30-3-2021 20:38;WATER;3135;0,3135
30-3-2021 20:38;WATER;3207;0,3207
30-3-2021 20:38;WATER;2811;0,2811
30-3-2021 20:52;WATER;3117;0,3117
30-3-2021 20:52;WATER;3315;0,3315
30-3-2021 20:52;WATER;3081;0,3081
30-3-2021 21:07;WATER;3802;0,3802
30-3-2021 21:07;WATER;3549;0,3549
30-3-2021 21:07;WATER;2973;0,2973
30-3-2021 21:21;WATER;2937;0,2937
30-3-2021 21:21;WATER;2937;0,2937
30-3-2021 21:21;WATER;3531;0,3531
30-3-2021 21:36;WATER;3441;0,3441
30-3-2021 21:36;WATER;3189;0,3189
30-3-2021 21:36;WATER;3748;0,3748
30-3-2021 21:50;WATER;3369;0,3369
30-3-2021 21:50;WATER;2523;0,2523
30-3-2021 22:04;WATER;4018;0,4018
30-3-2021 22:04;WATER;3333;0,3333
30-3-2021 22:04;WATER;3766;0,3766
30-3-2021 22:19;WATER;3856;0,3856
30-3-2021 22:19;WATER;3387;0,3387
30-3-2021 22:19;WATER;3694;0,3694
30-3-2021 22:33;WATER;3423;0,3423
30-3-2021 22:33;WATER;3369;0,3369
30-3-2021 22:33;WATER;3513;0,3513
30-3-2021 22:48;WATER;3009;0,3009
30-3-2021 22:48;WATER;3351;0,3351
30-3-2021 22:48;WATER;3982;0,3982
30-3-2021 23:02;WATER;3099;0,3099
30-3-2021 23:02;WATER;3423;0,3423
30-3-2021 23:02;WATER;3874;0,3874
30-3-2021 23:16;WATER;3676;0,3676
30-3-2021 23:16;WATER;3063;0,3063
30-3-2021 23:16;WATER;3315;0,3315
30-3-2021 23:31;WATER;2541;0,2541
30-3-2021 23:31;WATER;3441;0,3441
30-3-2021 23:31;WATER;2342;0,2342
30-3-2021 23:45;WATER;2991;0,2991
30-3-2021 23:45;WATER;3243;0,3243
31-3-2021 00:00;WATER;2577;0,2577
31-3-2021 00:00;WATER;3027;0,3027
31-3-2021 00:00;WATER;3802;0,3802
31-3-2021 00:14;WATER;2415;0,2415
31-3-2021 00:14;WATER;3712;0,3712
31-3-2021 00:14;WATER;4090;0,409
31-3-2021 00:28;WATER;3946;0,3946
31-3-2021 00:28;WATER;3676;0,3676
31-3-2021 00:28;WATER;2865;0,2865
31-3-2021 00:43;WATER;3315;0,3315
31-3-2021 00:43;WATER;3567;0,3567
31-3-2021 00:43;WATER;3369;0,3369
31-3-2021 00:57;WATER;3243;0,3243
31-3-2021 00:57;WATER;3135;0,3135
31-3-2021 00:57;WATER;3712;0,3712
31-3-2021 01:12;WATER;3423;0,3423
31-3-2021 01:12;WATER;4018;0,4018
31-3-2021 01:12;WATER;3081;0,3081
31-3-2021 01:26;WATER;3549;0,3549
31-3-2021 01:26;WATER;3081;0,3081
31-3-2021 01:26;WATER;2342;0,2342
31-3-2021 01:40;WATER;3027;0,3027
31-3-2021 01:40;WATER;3459;0,3459
31-3-2021 01:55;WATER;3477;0,3477
31-3-2021 01:55;WATER;3261;0,3261
31-3-2021 01:55;WATER;3225;0,3225
31-3-2021 02:09;WATER;3892;0,3892
31-3-2021 02:09;WATER;2883;0,2883
31-3-2021 02:09;WATER;3261;0,3261
31-3-2021 02:24;WATER;4000;0,4
31-3-2021 02:24;WATER;3658;0,3658
31-3-2021 02:24;WATER;3081;0,3081
31-3-2021 02:38;WATER;3531;0,3531
31-3-2021 02:38;WATER;3135;0,3135
31-3-2021 02:38;WATER;3369;0,3369
31-3-2021 02:52;WATER;4108;0,4108
31-3-2021 02:52;WATER;3369;0,3369
31-3-2021 02:52;WATER;3099;0,3099
31-3-2021 03:07;WATER;3405;0,3405
31-3-2021 03:07;WATER;3333;0,3333
31-3-2021 03:07;WATER;3640;0,364
31-3-2021 03:21;WATER;3658;0,3658
31-3-2021 03:21;WATER;3351;0,3351
31-3-2021 03:21;WATER;3117;0,3117
31-3-2021 03:36;WATER;4018;0,4018
31-3-2021 03:36;WATER;3640;0,364
31-3-2021 03:36;WATER;3621;0,3621
31-3-2021 03:50;WATER;3351;0,3351
31-3-2021 03:50;WATER;3423;0,3423
31-3-2021 04:04;WATER;3874;0,3874
31-3-2021 04:04;WATER;3495;0,3495
31-3-2021 04:04;WATER;2991;0,2991
31-3-2021 04:19;WATER;3189;0,3189
31-3-2021 04:19;WATER;3279;0,3279
31-3-2021 04:19;WATER;3621;0,3621
31-3-2021 04:33;WATER;3982;0,3982
31-3-2021 04:33;WATER;3567;0,3567
31-3-2021 04:33;WATER;3784;0,3784
31-3-2021 04:48;WATER;3694;0,3694
31-3-2021 04:48;WATER;3874;0,3874
31-3-2021 04:48;WATER;4504;0,4504
31-3-2021 05:02;WATER;4324;0,4324
31-3-2021 05:02;WATER;4882;0,4882
31-3-2021 05:02;WATER;5063;0,5063
31-3-2021 05:16;WATER;5657;0,5657
31-3-2021 05:16;WATER;5297;0,5297
31-3-2021 05:16;WATER;5585;0,5585
31-3-2021 05:31;WATER;6270;0,627
31-3-2021 05:31;WATER;6161;0,6161
31-3-2021 05:31;WATER;7062;0,7062
31-3-2021 05:45;WATER;8035;0,8035
31-3-2021 05:45;WATER;7458;0,7458
31-3-2021 06:00;WATER;9296;0,9296
31-3-2021 06:00;WATER;8323;0,8323
31-3-2021 06:00;WATER;11115;1,1115
31-3-2021 06:14;WATER;16592;1,6592
31-3-2021 06:14;WATER;14520;1,452
31-3-2021 06:14;WATER;12611;1,2611
31-3-2021 06:28;WATER;15493;1,5493
31-3-2021 06:28;WATER;14160;1,416
31-3-2021 06:28;WATER;18627;1,8627
31-3-2021 06:43;WATER;22068;2,2068
31-3-2021 06:43;WATER;22626;2,2626
31-3-2021 06:43;WATER;22554;2,2554
31-3-2021 06:57;WATER;23977;2,3977
31-3-2021 06:57;WATER;24446;2,4446
31-3-2021 06:57;WATER;29976;2,9976
31-3-2021 07:12;WATER;26427;2,6427
31-3-2021 07:12;WATER;39127;3,9127
31-3-2021 07:12;WATER;30318;3,0318
31-3-2021 07:26;WATER;31219;3,1219
31-3-2021 07:26;WATER;35182;3,5182
31-3-2021 07:26;WATER;39524;3,9524
31-3-2021 07:40;WATER;42838;4,2838
31-3-2021 07:40;WATER;39992;3,9992
31-3-2021 07:55;WATER;42928;4,2928
31-3-2021 07:55;WATER;69445;6,9445
31-3-2021 07:55;WATER;46441;4,6441
31-3-2021 08:09;WATER;43361;4,3361
31-3-2021 08:09;WATER;53160;5,316
31-3-2021 08:09;WATER;80361;8,0361
31-3-2021 08:24;WATER;57682;5,7682
31-3-2021 08:24;WATER;63302;6,3302
31-3-2021 08:24;WATER;44676;4,4676
31-3-2021 08:38;WATER;63284;6,3284
31-3-2021 08:38;WATER;113255;11,3255
31-3-2021 08:38;WATER;85820;8,582
31-3-2021 08:52;WATER;66365;6,6365
31-3-2021 08:52;WATER;76164;7,6164
31-3-2021 08:52;WATER;77930;7,793
31-3-2021 09:07;WATER;75191;7,5191
31-3-2021 09:07;WATER;80325;8,0325
31-3-2021 09:07;WATER;43415;4,3415
31-3-2021 09:21;WATER;60402;6,0402
31-3-2021 09:21;WATER;61501;6,1501
31-3-2021 09:21;WATER;44333;4,4333
31-3-2021 09:36;WATER;44928;4,4928
31-3-2021 09:36;WATER;49161;4,9161
31-3-2021 09:36;WATER;62221;6,2221
31-3-2021 09:50;WATER;92899;9,2899
31-3-2021 09:50;WATER;116065;11,6065
31-3-2021 10:04;WATER;92413;9,2413
31-3-2021 10:04;WATER;68850;6,885
31-3-2021 10:04;WATER;70093;7,0093
31-3-2021 10:19;WATER;76218;7,6218
31-3-2021 10:19;WATER;80740;8,074
31-3-2021 10:19;WATER;77713;7,7713
31-3-2021 10:33;WATER;83388;8,3388
31-3-2021 10:33;WATER;67481;6,7481
31-3-2021 10:33;WATER;73876;7,3876
31-3-2021 10:48;WATER;73642;7,3642
31-3-2021 10:48;WATER;66599;6,6599
31-3-2021 10:48;WATER;76885;7,6885
31-3-2021 11:02;WATER;72255;7,2255
31-3-2021 11:02;WATER;79155;7,9155
31-3-2021 11:02;WATER;89945;8,9945
31-3-2021 11:16;WATER;84018;8,4018
31-3-2021 11:16;WATER;82163;8,2163
